Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000157916,RER1,5,-3.8289,79,0.18335,95,0.50843,36,-1.0555,37,-1.0159,162,1.49595,78,0.17661,70,0.00085
ENSG00000157911,PEX10,65,0.69406,45,0.08003,29,-0.6064,38,-0.1853,38,-0.1982,33,-0.4114,50,0.24587,45,0.07881
ENSG00000197921,HES5,5,-2.4592,18,-0.6681,32,0.26745,12,-1.2345,21,-0.4336,11,-1.4140,17,-0.7204,102,2.58714
ENSG00000157870,PRXL2B,5,-3.6932,88,0.53822,125,1.15743,26,-1.4322,79,0.34373,56,-0.2260,69,0.11424,66,0.05333
ENSG00000158109,TPRG1L,64,-1.2376,231,0.84663,301,1.34887,50,-1.6255,122,-0.2373,168,0.29847,91,-0.6976,100,-0.5488
ENSG00000130764,LRRC47,5,-3.6513,153,1.62938,81,0.44505,41,-0.6742,56,-0.1588,52,-0.2966,75,0.30300,35,-0.9289
ENSG00000069424,KCNAB2,95,0.19496,134,0.78360,180,1.33761,35,-1.3608,104,0.34925,64,-0.4499,43,-1.0803,21,-2.1027
ENSG00000116254,CHD5,5,-3.8588,142,1.19078,90,0.38370,39,-0.9668,171,1.55717,25,-1.6143,31,-1.2983,71,-0.0175
ENSG00000116251,RPL22,827,0.83801,277,-0.9637,124,-2.1733,534,0.08181,141,-1.9882,631,0.36428,1031,1.24958,498,-0.0310
ENSG00000116237,ICMT,5,-2.7231,54,0.85849,42,0.39579,14,-1.2910,28,-0.2560,46,0.56649,48,0.65266,25,-0.4468
ENSG00000097021,ACOT7,5,-5.9162,563,1.10946,1134,2.65943,96,-1.7706,308,0.05317,66,-2.3094,104,-1.6451,111,-1.5448
ENSG00000162413,KLHL21,5,-3.3011,70,0.61365,56,0.23246,20,-1.3872,56,0.22301,89,1.02760,60,0.34709,34,-0.5551
ENSG00000007923,DNAJC11,5,-2.6578,67,1.31365,58,1.03907,18,-0.9112,21,-0.6706,42,0.46527,14,-1.2514,29,-0.1425
ENSG00000171735,CAMTA1,198,-0.0770,340,0.84918,83,-1.4356,185,-0.1927,282,0.51682,166,-0.3600,176,-0.2657,231,0.17285
ENSG00000049245,VAMP3,104,1.27660,18,-1.6189,34,-0.6259,69,0.51747,30,-0.8373,29,-0.8636,92,1.03769,28,-0.9168
ENSG00000049246,PER3,5,-2.8429,3,-3.3554,6,-2.7196,10,-1.9486,25,-0.5749,73,1.25926,87,1.60317,76,1.33419
ENSG00000116288,PARK7,502,0.59824,357,0.01811,356,0.01620,200,-0.9042,105,-1.8797,449,0.40450,341,-0.0567,512,0.63441
ENSG00000162426,SLC45A1,5,-2.7133,56,0.92304,90,1.87065,19,-0.8735,26,-0.3603,10,-1.7822,22,-0.6291,33,0.00635
ENSG00000142599,RERE,21,-2.1384,138,0.78576,56,-0.7141,70,-0.3507,95,0.15334,107,0.34400,85,-0.0306,123,0.58856
ENSG00000074800,ENO1,290,-1.4931,823,0.15237,1100,0.65147,538,-0.5381,492,-0.6765,1045,0.56020,654,-0.2250,1062,0.58917
ENSG00000171612,SLC25A33,5,-3.1115,15,-1.5955,20,-1.2175,73,0.91910,19,-1.2720,49,0.22812,46,0.12441,115,1.81240
ENSG00000171603,CLSTN1,176,-1.2693,697,0.99451,377,-0.0678,173,-1.2974,361,-0.1402,808,1.27264,313,-0.3682,241,-0.7834
ENSG00000178585,CTNNBIP1,5,-2.8412,47,0.47222,37,0.05149,47,0.44850,39,0.13717,59,0.87094,32,-0.1964,19,-0.9426
ENSG00000162441,LZIC,5,-2.7205,14,-1.3872,29,-0.2215,61,1.02807,9,-1.9734,64,1.11138,50,0.67623,36,0.13303
ENSG00000130939,UBE4B,5,-2.9700,80,1.25860,76,1.16348,14,-1.5564,58,0.66334,19,-1.1487,28,-0.4955,31,-0.3375
ENSG00000054523,KIF1B,38,-2.9430,300,0.22274,386,0.65802,245,-0.1130,263,0.00486,304,0.24699,303,0.23989,259,-0.0189
ENSG00000142657,PGD,5,-3.8752,134,1.06721,119,0.84922,36,-1.1217,76,0.07834,73,0.00502,74,0.02429,64,-0.2031
ENSG00000160049,DFFA,5,-2.8609,45,0.36520,42,0.25073,38,0.08239,36,-0.0086,28,-0.3922,43,0.28538,52,0.59858
ENSG00000120948,TARDBP,5,-3.6913,57,-0.1815,48,-0.4666,32,-1.1013,41,-0.7207,144,1.44396,111,0.94667,75,0.25358
ENSG00000116649,SRM,5,-3.8476,134,1.09863,77,0.12469,26,-1.5382,101,0.59440,72,0.00720,78,0.14054,77,0.13064
ENSG00000198793,MTOR,5,-2.8756,54,0.65985,39,0.12935,24,-0.6915,41,0.20362,77,1.31061,20,-0.9346,31,-0.2400
ENSG00000116661,FBXO2,5,-6.1131,454,0.43582,634,1.03282,191,-0.9652,257,-0.4994,509,0.63516,383,0.15054,368,0.08267
ENSG00000132879,FBXO44,115,0.12384,206,1.15337,204,1.12966,25,-2.2387,126,0.28269,75,-0.5587,74,-0.5954,28,-2.0296
ENSG00000011021,CLCN6,63,-0.6373,198,1.32183,213,1.46659,47,-1.0809,88,-0.1014,32,-1.6668,30,-1.7444,79,-0.2846
ENSG00000116685,KIAA2013,68,0.39977,48,-0.1727,43,-0.3656,25,-1.1906,35,-0.6744,118,1.40431,53,-0.0063,38,-0.5452
ENSG00000083444,PLOD1,208,2.17693,38,-0.8556,75,0.21427,16,-2.2009,66,0.00863,51,-0.4210,33,-1.1039,41,-0.7623
ENSG00000116688,MFN2,5,-4.1996,162,0.95921,138,0.67178,72,-0.4079,106,0.21655,92,-0.0143,100,0.12685,68,-0.5112
ENSG00000048707,VPS13D,5,-3.1176,32,-0.4879,40,-0.1136,45,0.05797,27,-0.7553,72,0.88312,80,1.07382,44,0.03284
ENSG00000162496,DHRS3,5,-3.0237,3,-3.7391,4,-3.2219,19,-1.2144,30,-0.4980,134,2.26847,36,-0.2094,95,1.51257
ENSG00000116731,PRDM2,5,-2.6768,70,1.38198,16,-1.1082,34,0.11355,30,-0.0691,38,0.31463,37,0.26703,24,-0.4712
ENSG00000189337,KAZN,9,-2.4928,48,0.03989,63,0.50266,40,-0.2587,29,-0.7425,119,1.68897,41,-0.2323,26,-0.9299
ENSG00000142634,EFHD2,5,-3.2375,112,1.57358,24,-1.0159,34,-0.5188,76,0.82376,67,0.61027,42,-0.1822,14,-1.8784
ENSG00000116786,PLEKHM2,5,-3.4017,90,0.93375,51,-0.0351,44,-0.2755,63,0.31947,65,0.35326,69,0.46846,31,-0.8445
ENSG00000065526,SPEN,72,0.73267,43,-0.1334,4,-3.4558,42,-0.1793,46,-0.0465,69,0.64592,60,0.41438,39,-0.3010
ENSG00000055070,SZRD1,35,-0.5562,17,-1.6925,19,-1.5147,52,0.04193,21,-1.3860,122,1.58834,85,0.89558,53,0.07770
ENSG00000159363,ATP13A2,9,-4.5256,348,1.11818,528,1.97278,83,-1.2502,167,-0.1566,84,-1.2323,86,-1.1845,163,-0.1921
ENSG00000117118,SDHB,116,0.92560,95,0.57288,98,0.62552,33,-1.1361,51,-0.4626,51,-0.4617,57,-0.2836,41,-0.7812
ENSG00000117115,PADI2,12,-3.7954,49,-1.7239,18,-3.1851,297,1.21824,91,-0.7738,276,1.07929,297,1.22024,148,-0.0034
ENSG00000159423,ALDH4A1,6,-2.8335,6,-2.7780,62,0.76329,55,0.54816,37,-0.0900,67,0.89607,14,-1.6397,70,0.97980
ENSG00000127463,EMC1,5,-2.9030,68,1.05110,57,0.71855,25,-0.6511,23,-0.7703,60,0.81151,17,-1.2151,43,0.22912
ENSG00000053372,MRTO4,5,-2.6047,35,0.24916,37,0.32678,16,-1.0226,46,0.69582,47,0.75779,22,-0.5051,34,0.19248
ENSG00000053371,AKR7A2,49,-0.9845,71,-0.4334,90,-0.0329,85,-0.1409,48,-1.0445,249,1.82607,78,-0.2786,69,-0.4711
ENSG00000077549,CAPZB,111,-0.6953,224,0.44539,320,1.08016,74,-1.3244,144,-0.2868,155,-0.1658,214,0.36695,133,-0.4148
ENSG00000173436,MICOS10,12,-3.9776,281,0.90136,208,0.37252,159,-0.0717,61,-1.5735,117,-0.5711,266,0.79943,229,0.54015
ENSG00000158747,NBL1,6,-4.5630,240,1.04305,115,-0.2204,91,-0.5978,179,0.51880,164,0.37150,148,0.19595,110,-0.2905
ENSG00000162545,CAMK2N1,5,-5.8489,760,1.78565,181,-0.7436,336,0.26187,186,-0.6932,163,-0.9045,344,0.29818,325,0.20255
ENSG00000090432,MUL1,5,-2.6440,36,0.24590,59,1.10315,25,-0.3775,22,-0.5715,31,-0.0076,33,0.07458,39,0.37183
ENSG00000183114,FAM43B,63,0.68109,91,1.34059,70,0.85071,9,-2.3738,54,0.40759,3,-3.8578,13,-1.7639,36,-0.2558
ENSG00000158828,PINK1,233,-0.5016,457,0.61919,552,0.95856,203,-0.7187,207,-0.6816,225,-0.5559,312,-0.0276,350,0.16393
ENSG00000244038,DDOST,5,-2.3976,37,0.55811,22,-0.2480,13,-1.0959,25,-0.0667,58,1.40821,27,0.05011,22,-0.2686
ENSG00000127483,HP1BP3,5,-4.7655,178,0.41310,60,-1.3153,116,-0.2968,118,-0.2635,201,0.63129,199,0.60709,234,0.89803
ENSG00000075151,EIF4G3,5,-4.2147,165,1.01101,119,0.42950,102,0.17579,77,-0.2960,85,-0.1320,90,-0.0268,93,0.01304
ENSG00000117298,ECE1,5,-2.8772,21,-0.8758,16,-1.2471,43,0.26789,11,-1.8054,53,0.63195,68,1.06438,75,1.25774
ENSG00000076864,RAP1GAP,12,-2.6444,160,1.52409,134,1.17481,19,-1.9492,121,0.98351,40,-0.8451,33,-1.1353,28,-1.3830
ENSG00000090686,USP48,5,-2.9791,51,0.43635,45,0.23776,19,-1.1163,43,0.13726,47,0.28761,61,0.73957,43,0.15664
ENSG00000070831,CDC42,100,-1.3672,410,0.93705,386,0.82478,125,-1.0230,189,-0.3744,276,0.24180,265,0.17537,157,-0.6688
ENSG00000173372,C1QA,842,4.59371,7,-4.3212,18,-3.0528,3,-5.4796,13,-3.5421,30,-2.2875,143,0.08510,27,-2.4547
ENSG00000173369,C1QB,373,3.06553,6,-3.9946,14,-2.7461,4,-4.4701,27,-1.7512,58,-0.6173,175,1.26111,26,-1.8434
ENSG00000004487,KDM1A,5,-3.0588,63,0.70733,61,0.66928,24,-0.8828,33,-0.3713,30,-0.4928,73,0.97532,42,0.01426
ENSG00000169641,LUZP1,5,-2.6643,72,1.46656,10,-1.7190,17,-0.9387,76,1.57006,22,-0.5518,20,-0.7160,30,-0.1040
ENSG00000125944,HNRNPR,164,0.95206,83,-0.2107,63,-0.6552,53,-0.9115,48,-1.0606,75,-0.3653,154,0.83713,116,0.33398
ENSG00000117318,ID3,1199,3.96522,4,-5.7134,18,-3.7040,88,-1.4107,44,-2.4402,61,-1.9515,200,-0.1295,118,-0.9657
ENSG00000142676,RPL11,1508,1.58216,290,-1.2206,138,-2.3390,505,-0.3572,240,-1.5075,589,-0.1083,1147,1.04698,614,-0.0386
ENSG00000057757,PITHD1,5,-5.5881,500,1.31256,682,1.95778,63,-2.0522,217,-0.1550,163,-0.6143,155,-0.6864,123,-1.0544
ENSG00000011009,LYPLA2,61,0.62778,16,-1.4793,32,-0.4317,17,-1.3563,37,-0.1944,121,1.95800,40,-0.0966,12,-1.9335
ENSG00000117305,HMGCL,67,1.33849,17,-0.9074,44,0.58069,18,-0.8396,22,-0.5883,29,-0.0922,28,-0.1949,24,-0.3952
ENSG00000189266,PNRC2,203,1.97239,41,-0.8685,41,-0.8645,50,-0.5356,39,-0.9475,73,0.05709,78,0.16900,39,-0.9464
ENSG00000188529,SRSF10,22,-1.2879,60,0.25927,44,-0.2361,59,0.23645,31,-0.7928,112,1.37977,46,-0.1817,36,-0.5759
ENSG00000001461,NIPAL3,70,-0.0607,128,0.97868,100,0.53439,83,0.21964,58,-0.3534,43,-0.8201,45,-0.7648,54,-0.4815
ENSG00000117602,RCAN3,5,-2.5216,27,-0.0845,85,2.03375,12,-1.3061,34,0.29217,30,0.07528,14,-1.1158,21,-0.4996
ENSG00000133226,SRRM1,38,-0.8187,83,0.43273,22,-1.6541,97,0.70949,48,-0.4536,123,1.14488,57,-0.1834,43,-0.6326
ENSG00000169504,CLIC4,19,-2.0126,11,-2.7964,11,-2.7736,134,1.15155,46,-0.6371,71,0.04215,136,1.18428,126,1.03833
ENSG00000117614,SYF2,83,0.07209,62,-0.3898,35,-1.2602,94,0.28338,52,-0.6735,61,-0.4289,120,0.70090,128,0.80853
ENSG00000117616,RSRP1,27,-0.6340,42,0.05313,22,-0.9560,17,-1.3623,33,-0.3226,92,1.46276,60,0.66724,31,-0.4370
ENSG00000183726,TMEM50A,5,-3.7558,37,-0.9307,49,-0.5019,34,-1.0766,57,-0.2544,118,0.97507,154,1.49562,81,0.32046
ENSG00000204178,MACO1,5,-2.3534,39,0.72804,31,0.32859,19,-0.4247,18,-0.5629,22,-0.2383,57,1.40819,12,-1.1105
ENSG00000162430,SELENON,227,1.81955,34,-1.4047,24,-1.9239,45,-0.9837,20,-2.2351,155,1.05054,103,0.32554,68,-0.3575
ENSG00000117640,MTFR1L,71,-0.1755,102,0.42556,87,0.16229,59,-0.4739,57,-0.5373,129,0.83617,57,-0.5333,72,-0.1656
ENSG00000117632,STMN1,150,-1.9033,864,0.90906,972,1.12805,345,-0.6283,269,-1.0155,430,-0.2784,790,0.74681,263,-1.0529
ENSG00000142684,ZNF593,5,-3.2658,31,-0.6955,71,0.67568,51,0.11630,36,-0.4656,64,0.49980,62,0.42975,62,0.42829
ENSG00000142669,SH3BGRL3,112,-1.1998,252,0.08268,495,1.28385,175,-0.5070,189,-0.3825,272,0.21310,243,0.02800,177,-0.4841
ENSG00000117682,DHDDS,5,-2.2178,27,0.24705,65,1.87860,16,-0.6274,30,0.44095,9,-1.4728,5,-2.2638,29,0.37099
ENSG00000198830,HMGN2,5,-5.2148,94,-1.0619,49,-2.0304,127,-0.5914,84,-1.2387,573,2.15990,297,0.82588,239,0.44638
ENSG00000117713,ARID1A,16,-1.9516,34,-0.8449,46,-0.3746,27,-1.2063,64,0.16334,150,1.74678,45,-0.3941,80,0.55152
ENSG00000204160,ZDHHC18,57,0.71643,58,0.74790,86,1.47135,3,-3.6219,30,-0.3357,14,-1.4663,28,-0.4513,23,-0.8012
ENSG00000090273,NUDC,117,-0.7125,202,0.16006,162,-0.1976,162,-0.1993,91,-1.1024,378,1.28127,173,-0.0956,180,-0.0304
ENSG00000253368,TRNP1,5,-2.9963,106,1.79189,75,1.09930,20,-1.0887,50,0.38964,5,-3.1299,14,-1.6006,43,0.13356
ENSG00000142784,WDTC1,5,-2.2577,34,0.60149,29,0.32010,26,0.15369,29,0.33110,20,-0.2549,20,-0.2714,27,0.17999
ENSG00000186501,TMEM222,5,-4.0421,80,-0.0210,103,0.38460,60,-0.4829,98,0.30766,176,1.35967,60,-0.4798,69,-0.2591
ENSG00000158195,WASF2,29,-1.3994,6,-3.6540,9,-3.1583,80,0.18706,59,-0.3209,221,2.12432,106,0.65621,64,-0.1857
ENSG00000126705,AHDC1,37,-0.5587,46,-0.2083,27,-1.0040,11,-2.3384,52,0.00764,163,2.15783,30,-0.8706,50,-0.0640
ENSG00000126709,IFI6,565,1.29274,170,-0.7505,277,0.03193,93,-1.6740,111,-1.4063,560,1.27683,275,0.01880,125,-1.2281
ENSG00000117758,STX12,26,-2.0362,175,1.04026,168,0.95797,53,-0.9503,82,-0.2633,30,-1.8005,121,0.37943,116,0.31306
ENSG00000117751,PPP1R8,5,-2.3142,25,-0.0127,22,-0.2082,40,0.81252,14,-0.8904,17,-0.6225,35,0.56932,41,0.86136
ENSG00000117748,RPA2,6,-2.9222,46,0.23830,49,0.34952,31,-0.4331,47,0.27703,67,0.87284,42,0.08234,32,-0.3415
ENSG00000126698,DNAJC8,148,0.20594,138,0.09162,119,-0.1556,91,-0.5750,115,-0.2117,155,0.27819,135,0.05837,145,0.16772
ENSG00000130770,ATP5IF1,39,-3.2202,823,1.68956,450,0.54466,216,-0.6586,123,-1.5289,334,0.03914,335,0.04806,287,-0.2064
ENSG00000198492,YTHDF2,47,-0.3924,71,0.28202,97,0.82623,46,-0.4003,48,-0.3324,56,-0.1050,51,-0.2629,61,0.04631
ENSG00000116350,SRSF4,5,-3.0778,40,-0.0642,39,-0.1364,31,-0.4691,32,-0.4467,84,1.21062,77,1.05432,27,-0.6688
ENSG00000060656,PTPRU,5,-2.3214,62,1.65542,39,0.77679,4,-2.5483,45,1.00482,27,0.12486,5,-2.3117,11,-1.2723
ENSG00000162511,LAPTM5,209,2.30138,1,-5.4733,1,-5.5416,15,-2.1952,24,-1.5183,69,0.13847,108,0.92658,77,0.34233
ENSG00000162512,SDC3,33,-2.9061,146,-0.6786,134,-0.8183,189,-0.2697,258,0.23980,313,0.57078,251,0.18983,464,1.29062
ENSG00000134644,PUM1,207,0.47658,271,0.96219,154,-0.0152,67,-1.3175,198,0.40647,155,-0.0090,82,-1.0199,111,-0.5469
ENSG00000121766,ZCCHC17,31,-1.6190,151,0.90448,167,1.08738,70,-0.3885,115,0.42816,30,-1.6753,67,-0.4739,83,-0.1224
ENSG00000121769,FABP3,5,-3.4244,96,1.01602,124,1.51036,71,0.47358,48,-0.1591,31,-0.8645,25,-1.1824,26,-1.0983
ENSG00000162517,PEF1,213,1.07604,142,0.35125,166,0.62608,39,-1.6762,98,-0.2605,120,0.07020,87,-0.4474,54,-1.1840
ENSG00000084636,COL16A1,45,-0.3140,0,-8.9708,0,-8.6247,32,-0.8398,23,-1.3656,293,3.81070,38,-0.5953,7,-3.1100
ENSG00000121753,ADGRB2,5,-3.8058,152,1.39454,48,-0.5901,33,-1.1429,94,0.50868,52,-0.4622,74,0.10310,96,0.55556
ENSG00000184007,PTP4A2,7,-4.2414,136,0.05066,70,-0.9914,264,1.22569,105,-0.3623,111,-0.2833,215,0.83930,145,0.15846
ENSG00000121774,KHDRBS1,49,-1.2828,162,0.66019,59,-0.9750,71,-0.7049,85,-0.4103,234,1.34224,133,0.31105,87,-0.3862
ENSG00000025800,KPNA6,5,-3.1888,81,0.99565,67,0.67531,44,-0.0405,41,-0.1618,39,-0.2352,47,0.06210,38,-0.3009
ENSG00000084652,TXLNA,94,1.41433,30,-0.5476,37,-0.2312,27,-0.7219,32,-0.4643,52,0.32358,54,0.38968,15,-1.6389
ENSG00000084623,EIF3I,5,-4.5782,165,0.55895,191,0.82094,84,-0.5486,116,-0.0350,183,0.74795,121,0.03220,82,-0.5954
ENSG00000175130,MARCKSL1,83,-1.8603,125,-1.2437,61,-2.3269,474,0.94188,87,-1.7865,258,-0.1034,828,2.07542,285,0.05570
ENSG00000160058,BSDC1,5,-3.3887,95,1.00069,85,0.80080,34,-0.7105,58,0.15183,57,0.09981,60,0.19588,31,-0.8314
ENSG00000176261,ZBTB8OS,5,-2.2794,22,-0.1252,6,-2.0296,16,-0.6077,19,-0.3862,37,0.70364,52,1.32748,36,0.66720
ENSG00000162521,RBBP4,5,-4.0391,85,0.06397,81,-0.0042,72,-0.2108,42,-1.0559,170,1.29833,129,0.78171,69,-0.2774
ENSG00000134684,YARS,5,-4.0439,182,1.36743,151,1.00922,35,-1.3667,78,-0.1152,76,-0.1751,67,-0.3698,79,-0.0960
ENSG00000121900,TMEM54,5,-3.6588,16,-2.0697,26,-1.3615,54,-0.2482,30,-1.1611,207,2.28326,103,0.85269,60,-0.0590
ENSG00000004455,AK2,13,-1.5196,27,-0.4515,19,-1.0095,23,-0.7216,55,0.70797,66,1.06273,68,1.10488,16,-1.2168
ENSG00000134686,PHC2,100,0.93695,69,0.27368,74,0.39441,47,-0.3438,39,-0.6518,29,-1.0855,70,0.30417,38,-0.6706
ENSG00000163866,SMIM12,78,0.31403,99,0.72801,98,0.71255,20,-1.8039,49,-0.4380,67,0.06668,53,-0.3236,52,-0.3488
ENSG00000116560,SFPQ,326,1.21583,135,-0.3135,99,-0.8009,65,-1.4366,140,-0.2554,281,0.93606,167,0.03381,95,-0.8653
ENSG00000146463,ZMYM4,185,2.00764,43,-0.5965,31,-1.1347,32,-1.0759,36,-0.8977,30,-1.1816,122,1.13989,27,-1.3129
ENSG00000142687,KIAA0319L,109,0.76690,110,0.78981,74,0.09911,32,-1.1970,60,-0.2310,41,-0.8437,53,-0.4375,76,0.15659
ENSG00000020129,NCDN,5,-5.7652,926,2.35217,499,1.04401,94,-1.6656,268,-0.0385,108,-1.4526,136,-1.1105,156,-0.8977
ENSG00000126067,PSMB2,174,0.56315,172,0.54904,267,1.35007,23,-2.5888,103,-0.3137,113,-0.1647,61,-1.1305,85,-0.6151
ENSG00000142686,C1orf216,92,1.17621,115,1.62268,61,0.43817,10,-2.3242,55,0.27346,4,-3.6461,26,-0.9331,12,-2.0932
ENSG00000092847,AGO1,5,-2.2242,36,0.72506,2,-3.1645,12,-0.9684,50,1.34981,17,-0.4670,15,-0.7239,48,1.26353
ENSG00000126070,AGO3,5,-2.5735,33,0.18423,20,-0.6012,35,0.29371,15,-1.0345,55,1.05367,52,0.96800,21,-0.5391
ENSG00000054116,TRAPPC3,289,2.11943,87,-0.1276,44,-1.2105,39,-1.3686,43,-1.2300,109,0.23995,63,-0.6487,79,-0.2760
ENSG00000116871,MAP7D1,135,-0.4629,256,0.60131,351,1.17572,141,-0.3862,140,-0.3962,92,-1.0570,228,0.40544,92,-1.0588
ENSG00000054118,THRAP3,5,-3.7311,99,0.68945,45,-0.6212,72,0.14779,46,-0.5577,133,1.23562,62,-0.0845,64,-0.0458
ENSG00000181817,LSM10,5,-2.8571,32,-0.1863,60,0.87028,33,-0.1220,25,-0.5827,37,0.04537,76,1.31646,19,-0.9686
ENSG00000116898,MRPS15,9,-2.5449,78,0.75710,87,0.95408,37,-0.4978,37,-0.4768,28,-0.9217,59,0.26418,65,0.45037
ENSG00000163875,MEAF6,14,-3.0943,227,1.33526,143,0.48780,88,-0.3147,92,-0.2451,133,0.36581,82,-0.4231,76,-0.5419
ENSG00000185090,MANEAL,5,-2.7761,78,1.47581,86,1.65830,21,-0.7339,38,0.17254,19,-0.9235,22,-0.6591,3,-3.3677
ENSG00000197982,C1orf122,159,-0.5368,207,-0.1192,202,-0.1550,266,0.29694,147,-0.6604,174,-0.3989,369,0.86909,256,0.23025
ENSG00000183431,SF3A3,7,-2.2680,27,-0.2848,32,-0.0201,19,-0.8669,39,0.27776,78,1.56462,14,-1.3186,45,0.53281
ENSG00000116954,RRAGC,60,-0.0154,63,0.08626,121,1.22147,34,-0.9025,47,-0.3970,32,-0.9906,69,0.22467,56,-0.1280
ENSG00000174574,AKIRIN1,62,-0.5115,88,0.04060,125,0.63386,45,-1.0302,52,-0.7851,155,1.02565,83,-0.0628,77,-0.1824
ENSG00000168653,NDUFS5,840,1.00938,652,0.55468,533,0.20896,310,-0.6703,224,-1.1745,320,-0.6169,476,0.02208,405,-0.2432
ENSG00000127603,MACF1,5,-4.9283,131,-0.2233,85,-0.9089,213,0.59001,97,-0.7054,218,0.62619,219,0.63176,237,0.77262
ENSG00000090621,PABPC4,5,-3.3684,47,-0.1265,35,-0.6048,33,-0.6931,42,-0.3306,62,0.31975,116,1.45102,70,0.51350
ENSG00000116983,HPCAL4,9,-3.7355,179,0.85378,190,0.96222,52,-1.1594,126,0.25194,107,-0.0235,83,-0.4375,124,0.21610
ENSG00000084072,PPIE,196,2.11172,36,-0.9044,42,-0.6549,42,-0.6570,25,-1.4834,103,0.82108,24,-1.4997,42,-0.6607
ENSG00000131236,CAP1,5,-4.5905,108,-0.1707,288,1.57403,73,-0.7922,112,-0.1136,79,-0.6711,177,0.65797,119,-0.0137
ENSG00000131238,PPT1,42,-1.8938,192,0.48068,125,-0.2386,86,-0.8252,106,-0.4945,235,0.83788,213,0.65811,156,0.12429
ENSG00000084073,ZMPSTE24,5,-2.9228,64,0.90768,49,0.45070,25,-0.6714,20,-1.0027,41,0.14467,47,0.34967,51,0.49454
