Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5
ENSG00000122026,RPL21,52,-4.6584,552,-1.1228,811,-0.4885,1834,1.05425,2115,1.38033
ENSG00000102755,FLT1,53,-4.4273,135,-3.0550,63,-4.1600,4314,5.72972,72,-3.9782
ENSG00000189403,HMGB1,53,-3.1219,135,-1.7266,428,0.18971,381,-0.0201,931,1.89725
ENSG00000102760,RGCC,51,-2.5634,301,0.30266,93,-1.6689,629,1.95013,204,-0.3977
ENSG00000102804,TSC22D1,52,-2.9560,12,-5.0238,96,-2.0230,895,2.20580,614,1.21738
ENSG00000133112,TPT1,569,-1.8592,1455,-0.3414,555,-1.8964,3852,1.63027,2397,0.57626
ENSG00000123200,ZC3H13,53,-2.2358,265,0.42487,302,0.68272,27,-3.2120,407,1.32839
ENSG00000136156,ITM2B,53,-3.9826,761,0.18133,62,-3.7593,1688,1.94000,882,0.45955
ENSG00000118946,PCDH17,52,-1.2975,107,-0.1190,115,0.02183,5,-4.7289,291,2.05070
ENSG00000184226,PCDH9,55,-2.3892,12,-4.5569,519,1.58947,32,-3.1959,590,1.93101
ENSG00000134884,ARGLU1,54,-2.6141,325,0.28682,307,0.18093,491,1.12517,213,-0.4648
ENSG00000185950,IRS2,53,-2.0637,461,1.94083,95,-1.1474,5,-5.4368,326,1.08579
ENSG00000129538,RNASE1,54,-2.5379,116,-1.3817,43,-2.8769,683,2.07717,432,0.94493
ENSG00000165795,NDRG2,52,-4.9348,1134,-0.2313,1565,0.35521,371,-2.0338,3336,2.09515
ENSG00000092199,HNRNPC,53,-1.6527,151,0.08020,94,-0.7309,84,-0.9216,339,1.82553
ENSG00000092096,SLC22A17,53,-2.1757,337,0.99124,40,-2.5985,5,-5.5597,579,2.41056
ENSG00000100852,ARHGAP5,53,-1.7794,12,-3.9084,156,-0.0096,78,-1.1782,486,2.68993
ENSG00000213741,RPS29,53,-4.6532,1093,0.02523,721,-0.6958,1389,0.47280,2136,1.39135
ENSG00000165502,RPL36AL,52,-1.7409,135,-0.2079,174,0.25308,5,-5.0745,391,2.08987
ENSG00000165525,NEMF,53,-1.6980,77,-1.1078,217,0.72535,82,-1.0077,313,1.54316
ENSG00000282885,AL627171.2,168802,7.38707,1064,-5.3342,607,-6.1461,531,-6.3410,1830,-4.5460
ENSG00000020577,SAMD4A,633,2.88295,12,-4.2456,190,-0.0474,5,-5.4833,135,-0.6400
ENSG00000126777,KTN1,53,-2.9068,174,-1.0867,313,-0.0986,517,0.86277,597,1.17368
ENSG00000119707,RBM25,53,-2.5564,12,-4.6597,396,0.78532,484,1.21810,369,0.64161
ENSG00000198668,CALM1,53,-4.0793,434,-0.8974,411,-0.9857,592,-0.3768,2179,2.54632
ENSG00000089737,DDX24,53,-1.4223,81,-0.7549,114,-0.1607,38,-1.9467,340,2.24286
ENSG00000165949,IFI27,52,-4.5277,135,-3.1331,42,-4.8342,4369,5.09255,282,-2.0264
ENSG00000214548,MEG3,52,-3.2892,598,0.67344,237,-0.9724,99,-2.3354,1112,2.17215
ENSG00000197102,DYNC1H1,53,-1.6510,12,-3.7952,155,0.12837,44,-1.9422,457,2.78567
ENSG00000080824,HSP90AA1,52,-6.6692,1285,-1.9743,3367,-0.4281,557,-3.2302,16227,3.62441
ENSG00000100664,EIF5,52,-2.2064,12,-4.3090,175,-0.2793,165,-0.3890,623,2.61538
ENSG00000166165,CKB,382,-0.9980,666,-0.0566,543,-0.4150,88,-3.2475,1758,2.06590
ENSG00000126214,KLC1,53,-1.8130,82,-1.1330,78,-1.2180,138,-0.2748,456,2.36531
ENSG00000182809,CRIP2,52,-3.6838,243,-1.3518,43,-3.9371,2080,3.67107,313,-0.9493
ENSG00000128739,SNRPN,53,-2.3070,335,0.80845,59,-2.1335,47,-2.4682,606,2.29111
ENSG00000224078,SNHG14,5489,3.14600,685,-1.4102,389,-2.2831,87,-4.4986,1318,-0.3343
ENSG00000140319,SRP14,52,-3.3245,455,0.09842,103,-2.3111,813,1.27560,732,1.03990
ENSG00000247556,OIP5-AS1,53,-2.1678,202,-0.0079,122,-0.8706,275,0.57584,361,1.14745
ENSG00000166963,MAP1A,3196,2.96522,13,-6.5335,405,-1.4495,40,-4.9015,1178,0.36746
ENSG00000140264,SERF2,52,-3.9392,572,-0.2521,199,-1.9597,1548,1.82429,924,0.64094
ENSG00000166710,B2M,52,-5.8998,1610,-0.7814,165,-4.2388,9800,3.76748,1050,-1.4692
ENSG00000138592,USP8,52,-1.5926,12,-3.7254,168,0.37783,54,-1.5462,398,2.47076
ENSG00000128989,ARPP19,53,-2.5499,270,0.05364,115,-1.3800,294,0.21245,578,1.65677
ENSG00000137776,SLTM,53,-2.5092,448,1.13881,173,-0.6491,414,0.96581,173,-0.6514
ENSG00000174444,RPL4,52,-3.4097,525,0.24613,284,-0.8214,249,-1.0365,1184,2.09094
ENSG00000137818,RPLP1,52,-5.3111,972,-0.9412,816,-1.2246,3542,1.53071,3061,1.18568
ENSG00000067225,PKM,52,-3.3034,14,-5.2485,164,-1.5924,955,1.68374,958,1.69182
ENSG00000140391,TSPAN3,52,-2.1627,12,-4.2470,50,-2.2153,5,-5.4969,871,4.84110
ENSG00000166426,CRABP1,52,-1.1376,12,-3.2783,115,0.23141,5,-4.5522,324,2.80135
ENSG00000185787,MORF4L1,52,-2.7042,371,0.48181,104,-1.6698,124,-1.3891,780,2.25632
ENSG00000182774,RPS17,53,-3.7948,693,0.25405,250,-1.4693,1373,1.73764,650,0.13309
ENSG00000182054,IDH2,53,-1.4176,145,0.29183,113,-0.1609,11,-3.6801,296,1.87425
ENSG00000173575,CHD2,53,-1.7174,15,-3.6058,129,-0.2629,263,1.11078,289,1.33154
ENSG00000182253,SYNM,53,-1.1899,45,-1.4505,127,0.29451,9,-3.8173,307,2.37927
ENSG00000188536,HBA2,52,-9.9450,197817,6.51556,105,-8.9330,8116,-2.6110,374,-7.1054
ENSG00000206172,HBA1,52,-8.9708,101440,6.91095,60,-8.7687,3134,-3.0196,125,-7.7072
ENSG00000103260,METRN,52,-3.0871,470,0.45632,226,-0.8339,6,-6.0590,1086,2.52084
ENSG00000140988,RPS2,53,-4.0559,450,-0.7957,232,-1.8454,1621,1.72661,1223,1.05268
ENSG00000185883,ATP6V0C,52,-2.1284,13,-4.2062,104,-1.0620,25,-3.2105,778,3.99393
ENSG00000167978,SRRM2,53,-2.5913,211,-0.4107,73,-2.1031,662,1.97627,335,0.42279
ENSG00000103363,ELOB,52,-2.7067,446,0.86393,87,-1.9433,182,-0.7708,658,1.77782
ENSG00000134419,RPS15A,52,-3.4197,170,-1.6369,281,-0.8409,753,0.96458,1039,1.72441
ENSG00000170540,ARL6IP1,124,-0.9515,283,0.49655,43,-2.5859,5,-5.6470,630,2.46474
ENSG00000167191,GPRC5B,53,-2.6966,152,-1.0969,155,-1.0591,336,0.26647,756,2.11493
ENSG00000090905,TNRC6A,53,-1.4742,12,-3.6318,104,-0.3894,137,0.09881,342,2.15150
ENSG00000176046,NUPR1,52,-1.8771,13,-3.9521,78,-1.2368,32,-2.6052,644,3.86852
ENSG00000087258,GNAO1,1613,3.29483,89,-2.6011,68,-3.0003,5,-6.7290,493,0.15160
ENSG00000087250,MT3,52,-5.1135,556,-1.6056,1194,-0.3624,296,-2.5694,5236,3.31780
ENSG00000125148,MT2A,52,-5.7205,849,-1.5947,694,-1.9082,6833,2.67439,2685,0.34974
ENSG00000169715,MT1E,52,-3.2608,101,-2.2675,197,-1.2347,257,-0.8045,1450,3.24985
ENSG00000205364,MT1M,52,-2.4832,114,-1.2883,110,-1.3377,369,0.78266,581,1.84757
ENSG00000125144,MT1G,52,-1.1596,12,-3.2989,86,-0.3279,6,-4.2144,361,3.18967
ENSG00000187193,MT1X,52,-4.1972,12,-6.2398,339,-1.3854,2163,2.32642,1320,1.04047
ENSG00000103034,NDRG4,51,-2.0849,358,1.31913,62,-1.8138,5,-5.4359,455,1.93113
ENSG00000135720,DYNC1LI2,53,-2.2541,12,-4.3788,328,0.80760,221,0.04543,462,1.58665
ENSG00000090863,GLG1,52,-1.9838,95,-1.0548,48,-2.1276,222,0.41266,471,2.16952
ENSG00000034713,GABARAPL2,53,-1.8113,29,-2.7000,108,-0.6594,167,0.08375,438,2.29156
ENSG00000166848,TERF2IP,53,-1.4986,12,-3.6246,86,-0.7142,5,-4.8659,495,3.64816
ENSG00000230989,HSBP1,53,-1.8984,12,-4.0349,62,-1.6554,301,1.13688,420,1.96461
ENSG00000131143,COX4I1,52,-2.8636,144,-1.3201,166,-1.0965,325,0.04292,900,2.38488
ENSG00000103257,SLC7A5,54,-3.7167,14,-5.6436,61,-3.5430,2568,4.86929,221,-1.6090
ENSG00000167522,ANKRD11,54,-1.8414,319,1.30260,164,-0.0335,106,-0.7836,193,0.25864
ENSG00000167526,RPL13,52,-5.4948,931,-1.2196,773,-1.5129,5203,2.24053,2646,0.60444
ENSG00000108953,YWHAE,53,-3.0222,93,-2.1882,282,-0.4190,435,0.35731,929,2.10417
ENSG00000108518,PFN1,53,-2.8992,12,-4.9821,52,-2.9229,1177,3.33353,348,0.10492
ENSG00000129250,KIF1C,52,-2.1182,38,-2.6168,160,-0.3364,418,1.59426,302,0.85220
ENSG00000170296,GABARAP,53,-2.7235,324,0.19500,168,-0.9391,157,-1.0463,754,2.10218
ENSG00000161960,EIF4A1,53,-1.6682,19,-3.2102,78,-1.0465,97,-0.6907,479,2.94858
ENSG00000129244,ATP1B2,52,-3.1407,781,1.47474,190,-1.1698,84,-2.4349,796,1.52408
ENSG00000220205,VAMP2,52,-2.6796,723,2.09408,69,-2.2605,28,-3.5910,526,1.27063
ENSG00000161970,RPL26,53,-3.7073,424,-0.5051,548,-0.0619,691,0.36505,1119,1.38296
ENSG00000141027,NCOR1,53,-2.1106,12,-4.2443,412,1.52532,167,-0.2881,338,1.06768
ENSG00000170315,UBB,53,-4.1473,1586,1.50697,188,-2.2677,596,-0.4353,1395,1.20310
ENSG00000170160,CCDC144A,54,-0.8322,12,-3.0633,202,1.74912,118,0.55240,54,-0.8348
ENSG00000124422,USP22,52,-2.2158,154,-0.5186,65,-1.9009,335,0.93489,429,1.50009
ENSG00000256618,MTRNR2L1,10006,-0.5352,8130,-0.8805,23030,1.03428,12873,-0.0985,13968,0.04810
ENSG00000109107,ALDOC,52,-4.1032,760,0.07790,724,-0.0113,170,-2.3483,1936,2.18113
ENSG00000198242,RPL23A,52,-4.1085,606,-0.3543,363,-1.2019,1327,1.15728,1357,1.20822
ENSG00000126653,NSRP1,52,-1.3569,12,-3.5119,185,0.85699,208,1.10961,135,0.23652
ENSG00000125691,RPL23,53,-3.5973,401,-0.4771,227,-1.4017,1229,1.80563,724,0.59929
ENSG00000108298,RPL19,52,-4.2617,1113,0.56720,461,-0.9879,1325,0.92391,1166,0.66015
ENSG00000173812,EIF1,53,-3.9477,300,-1.3445,224,-1.8020,1617,1.89969,1156,1.07454
ENSG00000173786,CNP,52171,7.85381,116,-6.8236,88,-7.2204,5,-11.268,691,-4.2441
ENSG00000131469,RPL27,52,-3.3741,265,-0.8988,186,-1.4652,848,1.28308,890,1.39663
ENSG00000108830,RND2,52,-1.9548,140,-0.3767,216,0.40173,31,-2.7143,429,1.95957
ENSG00000131095,GFAP,52,-7.6422,4272,-1.1365,7125,-0.2848,5318,-0.7801,25080,2.58077
ENSG00000186868,MAPT,52,-1.6553,92,-0.7619,123,-0.2673,5,-5.0655,444,2.69767
ENSG00000154945,ANKRD40,54,-1.8292,73,-1.3705,190,0.25083,232,0.63256,280,1.02710
ENSG00000108848,LUC7L3,52,-2.9095,82,-2.2415,656,1.40708,461,0.64235,391,0.32294
ENSG00000153944,MSI2,54,-1.2405,12,-3.4394,155,0.59494,13,-3.3768,330,2.49054
ENSG00000264364,DYNLL2,53,-1.6448,12,-3.7876,194,0.57514,5,-5.0246,451,2.76282
ENSG00000108387,SEPTIN4,53,-2.4209,331,0.59568,410,1.03701,34,-3.0784,379,0.86845
ENSG00000108654,DDX5,53,-2.5625,12,-4.6878,107,-1.5073,695,2.13356,459,1.08041
ENSG00000171634,BPTF,54,-1.9870,240,0.51947,250,0.59967,101,-0.9972,265,0.71389
ENSG00000108946,PRKAR1A,55,-2.2623,388,1.08927,52,-2.3337,71,-1.8781,550,1.95570
ENSG00000172809,RPL38,53,-4.0398,764,0.13521,622,-0.2331,600,-0.2957,1507,1.56401
ENSG00000132475,H3F3B,52,-3.3833,308,-0.6509,82,-2.7058,997,1.67265,806,1.16262
ENSG00000132471,WBP2,52,-1.8799,248,0.76894,58,-1.7311,10,-4.2805,461,2.31825
ENSG00000184009,ACTG1,52,-4.0067,751,0.15063,225,-1.8447,1035,0.77293,1394,1.43342
ENSG00000101745,ANKRD12,54,-2.8709,12,-4.9827,507,0.83389,366,0.19324,705,1.58489
ENSG00000168461,RAB31,53,-0.9598,12,-3.1561,130,0.60301,5,-4.4046,270,2.41810
ENSG00000101558,VAPA,53,-2.3218,12,-4.4342,48,-2.4586,641,2.42294,363,0.94341
ENSG00000171885,AQP4,52,-2.7266,40,-3.1329,336,0.28147,14,-4.6653,1001,3.17525
ENSG00000118271,TTR,51,-5.2228,2023,0.48221,0,-12.318,4948,2.78700,792,-1.1480
ENSG00000134769,DTNA,52,-2.6597,101,-1.6538,238,-0.2553,42,-2.9710,944,3.11590
ENSG00000166974,MAPRE2,54,-1.7824,286,1.12988,130,-0.3801,5,-5.2167,332,1.47973
ENSG00000101489,CELF4,51,-2.2917,268,0.42444,82,-1.5783,5,-5.6490,661,2.69398
ENSG00000141469,SLC14A1,52,-1.4528,12,-3.5679,134,0.12370,6,-4.5720,420,3.02951
ENSG00000152234,ATP5F1A,52,-2.1981,12,-4.2892,53,-2.1559,504,1.98171,391,1.32892
ENSG00000265681,RPL17,53,-4.4888,793,-0.3484,389,-1.5138,2075,1.59019,1522,0.87859
ENSG00000196628,TCF4,6103,4.78671,12,-7.0955,140,-3.6039,367,-2.1695,363,-2.1895
ENSG00000197971,MBP,334,-5.0531,5304,-0.8925,19065,1.57316,10017,0.20864,9972,0.20018
ENSG00000172270,BSG,52,-5.6328,202,-3.6672,338,-2.9094,8537,4.12120,1368,-0.7376
ENSG00000099864,PALM,54,-2.4777,272,0.14800,55,-2.4408,468,1.24557,407,0.93858
ENSG00000167468,GPX4,52,-2.7037,158,-0.9975,121,-1.4135,255,-0.1896,833,2.50235
ENSG00000099624,ATP5F1D,52,-2.0193,53,-2.0052,71,-1.5575,283,0.84858,450,1.96870
ENSG00000099622,CIRBP,53,-2.3652,13,-4.4117,61,-2.1369,632,2.29959,386,1.02115
ENSG00000115268,RPS15,53,-4.5785,951,-0.1329,528,-1.1202,1688,0.97642,1901,1.23911
ENSG00000127540,UQCR11,272,0.09925,253,-0.0322,122,-1.2562,16,-4.2383,624,1.91050
ENSG00000104904,OAZ1,52,-3.3414,423,-0.0528,69,-2.9203,1185,2.25067,450,0.05730
ENSG00000104964,TLE5,52,-3.2906,661,0.85744,135,-1.8783,540,0.45064,731,1.07519
ENSG00000141905,NFIC,54,-2.0115,202,0.15977,99,-1.0552,34,-2.7127,536,2.46088
ENSG00000167658,EEF2,53,-3.2010,491,0.36965,137,-1.7700,473,0.29867,857,1.56926
ENSG00000178951,ZBTB7A,53,-2.6000,661,1.95056,129,-1.2354,55,-2.5453,446,0.99074
ENSG00000130255,RPL36,52,-4.3713,656,-0.5147,413,-1.2741,1531,1.08889,1757,1.40480
ENSG00000104833,TUBB4A,59,-2.7433,969,2.49918,69,-2.5185,89,-2.1241,467,0.65396
ENSG00000233927,RPS28,52,-5.2866,1005,-0.8585,549,-1.8174,4212,2.04357,2478,0.76852
ENSG00000196361,ELAVL3,53,-2.9481,161,-1.2615,340,-0.0100,24,-4.1079,1133,2.96346
ENSG00000167815,PRDX2,52,-2.2749,291,0.59324,96,-1.3323,5,-5.6055,619,2.47507
ENSG00000179218,CALR,53,-2.3757,296,0.45752,57,-2.2699,267,0.25987,486,1.52736
ENSG00000008441,NFIX,53,-0.8725,12,-3.0935,160,1.16973,5,-4.3634,214,1.88126
ENSG00000141867,BRD4,52,-2.2018,12,-4.2932,163,-0.3922,346,1.03305,447,1.63694
ENSG00000105640,RPL18A,53,-3.6296,12,-5.7076,315,-0.9148,1390,2.09217,922,1.05847
ENSG00000130522,JUND,54,-2.1083,192,-0.0600,65,-1.8319,219,0.17963,462,1.80059
ENSG00000221983,UBA52,53,-4.0545,980,0.58733,280,-1.5628,1352,1.27496,922,0.46963
ENSG00000186010,NDUFA13,52,-2.5939,20,-4.0126,129,-1.2056,636,1.87767,489,1.22211
ENSG00000105220,GPI,52,-1.6357,12,-3.7492,93,-0.7181,73,-1.1183,475,3.03542
ENSG00000105290,APLP1,63,-2.3287,332,0.41098,60,-2.3931,5,-5.9520,872,2.91641
ENSG00000167641,PPP1R14A,55,-2.4459,259,0.05523,67,-2.1409,367,0.71877,510,1.44376
ENSG00000130402,ACTN4,55,-4.1401,1025,0.47237,84,-3.5347,2128,2.19996,687,-0.2593
ENSG00000068903,SIRT2,55,-1.9222,93,-1.1041,83,-1.2901,30,-2.8388,634,3.27381
ENSG00000105193,RPS16,52,-4.1979,350,-1.3566,315,-1.5214,2191,2.32331,1031,0.50386
ENSG00000105372,RPS19,52,-4.4691,779,-0.3325,339,-1.6828,2245,1.86776,1288,0.59310
ENSG00000130203,APOE,52,-4.6865,982,-0.1833,997,-0.1559,811,-0.5140,2600,1.87116
ENSG00000160014,CALM3,53,-1.5147,12,-3.6452,79,-0.8753,5,-4.9264,509,3.75849
ENSG00000178980,SELENOW,53,-3.7208,655,0.23836,277,-1.2278,837,0.71514,1053,1.20867
ENSG00000063177,RPL18,52,-3.7451,188,-1.8396,291,-1.1564,1007,1.09932,1348,1.80792
ENSG00000087086,FTL,53,-5.0715,1050,-0.5500,1299,-0.1840,1008,-0.6180,3791,2.15209
ENSG00000142541,RPL13A,52,-5.2130,2119,0.55183,656,-1.4651,2910,1.22133,2163,0.59296
ENSG00000142534,RPS11,52,-4.3068,1022,0.35428,372,-1.3685,1428,1.03324,1344,0.90317
ENSG00000105568,PPP2R1A,52,-2.0703,12,-4.1839,31,-2.8435,221,0.29837,622,2.96624
ENSG00000170889,RPS9,53,-3.9975,264,-1.5951,396,-0.9525,1697,1.94284,1052,0.80269
ENSG00000167614,TTYH1,53,-2.2207,15,-4.0764,231,0.17956,46,-2.4280,702,3.01807
ENSG00000108107,RPL28,53,-5.0918,645,-1.3631,552,-1.6095,3418,1.81930,2623,1.16803
ENSG00000083845,RPS5,53,-2.8620,172,-1.0461,242,-0.4798,469,0.73823,658,1.48953
ENSG00000132670,PTPRA,52,-1.8348,245,0.82339,74,-1.2759,5,-5.1790,422,2.15811
ENSG00000125817,CENPB,53,-1.8338,342,1.54598,122,-0.4894,69,-1.4123,223,0.60490
ENSG00000171867,PRNP,52,-2.0188,12,-4.1214,92,-1.1261,5,-5.3794,741,4.17791
ENSG00000101265,RASSF2,60,-1.6515,310,1.30036,125,-0.4587,5,-5.2302,313,1.32234
ENSG00000125868,DSTN,52,-2.4918,266,0.12634,54,-2.4402,347,0.63174,521,1.53329
ENSG00000101439,CST3,52,-4.9365,381,-1.9919,1237,-0.0746,1212,-0.1113,3566,2.30686
ENSG00000101400,SNTA1,52,-1.5923,12,-3.7008,160,0.28415,5,-4.9813,456,2.97849
ENSG00000078804,TP53INP2,53,-2.7807,73,-2.3088,556,1.18683,646,1.54080,204,-0.7037
ENSG00000131051,RBM39,52,-1.9630,309,1.12389,177,0.01716,95,-1.0315,242,0.60997
ENSG00000260032,NORAD,52,-3.1278,12,-5.2037,416,0.16571,437,0.25799,980,2.09407
ENSG00000101347,SAMHD1,54,-1.7868,129,-0.3737,143,-0.1980,278,1.08720,196,0.37535
ENSG00000166913,YWHAB,53,-3.4134,354,-0.4650,190,-1.4751,473,0.04095,1240,2.21188
ENSG00000124145,SDC4,52,-1.1399,12,-3.3049,160,0.84600,5,-4.4985,285,2.30381
ENSG00000244274,DBNDD2,56,-1.7498,15,-3.6603,90,-1.0000,6,-4.9895,648,3.93332
ENSG00000064787,BCAS1,8476,4.25304,86,-4.8841,1273,-0.8182,257,-3.2767,160,-3.9715
ENSG00000256222,MTRNR2L3,52,-1.3104,38,-1.8250,304,2.16002,5,-4.6900,176,0.81338
ENSG00000124225,PMEPA1,53,-1.6852,41,-2.0687,93,-0.8031,203,0.58302,353,1.84894
ENSG00000087460,GNAS,53,-4.2774,553,-0.7066,241,-2.0216,694,-0.3221,2625,2.76654
ENSG00000124172,ATP5F1E,52,-4.0428,670,-0.0981,242,-1.7682,1238,1.10596,1336,1.27838
ENSG00000171858,RPS21,52,-4.1031,704,-0.0858,296,-1.5188,1095,0.75373,1545,1.52387
ENSG00000125534,PPDPF,54,-2.3355,245,0.12897,72,-1.8881,244,0.11721,528,1.77759
ENSG00000142192,APP,53,-2.6899,429,0.77170,117,-1.4897,259,-0.1789,575,1.42062
ENSG00000142168,SOD1,53,-2.0575,143,-0.4799,78,-1.4703,7,-5.0619,661,3.23035
ENSG00000184221,OLIG1,54,-1.4575,12,-3.6597,76,-0.9164,5,-4.9131,504,3.75940
ENSG00000159140,SON,53,-2.6927,183,-0.7641,184,-0.7559,324,0.23777,681,1.87197
ENSG00000182670,TTC3,53,-2.2642,145,-0.6832,274,0.45011,96,-1.3480,509,1.83711
ENSG00000160209,PDXK,52,-1.8490,105,-0.7507,94,-0.9277,237,0.72194,323,1.40082
ENSG00000141959,PFKL,53,-1.9660,12,-4.0929,79,-1.3592,334,1.25823,413,1.78264
ENSG00000160307,S100B,54,-4.2790,618,-0.5656,614,-0.5772,181,-2.5001,2813,2.93738
ENSG00000160310,PRMT2,52,-1.8701,210,0.45277,86,-1.0908,5,-5.1088,469,2.39970
ENSG00000184113,CLDN5,52,-5.7952,119,-4.6106,116,-4.6463,10935,5.73226,534,-2.3913
ENSG00000240972,MIF,52,-3.9364,507,-0.4522,153,-2.3512,1460,1.67703,1112,1.03318
ENSG00000100234,TIMP3,52,-3.4879,13,-5.5270,38,-3.9333,1925,3.97009,386,-0.3918
ENSG00000100345,MYH9,52,-3.4019,360,-0.4118,59,-3.2154,1642,3.36262,165,-1.6775
ENSG00000100097,LGALS1,53,-2.5947,110,-1.4990,100,-1.6410,496,1.20543,595,1.64681
ENSG00000100201,DDX17,492,0.62818,12,-5.1000,91,-2.1910,623,1.12435,546,0.84156
ENSG00000100316,RPL3,53,-4.4757,425,-1.3607,303,-1.8866,2635,2.28951,1374,0.68611
ENSG00000100354,TNRC6B,53,-2.0108,196,0.11310,120,-0.7370,278,0.78945,273,0.75415
ENSG00000100380,ST13,54,-2.2411,358,0.99033,122,-0.9696,6,-5.2970,537,1.99079
ENSG00000100243,CYB5R3,52,-3.4045,288,-0.7941,71,-2.9601,1556,3.08288,321,-0.6129
ENSG00000002586,CD99,52,-2.9976,454,0.52312,66,-2.6442,637,1.23728,508,0.75045
ENSG00000205542,TMSB4X,54,-5.7419,1177,-1.1578,1460,-0.8084,5902,2.02874,3094,0.52601
ENSG00000046653,GPM6B,43802,5.85605,363,-4.9977,532,-4.4418,261,-5.4755,1867,-2.5897
ENSG00000102109,PCSK1N,53,-1.7128,12,-3.8659,65,-1.4013,5,-5.0645,619,4.17209
ENSG00000256045,MTRNR2L10,52,-3.9584,550,-0.3417,1269,1.29102,522,-0.4321,947,0.66256
ENSG00000198034,RPS4X,52,-3.3103,215,-1.1668,262,-0.8520,938,1.62586,685,0.89957
ENSG00000085224,ATRX,53,-3.1146,647,1.04481,306,-0.3821,402,0.10317,492,0.48375
ENSG00000102144,PGK1,53,-2.4554,124,-1.1344,93,-1.5936,590,1.91778,355,0.72165
ENSG00000078596,ITM2A,53,-3.9715,186,-2.1003,46,-4.1557,2972,4.83376,130,-2.6461
ENSG00000198157,HMGN5,52,-1.6343,141,-0.0018,149,0.09605,67,-1.2474,298,1.53159
ENSG00000241343,RPL36A,52,-3.7966,204,-1.7641,285,-1.2421,1769,2.53953,674,0.22209
ENSG00000184905,TCEAL2,52,-1.5453,100,-0.4972,73,-1.0108,40,-1.9531,400,2.58270
ENSG00000166681,BEX3,52,-2.3637,224,-0.0155,120,-1.0668,6,-5.4605,726,2.84975
ENSG00000133142,TCEAL4,53,-1.2580,12,-3.4381,110,-0.0399,70,-0.8137,318,2.36371
ENSG00000196507,TCEAL3,54,-1.0614,12,-3.2865,133,0.48456,43,-1.4484,269,2.14428
ENSG00000123560,PLP1,242112,7.98936,540,-6.8267,580,-6.7237,5,-13.461,2684,-4.5014
ENSG00000198918,RPL39,52,-4.3765,1338,0.78340,363,-1.4894,1141,0.46563,1551,1.09974
ENSG00000125676,THOC2,53,-1.8955,101,-0.8763,137,-0.3632,382,1.72970,169,0.01035
ENSG00000203930,LINC00632,45934,6.09468,1088,-3.4486,223,-5.7617,437,-4.7844,939,-3.6646
ENSG00000010404,IDS,2833,3.28613,224,-2.0723,70,-3.7993,173,-2.4654,694,-0.2495
ENSG00000147403,RPL10,1499,0.20047,1159,-0.2610,347,-2.1945,2093,0.85617,1618,0.34396
ENSG00000198888,MT-ND1,52,-10.838,49165,-0.7796,158808,1.47839,104525,0.56683,74232,-0.0739
ENSG00000198763,MT-ND2,52,-10.748,47948,-0.7214,152775,1.53135,89512,0.38242,73898,0.02613
ENSG00000228253,MT-ATP8,55,-7.3560,6861,-0.1114,12193,1.00398,9752,0.54372,7649,0.08426
ENSG00000198840,MT-ND3,52,-10.872,62052,-0.4246,145847,1.22621,76673,-0.0546,110583,0.63606
ENSG00000212907,MT-ND4L,53,-7.8474,7148,-0.5629,17976,1.19478,12765,0.47948,11444,0.27082
ENSG00000198786,MT-ND5,2076,-3.5978,14761,-0.5738,42302,1.48742,21371,0.07276,22138,0.13737
ENSG00000198695,MT-ND6,52,-3.8795,43,-4.1733,1418,1.70436,895,0.66193,749,0.31517
ENSG00000198727,MT-CYB,72,-10.083,43073,-0.6510,118994,1.29011,71525,0.24089,79966,0.45301
