Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000077097,TOP2B,10,-3.8185,291,1.37516,32,-2.3230,64,-1.1299,58,-1.2750,78,-0.8314,335,1.65301,287,1.34800
ENSG00000163512,AZI2,10,-3.3750,238,1.57407,84,-0.2652,68,-0.5729,17,-2.5964,38,-1.4672,335,2.30629,1,-6.1853
ENSG00000163527,STT3B,10,-3.3913,130,0.46049,130,0.54352,92,-0.1035,28,-1.9242,27,-1.9461,335,2.28297,1,-6.1992
ENSG00000144635,DYNC1LI1,10,-3.4472,105,0.04840,202,1.44674,18,-2.5839,10,-3.4368,36,-1.6161,335,2.19318,1,-6.2564
ENSG00000163539,CLASP2,10,-4.5200,386,1.00495,282,0.53502,232,0.13195,105,-1.1141,100,-1.1911,335,0.75341,193,-0.1661
ENSG00000178567,EPM2AIP1,10,-4.2861,284,0.74702,164,-0.1889,88,-1.1330,77,-1.3325,87,-1.1509,335,1.04093,427,1.49652
ENSG00000144674,GOLGA4,10,-4.0853,22,-2.9932,59,-1.6554,198,0.36382,170,0.12031,65,-1.3792,335,1.29611,507,2.13965
ENSG00000168028,RPSA,10,-5.3933,431,0.15804,361,-0.1490,738,1.08497,232,-0.8219,420,0.11661,335,-0.2480,632,0.80783
ENSG00000168314,MOBP,10,-5.7602,226,-1.2529,29,-4.4170,1456,1.91760,2337,3.08556,107,-2.3675,335,-0.6470,6,-6.3722
ENSG00000114784,EIF1B,1032,2.56241,486,1.00289,175,-0.7561,117,-1.2954,42,-2.8065,61,-2.2582,335,0.35875,1,-7.6545
ENSG00000188846,RPL14,10,-4.9679,292,0.00513,289,-0.0154,740,1.64972,164,-0.9009,356,0.32852,335,0.22917,147,-1.0683
ENSG00000168036,CTNNB1,10,-5.0035,405,0.50351,158,-1.1005,313,0.07621,106,-1.5984,94,-1.7743,335,0.18813,1109,2.48694
ENSG00000010282,HHATL,10,-3.3214,82,-0.2170,11,-3.3852,179,1.11122,54,-0.8678,21,-2.2400,335,2.39461,139,0.65886
ENSG00000181061,HIGD1A,10,-4.7489,610,1.56610,399,0.93617,261,0.07011,105,-1.3502,127,-1.0638,335,0.48224,8,-4.9774
ENSG00000211456,SACM1L,10,-3.5210,170,0.77176,167,0.88512,68,-0.7262,21,-2.4469,26,-2.1375,335,2.08203,1,-6.3278
ENSG00000114646,CSPG5,10,-3.5901,123,0.14860,151,0.56870,77,-0.5944,39,-1.6423,126,0.17812,335,1.97861,1,-6.3970
ENSG00000132153,DHX30,10,-3.8431,129,-0.0646,192,0.70779,78,-0.8526,21,-2.8202,68,-1.0604,335,1.61829,182,0.50216
ENSG00000047849,MAP4,10,-5.4899,427,0.03359,555,0.54797,496,0.27916,397,-0.0829,411,-0.0261,335,-0.3540,578,0.53635
ENSG00000164050,PLXNB1,10,-4.0847,52,-1.7019,47,-2.0048,218,0.53288,93,-0.8329,191,0.30555,335,1.29588,431,1.79033
ENSG00000232112,TMA7,10,-5.2473,609,0.92112,387,0.17017,615,0.93754,109,-1.8162,304,-0.2426,335,-0.0864,426,0.30448
ENSG00000164054,SHISA5,10,-3.9854,217,0.63861,170,0.26561,54,-1.5495,27,-2.5524,95,-0.6992,335,1.42646,252,0.89697
ENSG00000010256,UQCRC1,10,-4.5669,435,1.16080,362,1.00063,160,-0.5126,75,-1.6625,101,-1.2172,335,0.69600,148,-0.6323
ENSG00000114302,PRKAR2A,10,-3.5587,0,-7.4144,110,-9.4200,92,-0.2803,40,-1.5607,60,-0.9616,335,2.02406,234,1.29904
ENSG00000178467,P4HTM,358,1.21258,418,1.50427,131,-0.5331,45,-2.0887,5,-5.2598,43,-2.1540,335,1.09004,126,-0.5349
ENSG00000178252,WDR6,10,-4.0282,186,0.32832,107,-0.6222,84,-0.9318,9,-4.2202,42,-1.9793,335,1.37002,490,2.15176
ENSG00000178057,NDUFAF3,10,-4.2294,446,1.65568,193,0.18408,205,0.25993,37,-2.3525,56,-1.7473,335,1.11141,99,-0.8909
ENSG00000067560,RHOA,10,-4.8973,218,-0.3860,206,-0.5310,501,1.00533,145,-1.0154,216,-0.3969,335,0.31040,659,1.51862
ENSG00000164062,APEH,533,2.26149,244,0.73065,95,-0.8812,24,-2.8446,26,-2.7471,66,-1.3415,335,1.30303,1,-6.8827
ENSG00000176095,IP6K1,10,-3.4140,130,0.43512,99,-0.0070,53,-0.9858,49,-1.0960,55,-0.9287,335,2.24633,66,-0.6467
ENSG00000114353,GNAI2,10,-4.5077,243,0.21997,245,0.27357,464,1.35909,89,-1.3469,117,-0.9347,335,0.76839,160,-0.4435
ENSG00000114383,TUSC2,590,2.45072,37,-2.2476,162,0.00722,89,-0.9307,26,-2.7595,49,-1.8290,335,1.26191,1,-6.9143
ENSG00000007402,CACNA2D2,10,-3.3442,117,0.33760,163,1.10209,2,-5.3872,8,-3.6297,56,-0.8264,335,2.35884,1,-6.1530
ENSG00000090097,PCBP4,10,-3.3771,167,0.91795,75,-0.4699,143,0.63809,54,-0.9161,15,-2.8086,335,2.30492,1,-6.1866
ENSG00000248487,ABHD14A,10,-3.7201,292,1.51269,73,-0.9006,52,-1.3277,24,-2.4811,38,-1.8024,335,1.78903,210,0.90219
ENSG00000162244,RPL29,10,-5.4494,479,0.26704,269,-0.7283,950,1.48559,223,-0.9476,485,0.28992,335,-0.3101,641,0.76302
ENSG00000164091,WDR82,10,-4.0656,212,0.50225,221,0.68420,84,-0.9701,49,-1.7959,123,-0.3808,335,1.32134,151,-0.0581
ENSG00000010322,NISCH,10,-4.1794,344,1.22353,264,0.89208,80,-1.1586,29,-2.6712,69,-1.3831,335,1.17535,125,-0.4745
ENSG00000168268,NT5DC2,10,-4.0801,12,-3.7667,331,1.61123,23,-2.8741,14,-3.6119,80,-1.0540,335,1.30313,282,0.98273
ENSG00000114902,SPCS1,10,-4.5096,465,1.36040,206,-0.0550,191,-0.1693,48,-2.2728,129,-0.7808,335,0.76564,320,0.68710
ENSG00000163931,TKT,10,-3.8029,171,0.44915,221,1.07809,108,-0.2979,38,-1.9044,68,-1.0158,335,1.67297,1,-6.6089
ENSG00000113811,SELENOK,10,-4.1759,139,-0.3148,115,-0.6733,202,0.29507,26,-2.8236,141,-0.2863,335,1.17780,435,1.68103
ENSG00000168374,ARF4,10,-3.2636,13,-2.8587,93,0.05995,116,0.41980,18,-2.4088,45,-1.0642,335,2.49115,85,-0.0863
ENSG00000168297,PXK,200,0.97055,56,-1.0743,39,-1.7648,132,0.25515,148,0.45281,63,-0.9131,335,1.97842,1,-6.3972
ENSG00000168291,PDHB,10,-3.2954,124,0.47050,98,0.09064,111,0.29192,22,-2.2043,40,-1.3183,335,2.40229,1,-6.1260
ENSG00000168309,FAM107A,10,-5.6239,2,-7.8010,178,-1.5984,727,0.77417,192,-1.3545,661,0.60751,335,-0.4993,1845,2.69147
ENSG00000163618,CADPS,10,-4.2172,413,1.52054,334,1.38360,32,-2.5717,10,-4.2252,93,-0.9757,335,1.12578,1,-7.0206
ENSG00000163634,THOC7,401,1.71465,111,-0.5047,80,-1.1217,61,-1.4299,17,-3.2879,73,-1.1602,335,1.36062,219,0.59823
ENSG00000163636,PSMD6,1314,3.85460,45,-2.4564,103,-1.3478,85,-1.5172,10,-4.5482,42,-2.5709,335,0.65448,1,-7.4030
ENSG00000144746,ARL6IP5,10,-4.7788,606,1.51382,344,0.57657,222,-0.2295,55,-2.3488,177,-0.5837,335,0.44683,209,-0.3242
ENSG00000175161,CADM2,10,-4.2510,371,1.27299,144,-0.3795,232,0.44055,186,0.07237,175,-0.0223,335,1.08430,1,-6.8241
ENSG00000083937,CHMP2B,10,-3.1958,65,-0.4446,77,-0.1992,126,0.63972,29,-1.6874,53,-0.7621,335,2.60636,1,-6.0070
ENSG00000163320,CGGBP1,10,-3.1539,0,-6.7117,111,0.54226,92,0.16491,45,-0.9571,46,-0.9275,335,2.67591,1,-5.9676
ENSG00000269028,MTRNR2L12,651,-4.6566,7995,-0.9566,4770,-1.8762,18448,0.37640,76691,3.46780,14126,-0.0625,335,-5.6171,4352,-1.8756
ENSG00000080822,CLDND1,10,-4.9616,425,0.63717,113,-1.5870,1227,2.82340,270,-0.1174,116,-1.4170,335,0.23627,1,-7.7562
ENSG00000057019,DCBLD2,10,-3.7777,0,-7.6304,297,1.89135,18,-2.9226,14,-3.2690,37,-1.8881,335,1.71004,143,0.17730
ENSG00000154174,TOMM70,10,-3.3655,43,-1.2679,194,1.48931,59,-0.7719,16,-2.7221,17,-2.6139,335,2.32441,1,-6.1738
ENSG00000114354,TFG,10,-3.3547,14,-2.9192,85,-0.2213,120,0.37513,12,-3.1163,43,-1.2532,335,2.34085,158,0.84700
ENSG00000081154,PCNP,10,-4.0337,134,-0.2145,195,0.46883,171,0.18425,50,-1.7070,128,-0.2831,335,1.36253,157,0.04415
ENSG00000114391,RPL24,10,-5.6887,646,0.49042,336,-0.6305,1135,1.51016,246,-1.0483,494,0.04581,335,-0.5708,782,0.82155
ENSG00000170017,ALCAM,10,-3.9776,454,2.05703,90,-0.8550,205,0.55369,103,-0.5614,34,-2.2090,335,1.43769,1,-6.7740
ENSG00000114439,BBX,10,-3.2395,0,-7.0974,41,-1.2915,219,1.59825,104,0.26365,43,-1.1077,335,2.53288,1,-6.0489
ENSG00000196776,CD47,10,-4.1001,319,1.18511,260,0.98104,152,-0.0842,44,-1.9825,59,-1.5418,335,1.27708,1,-6.9029
ENSG00000198919,DZIP3,10,-4.0085,140,-0.1084,153,0.03446,75,-1.0769,42,-1.9574,35,-2.2082,335,1.39600,408,1.78461
ENSG00000144834,TAGLN3,155,-1.0922,1204,2.59586,418,0.57811,55,-2.6319,37,-3.2183,127,-1.3927,335,0.12423,47,-2.8690
ENSG00000091972,CD200,10,-4.0325,411,1.76728,186,0.37983,29,-2.5225,29,-2.5103,80,-1.0036,335,1.36521,107,-0.5655
ENSG00000114573,ATP6V1A,930,1.81124,786,1.47342,366,0.14528,104,-1.8111,39,-3.2575,120,-1.6042,335,-0.0159,1,-7.9831
ENSG00000181722,ZBTB20,10,-4.0909,0,-7.9416,27,-2.8675,178,0.18303,181,0.20824,105,-0.6594,335,1.28851,569,2.39589
ENSG00000172020,GAP43,10,-5.5691,1590,2.41390,689,0.89224,153,-1.6351,123,-1.9633,384,-0.2263,335,-0.4399,1,-8.3664
ENSG00000185565,LSAMP,10,-4.2948,398,1.34869,199,0.15493,160,-0.2151,120,-0.6608,224,0.33458,335,1.02956,1,-7.0966
ENSG00000138495,COX17,10,-3.7838,186,0.61556,93,-0.5837,161,0.36923,17,-3.0080,45,-1.6134,335,1.69936,218,0.88793
ENSG00000082701,GSK3B,10,-3.7543,272,1.33037,202,0.95557,44,-1.6039,24,-2.5071,43,-1.6666,335,1.74205,1,-6.5020
ENSG00000065518,NDUFB4,10,-4.5300,483,1.40651,205,-0.0862,292,0.50411,40,-2.5564,183,-0.2605,335,0.74085,184,-0.2521
ENSG00000173230,GOLGB1,10,-4.0894,158,-0.0035,77,-1.2355,137,-0.2344,109,-0.5942,100,-0.7231,335,1.29085,424,1.75361
ENSG00000114023,FAM162A,10,-3.7090,184,0.68582,153,0.43101,142,0.25176,12,-3.4186,108,-0.1954,335,1.80601,1,-6.5147
ENSG00000065534,MYLK,10,-3.1863,0,-7.0460,5,-4.2040,275,2.15060,71,-0.2986,64,-0.4455,335,2.62302,1,-5.9974
ENSG00000114544,SLC41A3,10,-3.6902,65,-0.9735,247,1.54017,55,-1.2084,14,-3.1702,42,-1.6144,335,1.83070,70,-0.8533
ENSG00000114631,PODXL2,10,-4.6150,538,1.50373,376,1.01417,93,-1.4002,74,-1.7432,62,-2.0006,335,0.63974,191,-0.2892
ENSG00000058262,SEC61A1,10,-3.9035,75,-0.9687,145,0.06953,63,-1.2328,30,-2.3200,86,-0.7691,335,1.53522,368,1.72094
ENSG00000163902,RPN1,10,-3.5752,165,0.65234,122,0.16788,149,0.48004,43,-1.4527,55,-1.0908,335,2.00025,1,-6.3819
ENSG00000075785,RAB7A,10,-4.4832,118,-0.8953,275,0.53925,255,0.32888,49,-2.2013,160,-0.4208,335,0.79721,398,1.10647
ENSG00000169714,CNBP,10,-4.5722,170,-0.4223,159,-0.5861,181,-0.3234,70,-1.7785,100,-1.2403,335,0.69057,810,2.44782
ENSG00000184897,H1FX,10,-4.1658,259,0.72930,106,-0.7964,134,-0.3563,45,-2.0035,87,-1.0190,335,1.19168,424,1.64292
ENSG00000017260,ATP2C1,10,-4.0120,99,-0.6637,250,1.03045,93,-0.7627,30,-2.4577,45,-1.8625,335,1.39191,243,0.80787
ENSG00000091527,CDV3,10,-3.0574,0,-6.9186,54,-0.6359,165,1.28742,41,-0.9893,41,-1.0038,335,2.85588,1,-5.8703
ENSG00000091513,TF,10,-5.3560,324,-0.2600,34,-3.8170,2104,3.66255,457,0.29694,100,-2.0587,335,-0.2063,33,-3.6683
ENSG00000154917,RAB6B,10,-5.2162,708,1.23167,798,1.87654,151,-1.2907,94,-2.0036,220,-0.7137,335,-0.0521,1,-8.0154
ENSG00000129055,ANAPC13,94,-0.0672,21,-2.2941,95,-0.0532,80,-0.3276,26,-2.0231,83,-0.2701,335,2.28908,52,-0.9935
ENSG00000158186,MRAS,10,-3.5481,156,0.58836,74,-0.6768,108,-0.0220,68,-0.7359,157,0.59615,335,2.04125,1,-6.3545
ENSG00000051382,PIK3CB,10,-3.7007,264,1.34682,109,-0.1955,46,-1.4856,28,-2.2238,42,-1.6377,335,1.81786,149,0.33574
ENSG00000114120,SLC25A36,10,-3.2116,11,-3.0934,157,1.23298,42,-1.1328,51,-0.8427,16,-2.4993,335,2.58074,1,-6.0206
ENSG00000114125,RNF7,10,-3.4520,151,0.64868,116,0.23221,126,0.33297,22,-2.2990,32,-1.7759,335,2.18400,14,-3.0079
ENSG00000069849,ATP1B3,10,-3.7283,250,1.20619,174,0.66687,67,-0.9596,48,-1.4667,55,-1.2586,335,1.77828,1,-6.5342
ENSG00000163714,U2SURP,10,-3.6210,36,-1.7950,47,-1.5127,131,0.21019,86,-0.4665,35,-1.8139,335,1.93302,309,1.75996
ENSG00000163754,GYG1,15,-2.9051,160,0.76468,131,0.50566,55,-0.9658,19,-2.5454,64,-0.7296,335,2.21340,1,-6.2435
ENSG00000082996,RNF13,10,-3.6145,18,-2.7829,94,-0.3563,231,1.20894,96,-0.2821,24,-2.3590,335,1.94143,128,0.17994
ENSG00000070087,PFN2,10,-4.7406,488,1.15200,308,0.40646,204,-0.3164,85,-1.6603,215,-0.2377,335,0.49041,289,0.24204
ENSG00000120742,SERP1,10,-3.8925,84,-0.7956,55,-1.5664,111,-0.3502,26,-2.5356,103,-0.4696,335,1.55128,469,2.26415
ENSG00000198843,SELENOT,10,-4.5713,312,0.56778,273,0.39641,217,-0.0351,51,-2.2489,64,-1.9142,335,0.69151,461,1.26282
ENSG00000152601,MBNL1,805,2.85257,132,-0.5584,141,-0.5209,95,-1.0633,21,-3.2832,23,-3.1793,335,0.97837,1,-7.1368
ENSG00000174953,DHX36,10,-3.3405,31,-1.7204,132,0.65343,131,0.53277,47,-1.0769,33,-1.6283,335,2.36378,1,-6.1495
ENSG00000114850,SSR3,559,2.34292,0,-7.9473,108,-0.6951,205,0.40929,45,-1.9516,77,-1.1379,335,1.28081,1,-6.8994
ENSG00000174891,RSRC1,10,-3.1991,98,0.21437,65,-0.5055,92,0.10094,37,-1.3219,72,-0.2802,335,2.60096,1,-6.0092
ENSG00000186432,KPNA4,10,-3.4554,12,-3.2003,160,0.88331,124,0.30438,39,-1.4957,84,-0.3181,335,2.17788,1,-6.2658
ENSG00000169255,B3GALNT1,10,-3.5614,224,1.21474,105,-0.0980,32,-1.8978,9,-3.6562,31,-1.9423,335,2.02140,143,0.42296
ENSG00000163536,SERPINI1,10,-4.5704,623,1.86108,327,0.77406,205,-0.1195,41,-2.5501,73,-1.7159,335,0.69366,50,-2.2657
ENSG00000173905,GOLIM4,10,-3.9916,0,-7.8429,12,-3.8996,217,0.63151,35,-2.2051,108,-0.5009,335,1.41843,606,2.72591
ENSG00000008952,SEC62,10,-6.2169,617,-0.1838,717,0.06723,847,0.33285,791,0.22019,790,0.21850,335,-1.1338,1400,1.21416
ENSG00000013297,CLDN11,10,-3.9511,47,-1.7302,30,-2.5373,646,2.97832,188,0.43721,11,-3.7796,335,1.47293,1,-6.7552
ENSG00000013293,SLC7A14,10,-3.7932,279,1.32894,217,1.05018,29,-2.2815,16,-3.1298,61,-1.1641,335,1.68783,1,-6.5986
ENSG00000177565,TBL1XR1,10,-3.5487,190,0.93775,107,-0.0420,117,0.11521,51,-1.1741,65,-0.8206,335,2.04081,1,-6.3459
ENSG00000172667,ZMAT3,10,-3.7594,135,0.10108,199,0.90874,62,-1.1080,52,-1.3787,145,0.22783,335,1.73487,1,-6.5646
ENSG00000136521,NDUFB5,10,-3.6843,97,-0.3432,93,-0.4640,172,0.60037,47,-1.4548,67,-0.9208,335,1.84090,168,0.55257
ENSG00000114757,PEX5L,10,-3.2061,125,0.60990,10,-3.4079,191,1.37046,84,-0.0380,12,-2.9081,335,2.58824,1,-6.0178
ENSG00000114416,FXR1,10,-4.2097,112,-0.6861,234,0.59055,158,-0.1372,61,-1.6060,58,-1.6802,335,1.13592,351,1.22273
ENSG00000205981,DNAJC19,10,-3.3606,228,1.51341,91,-0.0915,58,-0.7945,21,-2.2785,28,-1.8594,335,2.33134,1,-6.1698
ENSG00000242808,SOX2-OT,10,-4.2779,38,-2.3675,7,-4.9264,855,3.13980,319,0.96225,47,-2.0549,335,1.04985,9,-4.4220
ENSG00000181449,SOX2,10,-5.2841,0,-9.1286,24,-4.2105,150,-1.3760,139,-1.4814,114,-1.7845,335,-0.1264,2466,4.62235
ENSG00000161203,AP2M1,1712,1.77632,1600,1.63966,675,0.11823,285,-1.2498,72,-3.2759,298,-1.1802,335,-1.0010,53,-3.7146
ENSG00000163888,CAMK2N2,196,-0.2049,837,2.51844,226,0.02874,10,-4.6315,47,-2.3681,125,-0.9064,335,0.68397,1,-7.3791
ENSG00000175166,PSMD2,649,1.28768,440,0.59256,349,0.23302,142,-1.2054,73,-2.1959,150,-1.1242,335,0.13766,286,-0.1208
ENSG00000114867,EIF4G1,10,-3.6364,151,0.43583,155,0.56105,106,-0.1499,36,-1.8006,96,-0.3013,335,1.90897,1,-6.4431
ENSG00000073803,MAP3K13,110,0.07716,0,-7.3428,27,-2.2077,132,0.38206,32,-1.8240,75,-0.5290,335,2.13275,205,1.14436
ENSG00000136527,TRA2B,29,-2.1686,50,-1.3849,59,-1.2406,79,-0.6998,37,-1.8230,88,-0.5206,335,1.80068,365,1.98029
ENSG00000156976,EIF4A2,10,-5.8390,1692,2.12445,787,0.77599,402,-0.4469,67,-3.1346,297,-0.9199,335,-0.7322,415,-0.3996
ENSG00000114279,FGF12,231,0.80899,393,1.81149,92,-0.7741,43,-1.8365,49,-1.6567,49,-1.6351,335,1.49427,1,-6.7393
ENSG00000198836,OPA1,10,-3.8747,120,-0.2140,258,1.32423,48,-1.6151,38,-1.9684,52,-1.4878,335,1.57454,115,-0.2841
ENSG00000184203,PPP1R2,10,-3.6105,130,0.20762,108,-0.1079,65,-0.8789,1,-6.6435,33,-1.8834,335,1.94819,238,1.26581
ENSG00000189058,APOD,10,-5.0943,339,0.10627,45,-3.1361,1550,3.23642,329,0.05606,208,-0.6729,335,0.08596,1,-7.7955
ENSG00000061938,TNK2,85,-0.1666,85,-0.1679,71,-0.5126,50,-0.9798,48,-1.0604,103,0.14125,335,2.37735,1,-6.1421
ENSG00000072274,TFRC,10,-3.7152,69,-0.8969,149,0.37103,35,-1.9069,24,-2.4666,33,-1.9822,335,1.79674,299,1.56525
ENSG00000180370,PAK2,10,-3.4620,0,-7.3190,56,-1.0429,146,0.57318,50,-1.1350,59,-0.8653,335,2.17021,215,1.26736
ENSG00000075711,DLG1,90,-0.0477,58,-0.7427,21,-2.3753,171,1.03849,108,0.25022,29,-1.7585,335,2.41057,1,-6.1212
ENSG00000122068,FYTTD1,10,-3.5320,189,0.94269,66,-0.8654,62,-0.8799,37,-1.6555,31,-1.9149,335,2.06518,178,0.83885
ENSG00000182899,RPL35A,10,-5.5007,87,-2.4026,290,-0.6585,998,1.51359,238,-0.8978,492,0.25268,335,-0.3661,1051,1.61564
ENSG00000169020,ATP5ME,98,-2.5385,615,0.27082,495,-0.0934,906,0.93715,237,-1.2271,464,-0.1882,335,-0.6990,1044,1.19491
ENSG00000159692,CTBP1,10,-4.3628,321,0.86942,307,0.94803,50,-2.0654,61,-1.7725,107,-0.9120,335,0.94485,228,0.28498
ENSG00000090316,MAEA,10,-3.7670,228,0.98687,153,0.35773,14,-3.3182,39,-1.8032,37,-1.9013,335,1.72392,175,0.52868
ENSG00000163950,SLBP,10,-3.4687,261,1.63163,108,0.06986,56,-0.9504,7,-3.9239,38,-1.5436,335,2.16019,9,-3.5644
ENSG00000068078,FGFR3,10,-4.6097,98,-1.3160,55,-2.3252,150,-0.6590,83,-1.5582,400,0.95493,335,0.64605,862,2.53691
ENSG00000243449,C4orf48,40,-3.6204,849,1.07531,491,0.15335,681,0.68528,147,-1.7294,286,-0.7242,335,-0.4766,748,0.84982
ENSG00000185818,NAT8L,3897,3.66737,390,-0.9301,202,-2.0709,151,-2.3526,150,-2.3657,316,-1.2540,335,-1.1634,704,-0.0027
ENSG00000123933,MXD4,10,-3.2811,135,0.65260,66,-0.5758,101,0.16934,33,-1.5446,72,-0.3705,335,2.46236,1,-6.0903
ENSG00000087274,ADD1,376,0.68915,194,-0.3938,257,0.05879,199,-0.3550,94,-1.5137,174,-0.5692,335,0.49304,354,0.58367
ENSG00000163956,LRPAP1,10,-3.9575,333,1.44867,122,-0.3183,106,-0.4943,27,-2.5182,106,-0.4924,335,1.46390,144,-0.0113
ENSG00000168824,NSG1,10,-5.0557,1301,2.80406,456,0.76815,69,-2.2845,31,-3.4356,127,-1.3867,335,0.12877,1,-7.8551
ENSG00000072832,CRMP1,10,-4.0838,436,1.81662,261,1.01214,44,-1.9674,23,-2.9115,54,-1.6635,335,1.29766,1,-6.8871
ENSG00000109501,WFS1,1498,2.76325,23,-4.1038,184,-1.1662,59,-2.7408,33,-3.5819,69,-2.5218,335,-0.1251,874,1.55016
ENSG00000074211,PPP2R2C,10,-3.7405,164,0.44629,157,0.43484,160,0.40414,61,-1.1129,80,-0.7040,335,1.75976,1,-6.5331
ENSG00000179010,MRFAP1,10,-5.5341,736,0.90489,584,0.59132,521,0.31250,183,-1.3373,320,-0.4749,335,-0.4020,607,0.56733
ENSG00000178988,MRFAP1L1,10,-3.7908,160,0.34706,85,-0.7277,142,0.15456,34,-2.0299,84,-0.6849,335,1.69141,227,0.95572
ENSG00000170871,KIAA0232,345,1.15711,245,0.55609,109,-0.8313,75,-1.3223,45,-2.0833,18,-3.3746,335,1.10570,298,0.89165
ENSG00000071127,WDR1,10,-3.8471,236,0.95132,162,0.35836,121,-0.1627,43,-1.7562,52,-1.4590,335,1.61352,87,-0.6803
ENSG00000038219,BOD1L1,10,-4.1289,90,-0.9291,114,-0.6281,122,-0.4676,182,0.17803,96,-0.8392,335,1.24004,405,1.60311
ENSG00000118564,FBXL5,10,-3.6128,153,0.48228,81,-0.6067,120,0.07853,31,-1.9821,67,-0.8490,335,1.94345,151,0.45637
ENSG00000237765,FAM200B,10,-3.3739,0,-7.2308,55,-0.9843,121,0.36791,40,-1.3829,33,-1.6695,335,2.30967,224,1.46089
ENSG00000151552,QDPR,10,-5.6153,888,1.14210,560,0.39339,1039,1.43747,500,0.15004,211,-1.2061,335,-0.4903,2,-7.9143
ENSG00000185774,KCNIP4,10,-3.3451,88,-0.1273,174,1.25124,25,-2.0050,12,-3.0549,37,-1.4697,335,2.35710,1,-6.1539
ENSG00000168214,RBPJ,10,-3.7019,98,-0.3421,41,-1.7928,147,0.30702,136,0.17826,48,-1.4444,335,1.81593,238,1.15028
ENSG00000169851,PCDH7,10,-3.5684,165,0.65446,75,-0.6983,118,0.10261,106,-0.0767,115,0.06038,335,2.00651,1,-6.3774
ENSG00000163682,RPL9,1409,1.23671,437,-0.7175,331,-1.2518,1332,1.13214,368,-0.9847,616,-0.1786,335,-1.1256,1032,0.67715
ENSG00000163683,SMIM14,10,-3.3040,4,-4.6075,110,0.33411,129,0.54972,36,-1.4461,96,0.06669,335,2.42405,1,-6.1135
ENSG00000078140,UBE2K,10,-3.5090,62,-0.8542,185,1.14033,67,-0.7302,42,-1.4357,70,-0.6566,335,2.09910,1,-6.3166
ENSG00000163697,APBB2,10,-3.2816,140,0.72237,71,-0.4437,91,0.00530,42,-1.2113,58,-0.7140,335,2.45946,1,-6.0924
ENSG00000154277,UCHL1,12720,2.66296,4089,0.40580,4809,0.81257,568,-2.6341,263,-3.7609,828,-2.0771,335,-3.4052,363,-3.2896
ENSG00000064042,LIMCH1,82,-1.4862,45,-2.3818,91,-1.4453,415,1.14137,297,0.55048,292,0.52234,335,0.75971,271,0.39475
ENSG00000109133,TMEM33,10,-3.7213,255,1.25255,108,-0.2401,54,-1.2908,62,-1.0756,34,-1.9810,335,1.78887,144,0.25002
ENSG00000014824,SLC30A9,10,-3.3614,151,0.75885,82,-0.2916,72,-0.4674,27,-1.9137,84,-0.2150,335,2.33042,22,-2.2334
ENSG00000124406,ATP8A1,10,-3.9196,312,1.37699,171,0.35877,150,0.09850,58,-1.3759,55,-1.4538,335,1.51364,10,-3.9684
ENSG00000163285,GABRG1,10,-4.7479,126,-1.0672,37,-3.0686,100,-1.4284,43,-2.6770,123,-1.1132,335,0.48407,1441,3.82474
ENSG00000260918,AC107398.3,10,-3.3601,47,-1.1212,166,1.12291,39,-1.3746,25,-2.0377,74,-0.4048,335,2.33355,1,-6.1685
ENSG00000145248,SLC10A4,10,-3.6337,0,-7.4892,324,2.50223,14,-3.1372,3,-5.3580,34,-1.8726,335,1.91059,1,-6.4421
ENSG00000109180,OCIAD1,10,-4.8478,914,2.28171,330,0.39492,209,-0.4019,56,-2.3887,100,-1.5213,335,0.36627,131,-1.1219
ENSG00000109184,DCUN1D4,10,-3.3863,189,1.12816,115,0.30052,74,-0.4367,18,-2.5213,23,-2.2175,335,2.29112,1,-6.1945
ENSG00000163069,SGCB,10,-3.2900,114,0.35589,65,-0.5985,170,1.05366,23,-2.1189,40,-1.2651,335,2.44793,1,-6.0991
ENSG00000109189,USP46,10,-3.5993,75,-0.6442,37,-1.8417,111,-0.0335,22,-2.4963,80,-0.5551,335,1.96366,312,1.81341
ENSG00000174780,SRP72,10,-3.9256,208,0.63838,168,0.31795,111,-0.3853,53,-1.5072,75,-0.9881,335,1.50603,148,0.06421
ENSG00000171476,HOPX,520,2.37515,44,-1.8430,57,-1.5948,98,-0.6373,20,-2.9774,187,0.39879,335,1.44488,1,-6.7756
ENSG00000163453,IGFBP7,10,-4.4050,0,-8.2537,44,-2.4363,539,1.79565,80,-1.3950,315,0.78262,335,0.89368,409,1.25783
ENSG00000150471,ADGRL3,10,-3.3087,194,1.27131,66,-0.6112,54,-0.8354,47,-1.0666,62,-0.6388,335,2.41682,1,-6.1173
ENSG00000083896,YTHDC1,20,-2.5253,130,0.34364,43,-1.5209,183,0.92818,88,-0.2902,39,-1.5515,335,2.11604,70,-0.6440
ENSG00000018189,RUFY3,10,-4.8918,602,1.35088,438,0.92739,216,-0.3958,132,-1.1569,152,-0.9361,335,0.31587,164,-0.8189
