gene_id	HVG_rank	gene_name
ENSG00000254162	6771	AC009812.3
ENSG00000254165	13760	AC090739.1
ENSG00000254180	10152	AC004083.1
ENSG00000254186	7773	AC113414.1
ENSG00000254205	11324	AC009686.1
ENSG00000254208	13578	AC011773.1
ENSG00000254211	8741	LINC01485
ENSG00000254221	10086	PCDHGB1
ENSG00000254222	12621	AC023866.2
ENSG00000254226	11144	LINC01933
ENSG00000254245	9695	PCDHGA3
ENSG00000254251	12421	AC103770.1
ENSG00000254266	13674	PKIA-AS1
ENSG00000254288	13374	AC087672.2
ENSG00000254302	11370	AC087855.2
ENSG00000254319	13812	AC246817.2
ENSG00000254330	13153	AC104232.2
ENSG00000254333	7994	NDST1-AS1
ENSG00000254338	11142	MAFA-AS1
ENSG00000254340	10458	AC022784.5
ENSG00000254343	5041	AC091563.1
ENSG00000254361	12370	AC046195.2
ENSG00000254363	11631	AC011379.2
ENSG00000254400	14039	AC091564.2
ENSG00000254401	12106	LINC02752
ENSG00000254404	13166	AP003306.1
ENSG00000254409	11197	AC087521.3
ENSG00000254415	11029	SIGLEC14
ENSG00000254422	8890	AP000942.2
ENSG00000254427	7524	LINC02696
ENSG00000254434	12717	AP006295.1
ENSG00000254452	7848	AP001107.2
ENSG00000254461	11175	AP001107.4
ENSG00000254467	8782	AP002765.1
ENSG00000254469	6401	AP002495.1
ENSG00000254477	11911	AP000640.1
ENSG00000254486	10820	LINC02547
ENSG00000254501	10158	AP003068.1
ENSG00000254505	1263	CHMP4A
ENSG00000254519	9678	AC044839.1
ENSG00000254532	11226	AL358944.1
ENSG00000254533	11040	AF186192.1
ENSG00000254535	8478	PABPC4L
ENSG00000254539	10688	AC239804.1
ENSG00000254556	12536	AF131215.2
ENSG00000254568	12534	AP003501.1
ENSG00000254575	11842	AC022039.1
ENSG00000254577	12078	AC087276.1
ENSG00000254584	129	AL035078.1
ENSG00000254605	13637	AP003555.1
ENSG00000254615	7560	AC027031.2
ENSG00000254622	11750	NAV2-AS4
ENSG00000254635	4297	WAC-AS1
ENSG00000254639	14087	AC116021.1
ENSG00000254664	13895	AC103681.2
ENSG00000254676	11218	AP000873.4
ENSG00000254682	5717	AP002387.2
ENSG00000254685	5942	FPGT
ENSG00000254686	11034	AL138812.1
ENSG00000254699	13389	LINC02695
ENSG00000254703	9083	SENCR
ENSG00000254721	11766	AP000879.1
ENSG00000254726	5434	MEX3A
ENSG00000254733	13259	AP001831.1
ENSG00000254762	9283	AP001107.7
ENSG00000254768	7490	AC104009.1
ENSG00000254827	9428	SLC22A18AS
ENSG00000254842	8839	LINC02551
ENSG00000254852	8196	NPIPA2
ENSG00000254860	8353	TMEM9B-AS1
ENSG00000254862	7978	AC100771.2
ENSG00000254894	13137	NAV2-AS1
ENSG00000254910	13229	AC136475.2
ENSG00000254911	5450	SCARNA9
ENSG00000254919	10975	AC090692.1
ENSG00000254927	13832	AC027779.1
ENSG00000254936	10097	AF131215.4
ENSG00000254938	11917	AP002833.1
ENSG00000254951	13278	AC044810.2
ENSG00000254966	12145	AC103974.1
ENSG00000254973	12987	AC105219.4
ENSG00000254985	11694	RSF1-IT2
ENSG00000255002	8144	LINC02324
ENSG00000255008	13124	LINC02739
ENSG00000255031	7114	AP002807.1
ENSG00000255039	12764	LINC02553
ENSG00000255052	6184	FAM66D
ENSG00000255062	8420	AP001318.2
ENSG00000255082	12446	GRM5-AS1
ENSG00000255084	11380	AP003110.1
ENSG00000255100	10411	AP003119.2
ENSG00000255114	12256	AP003392.3
ENSG00000255118	12402	AP003306.2
ENSG00000255120	12082	OVOL1-AS1
ENSG00000255121	12072	CCDC84-DT
ENSG00000255126	9535	AP003064.1
ENSG00000255135	6385	AP002360.1
ENSG00000255136	8226	AP001972.3
ENSG00000255153	7328	TOLLIP-AS1
ENSG00000255176	10233	AP000941.1
ENSG00000255179	9740	AC027804.1
ENSG00000255182	11928	AC084125.2
ENSG00000255197	5770	AC090559.1
ENSG00000255198	5435	SNHG9
ENSG00000255202	11050	AL049629.1
ENSG00000255216	12428	AP001360.1
ENSG00000255234	10101	AP000446.1
ENSG00000255237	12189	AC138230.1
ENSG00000255246	13095	AP000793.1
ENSG00000255248	3597	MIR100HG
ENSG00000255250	13066	AP003059.2
ENSG00000255267	13493	LINC02687
ENSG00000255269	11285	LINC02710
ENSG00000255274	9679	SMIM35
ENSG00000255276	12723	RRM1-AS1
ENSG00000255284	6205	AP006621.3
ENSG00000255301	11225	AP002893.1
ENSG00000255325	10830	AC108136.1
ENSG00000255327	10194	LINC02697
ENSG00000255328	9485	AC136475.5
ENSG00000255343	10595	AC234917.1
ENSG00000255363	10639	LINC02757
ENSG00000255367	8415	AC127526.2
ENSG00000255384	8668	AP001267.2
ENSG00000255408	10475	PCDHA3
ENSG00000255410	7347	AC091564.5
ENSG00000255411	12540	LINC02548
ENSG00000255418	11181	LINC02718
ENSG00000255422	13590	AP002954.1
ENSG00000255423	9412	EBLN2
ENSG00000255449	11705	AP002812.5
ENSG00000255455	9074	AP003486.1
ENSG00000255458	7828	AC108471.2
ENSG00000255462	13464	AC104031.1
ENSG00000255467	12608	AP002433.1
ENSG00000255468	7140	AP001107.9
ENSG00000255476	13600	AC011092.2
ENSG00000255484	13241	LINC02764
ENSG00000255517	13647	AP002748.4
ENSG00000255529	2665	POLR2M
ENSG00000255542	11881	AC090625.2
ENSG00000255545	7847	AP004608.1
ENSG00000255559	11442	ZNF252P-AS1
ENSG00000255561	12046	FDXACB1
ENSG00000255568	9035	BRWD1-AS2
ENSG00000255571	6503	MIR9-3HG
ENSG00000255629	10983	AC025576.1
ENSG00000255649	10587	AC008114.1
ENSG00000255650	11858	FAM222A-AS1
ENSG00000255652	11469	AC140847.2
ENSG00000255670	12374	AC007619.1
ENSG00000255690	493	TRIL
ENSG00000255717	1838	SNHG1
ENSG00000255737	6337	AGAP2-AS1
ENSG00000255746	13620	AC007406.2
ENSG00000255750	9871	AC022509.1
ENSG00000255760	13876	LINC02422
ENSG00000255772	13758	LINC01479
ENSG00000255823	10	MTRNR2L8
ENSG00000255837	12506	TAS2R20
ENSG00000255857	3578	PXN-AS1
ENSG00000255867	10767	DENND5B-AS1
ENSG00000255874	7775	LINC00346
ENSG00000255893	9752	AP000786.1
ENSG00000255910	12485	AC024901.1
ENSG00000255916	12387	AC148477.1
ENSG00000255929	12907	AP000943.2
ENSG00000255949	10806	RPS6KB2-AS1
ENSG00000255974	14011	CYP2A6
ENSG00000256007	11454	ARAP1-AS1
ENSG00000256008	7649	AC125616.1
ENSG00000256013	11700	AC027277.1
ENSG00000256043	5043	CTSO
ENSG00000256045	85	MTRNR2L10
ENSG00000256050	12770	AL583722.1
ENSG00000256087	10697	ZNF432
ENSG00000256092	5654	SBNO1-AS1
ENSG00000256116	10428	AP001453.1
ENSG00000256139	13478	AC007637.1
ENSG00000256188	8720	TAS2R30
ENSG00000256196	12862	AP003721.1
ENSG00000256222	173	MTRNR2L3
ENSG00000256229	6381	ZNF486
ENSG00000256234	13827	AC022509.2
ENSG00000256235	3948	SMIM3
ENSG00000256278	13355	AC048382.1
ENSG00000256286	14068	AC078878.2
ENSG00000256288	13200	LINC02617
ENSG00000256294	6092	ZNF225
ENSG00000256314	13245	AC078962.3
ENSG00000256325	13582	AC025423.1
ENSG00000256339	13171	AC007655.1
ENSG00000256364	13511	AC069234.2
ENSG00000256422	9163	LINC02552
ENSG00000256427	7663	AC010175.1
ENSG00000256433	8989	AC005840.2
ENSG00000256448	12941	AP000763.3
ENSG00000256462	13522	AL732437.1
ENSG00000256463	5727	SALL3
ENSG00000256525	4891	POLG2
ENSG00000256537	7122	SMIM10L1
ENSG00000256540	12342	AC007406.3
ENSG00000256542	12324	AC148477.2
ENSG00000256546	10987	AC156455.1
ENSG00000256551	13371	LINC02369
ENSG00000256577	9224	AC007406.4
ENSG00000256590	12797	TRDV3
ENSG00000256596	11664	AC026358.1
ENSG00000256603	13563	AP003170.4
ENSG00000256618	7	MTRNR2L1
ENSG00000256628	10903	ZBTB11-AS1
ENSG00000256654	9322	AC005906.2
ENSG00000256659	11193	LINC02368
ENSG00000256660	9519	CLEC12B
ENSG00000256661	11287	A2ML1-AS1
ENSG00000256683	6458	ZNF350
ENSG00000256690	8974	AP001160.1
ENSG00000256694	10837	AC026369.2
ENSG00000256705	9765	AL137779.1
ENSG00000256713	12898	PGA5
ENSG00000256721	13149	CACNA1C-IT3
ENSG00000256751	11194	PLBD1-AS1
ENSG00000256771	3515	ZNF253
ENSG00000256892	2659	MTRNR2L7
ENSG00000256906	9998	LINC02419
ENSG00000256928	13890	AP000763.4
ENSG00000256944	11971	AP003721.3
ENSG00000256955	13744	AC131009.2
ENSG00000256969	13586	AC084375.1
ENSG00000256972	11421	AP000462.3
ENSG00000256977	13689	LIMS3
ENSG00000256988	12482	AC005833.2
ENSG00000256995	12116	AC084816.1
ENSG00000257002	10766	AP000438.1
ENSG00000257017	7174	HP
ENSG00000257023	12035	AC087241.2
ENSG00000257027	9198	AC010186.3
ENSG00000257038	13471	AP002761.3
ENSG00000257058	10940	AP001363.2
ENSG00000257060	12327	AC091078.1
ENSG00000257083	12147	AC073530.1
ENSG00000257086	13976	AP001453.2
ENSG00000257093	1570	DENND11
ENSG00000257096	12531	AL161747.2
ENSG00000257103	1621	LSM14A
ENSG00000257120	13129	AL356756.1
ENSG00000257139	7634	LINC02821
ENSG00000257165	13727	AC079362.1
ENSG00000257167	10333	TMPO-AS1
ENSG00000257178	13234	AC103702.1
ENSG00000257181	8479	AC025423.4
ENSG00000257183	10720	AC090502.2
ENSG00000257185	8983	LINC02293
ENSG00000257193	11812	LINC02385
ENSG00000257218	3991	GATC
ENSG00000257219	10138	LNCOG
ENSG00000257226	14013	AC079584.2
ENSG00000257228	13588	AC090531.1
ENSG00000257242	13228	LINC01619
ENSG00000257252	8216	AC124947.1
ENSG00000257253	11066	AC131157.1
ENSG00000257258	10534	AC012150.1
ENSG00000257264	13028	AC136443.3
ENSG00000257275	11706	AL139020.1
ENSG00000257279	11720	AC127164.1
ENSG00000257298	9246	AC008147.2
ENSG00000257303	9017	AC073896.2
ENSG00000257315	11678	ZBED6
ENSG00000257335	13591	MGAM
ENSG00000257337	1630	AC068888.1
ENSG00000257342	12555	AC025165.2
ENSG00000257346	10209	AC011603.1
ENSG00000257354	8613	AC048341.1
ENSG00000257365	336	FNTB
ENSG00000257433	5848	AC004241.1
ENSG00000257438	11954	AC011595.1
ENSG00000257467	13624	PPFIA2-AS1
ENSG00000257470	13475	AC007656.1
ENSG00000257475	10382	AC068888.2
ENSG00000257496	12693	AC025031.1
ENSG00000257509	9253	AC073487.1
ENSG00000257522	12488	AL133166.1
ENSG00000257526	10679	AC107032.2
ENSG00000257527	10950	AC126755.2
ENSG00000257545	12354	AC079385.1
ENSG00000257550	13732	AC023509.2
ENSG00000257551	9578	HLX-AS1
ENSG00000257557	7870	PPP1R12A-AS1
ENSG00000257563	12576	AC126755.3
ENSG00000257585	7175	LINC00609
ENSG00000257588	8388	AC025154.2
ENSG00000257591	4928	ZNF625
ENSG00000257594	6564	GALNT4
ENSG00000257595	9353	LINC02356
ENSG00000257599	12086	OVCH1-AS1
ENSG00000257621	2397	PSMA3-AS1
ENSG00000257647	13922	AC124312.2
ENSG00000257657	11521	AC079950.1
ENSG00000257663	13408	AC025259.1
ENSG00000257677	11381	LINC02464
ENSG00000257681	11051	AC025265.1
ENSG00000257698	5614	GIHCG
ENSG00000257702	9348	LBX2-AS1
ENSG00000257703	10887	AC068643.1
ENSG00000257718	10377	CPNE8-AS1
ENSG00000257743	13717	MGAM2
ENSG00000257746	11268	AC138123.2
ENSG00000257764	9216	AC020656.1
ENSG00000257771	13877	LINC02395
ENSG00000257815	4880	AC025159.1
ENSG00000257830	13785	AC021066.1
ENSG00000257842	8674	LINC02588
ENSG00000257918	12438	AC079385.3
ENSG00000257923	1201	CUX1
ENSG00000257986	8760	LINC02306
ENSG00000258017	7732	AC011603.2
ENSG00000258026	12092	AC078955.1
ENSG00000258056	4707	AC009779.2
ENSG00000258068	6390	AC079600.3
ENSG00000258086	9915	AC079313.1
ENSG00000258102	7601	MAP1LC3B2
ENSG00000258119	11940	AC087897.2
ENSG00000258131	11980	AC007656.2
ENSG00000258137	10900	AC079313.2
ENSG00000258162	7744	AC069228.1
ENSG00000258168	7613	AC025569.1
ENSG00000258170	13116	AC089998.4
ENSG00000258172	12985	AC073655.1
ENSG00000258175	13652	LINC02300
ENSG00000258178	13532	AC016993.1
ENSG00000258220	13206	LINC02424
ENSG00000258225	12413	AC073571.1
ENSG00000258289	1759	CHURC1
ENSG00000258294	13817	AC090503.2
ENSG00000258301	7573	VASH1-AS1
ENSG00000258302	8251	AC025034.1
ENSG00000258317	11486	AC034102.6
ENSG00000258323	13691	AC073575.1
ENSG00000258325	10570	ITFG2-AS1
ENSG00000258334	13516	AC125611.4
ENSG00000258337	11489	AC130895.1
ENSG00000258342	5109	AL133304.3
ENSG00000258366	7365	RTEL1
ENSG00000258376	12021	AC004846.1
ENSG00000258377	11776	AL139099.1
ENSG00000258383	13613	AL132819.1
ENSG00000258384	10739	AC068831.1
ENSG00000258390	13049	LINC02318
ENSG00000258405	7985	ZNF578
ENSG00000258414	10870	AL121790.1
ENSG00000258419	12546	AC022469.1
ENSG00000258425	12597	AC013451.1
ENSG00000258429	9581	PDF
ENSG00000258441	5963	LINC00641
ENSG00000258454	11966	AC016526.2
ENSG00000258471	8881	AL161668.3
ENSG00000258472	6376	AC005726.1
ENSG00000258479	13302	LINC00640
ENSG00000258481	12481	AL133240.1
ENSG00000258483	12982	LINC02251
ENSG00000258498	8958	DIO3OS
ENSG00000258516	13927	AL133167.1
ENSG00000258525	12439	AL049830.3
ENSG00000258526	12444	AL049828.1
ENSG00000258534	11647	AL132712.1
ENSG00000258548	7397	LINC00645
ENSG00000258551	10656	AC104035.1
ENSG00000258553	12389	AL157911.1
ENSG00000258559	7786	AC005519.1
ENSG00000258561	11284	AL359232.1
ENSG00000258569	12238	AC007376.2
ENSG00000258583	10877	LINC01500
ENSG00000258586	11069	LINC02274
ENSG00000258592	12955	AL391152.1
ENSG00000258603	10246	AC005225.2
ENSG00000258647	11067	LINC00930
ENSG00000258660	13933	AC006146.1
ENSG00000258663	10104	AL117190.2
ENSG00000258667	11809	HIF1A-AS3
ENSG00000258675	11742	LINC02308
ENSG00000258695	13960	AC005225.3
ENSG00000258696	7358	AL359233.1
ENSG00000258701	12043	LINC00638
ENSG00000258708	7556	SLC25A21-AS1
ENSG00000258711	9509	AL358334.2
ENSG00000258718	10620	LINC02311
ENSG00000258727	8519	AL135999.1
ENSG00000258731	12300	AL356020.1
ENSG00000258738	8905	AL121603.2
ENSG00000258743	8671	LINC02301
ENSG00000258744	13156	AL132800.1
ENSG00000258749	12000	AL110504.1
ENSG00000258754	7925	LINC01579
ENSG00000258757	11559	AL133453.1
ENSG00000258779	9377	LINC01568
ENSG00000258785	12279	LINC01580
ENSG00000258792	12388	AL137230.1
ENSG00000258820	14022	AF111167.1
ENSG00000258824	13534	AL122035.1
ENSG00000258844	7450	AL162511.1
ENSG00000258851	11447	AL139300.2
ENSG00000258860	11958	AL133163.2
ENSG00000258888	13847	AC112693.1
ENSG00000258890	6794	CEP95
ENSG00000258891	10682	AC005480.1
ENSG00000258918	12373	AL355922.4
ENSG00000258919	12885	AL049836.1
ENSG00000258920	7928	FOXN3-AS1
ENSG00000258926	6989	AL355916.2
ENSG00000258938	11978	AL162311.3
ENSG00000258945	10120	AL049775.3
ENSG00000258947	193	TUBB3
ENSG00000258979	11238	LINC02299
ENSG00000259001	1119	AL355075.4
ENSG00000259006	12383	AC092143.2
ENSG00000259035	13431	AL355838.1
ENSG00000259038	4340	AL121820.2
ENSG00000259039	8037	AL161804.1
ENSG00000259049	9818	AL139317.3
ENSG00000259054	12716	LINC02332
ENSG00000259065	9018	AC005520.2
ENSG00000259070	3476	LINC00639
ENSG00000259081	12854	AF111169.3
ENSG00000259091	9758	LINC00517
ENSG00000259107	12393	LINC00911
ENSG00000259116	12724	AL049869.3
ENSG00000259120	5504	SMIM6
ENSG00000259126	9071	AL161752.1
ENSG00000259130	14088	AL133371.3
ENSG00000259134	10344	LINC00924
ENSG00000259150	13243	LINC00929
ENSG00000259188	14045	AC025040.1
ENSG00000259199	11466	AC022523.1
ENSG00000259225	9829	LINC02345
ENSG00000259250	14050	AC018904.1
ENSG00000259255	12692	AC073941.1
ENSG00000259256	12967	LINC01895
ENSG00000259268	12584	AC007950.1
ENSG00000259275	5306	AC087477.2
ENSG00000259277	12153	AC127522.1
ENSG00000259289	13934	LINC02206
ENSG00000259291	1545	ZNF710-AS1
ENSG00000259330	6377	INAFM2
ENSG00000259341	10008	AC015660.1
ENSG00000259345	11494	AC013652.1
ENSG00000259347	4951	AC087482.1
ENSG00000259349	11510	AC011921.1
ENSG00000259353	13462	AC090515.4
ENSG00000259356	9684	AC022710.1
ENSG00000259357	12058	AL590133.2
ENSG00000259363	8392	AC090825.1
ENSG00000259366	8665	AC108449.2
ENSG00000259370	11550	AC103740.1
ENSG00000259380	7618	AC087473.1
ENSG00000259384	11892	GH1
ENSG00000259395	10642	AC087516.1
ENSG00000259403	12895	AC020704.1
ENSG00000259407	8136	AC021739.2
ENSG00000259408	9219	AC010809.2
ENSG00000259410	12125	AC009292.2
ENSG00000259415	12489	AC012291.2
ENSG00000259420	8412	AC046168.2
ENSG00000259434	12119	AC068875.1
ENSG00000259446	9468	AC055874.1
ENSG00000259456	9106	ADNP-AS1
ENSG00000259458	11818	AC100839.1
ENSG00000259462	6275	CPEB1-AS1
ENSG00000259478	12026	AC024651.1
ENSG00000259495	7110	AC016705.2
ENSG00000259523	13401	AC022613.2
ENSG00000259540	13659	AC027020.1
ENSG00000259548	14047	AC021483.1
ENSG00000259555	9841	AC067863.1
ENSG00000259571	13617	BLID
ENSG00000259583	8366	AC015712.2
ENSG00000259604	10770	AC015712.4
ENSG00000259607	11901	AC108449.3
ENSG00000259635	13667	AC100830.1
ENSG00000259642	6686	ST20-AS1
ENSG00000259644	11282	AC022613.3
ENSG00000259664	12331	LINC02254
ENSG00000259668	8742	AC066613.1
ENSG00000259678	12615	AC066613.2
ENSG00000259682	12329	AC091231.1
ENSG00000259684	12197	AC084756.1
ENSG00000259690	12259	AC107980.1
ENSG00000259692	12763	AC104041.1
ENSG00000259697	10927	AC126323.2
ENSG00000259702	13220	AC024337.1
ENSG00000259711	10502	AC106738.1
ENSG00000259719	9365	LINC02284
ENSG00000259721	11322	AC090877.2
ENSG00000259735	9049	AC092868.2
ENSG00000259736	11231	CRTC3-AS1
ENSG00000259744	8859	AC009269.4
ENSG00000259755	12894	AC090907.2
ENSG00000259771	10025	AC092756.1
ENSG00000259779	12220	LINC01922
ENSG00000259782	12005	AC008915.1
ENSG00000259793	9414	AC013726.1
ENSG00000259803	9618	SLC22A31
ENSG00000259804	9950	AC027682.1
ENSG00000259807	8917	AC009093.1
ENSG00000259820	8530	AC083843.3
ENSG00000259826	11704	AC072061.1
ENSG00000259828	10533	AL355596.1
ENSG00000259831	11165	LINC00567
ENSG00000259855	8445	AC007749.1
ENSG00000259862	12263	AC026336.2
ENSG00000259863	10856	SH3RF3-AS1
ENSG00000259865	4862	AL390728.6
ENSG00000259867	8976	AC105411.1
ENSG00000259871	13038	AC130456.1
ENSG00000259877	8855	AC009113.1
ENSG00000259881	12574	AC092384.2
ENSG00000259889	10669	AC093802.2
ENSG00000259891	1631	AC107375.1
ENSG00000259905	4550	PWRN1
ENSG00000259914	9030	AC009063.1
ENSG00000259921	9178	AC022819.1
ENSG00000259926	12865	AC007342.1
ENSG00000259932	12401	AC051619.7
ENSG00000259935	12442	AC009754.1
ENSG00000259941	9722	AC084782.1
ENSG00000259943	10150	AL050341.2
ENSG00000259952	13992	AC009133.2
ENSG00000259956	6386	RBM15B
ENSG00000259959	6361	AC107068.1
ENSG00000259964	11514	THSD4-AS1
ENSG00000259969	7628	AL049838.1
ENSG00000259977	12027	AL121578.3
ENSG00000259989	11658	AC135782.2
ENSG00000259999	11813	AC009054.1
ENSG00000260003	12367	AC018767.2
ENSG00000260008	10670	AP001527.1
ENSG00000260011	8131	AC132938.1
ENSG00000260019	8283	LINC01992
ENSG00000260034	12090	LCMT1-AS2
ENSG00000260038	8271	AC009090.1
ENSG00000260059	8434	AC092620.2
ENSG00000260077	4619	AC104794.3
ENSG00000260083	5875	MIR762HG
ENSG00000260084	13834	AC126773.3
ENSG00000260086	9480	AC007611.1
ENSG00000260088	12787	DDX59-AS1
ENSG00000260093	10371	AC034111.1
ENSG00000260100	13865	AL512604.3
ENSG00000260107	10368	AC005606.1
ENSG00000260118	7284	AL157700.1
ENSG00000260120	12550	AC104066.3
ENSG00000260121	8341	AC138028.4
ENSG00000260123	9350	AC013565.1
ENSG00000260132	10609	AL032819.1
ENSG00000260141	14059	AC145350.2
ENSG00000260151	12375	LINC02673
ENSG00000260160	6673	AC011468.1
ENSG00000260163	11251	AC012508.1
ENSG00000260167	13264	AC093249.2
ENSG00000260171	13307	AC008269.2
ENSG00000260179	12229	AL162741.1
ENSG00000260188	13437	AC002464.1
ENSG00000260190	11680	AL807752.5
ENSG00000260196	11569	AC124798.1
ENSG00000260198	11560	AC009102.1
ENSG00000260231	6979	KDM7A-DT
ENSG00000260233	11676	SSSCA1-AS1
ENSG00000260235	13929	AC105020.3
ENSG00000260236	10301	AC099778.1
ENSG00000260239	10715	LINC02533
ENSG00000260244	5295	AC104083.1
ENSG00000260246	10217	AC000032.1
ENSG00000260249	6405	AC007608.3
ENSG00000260260	4629	SNHG19
ENSG00000260267	9430	AC026471.1
ENSG00000260273	8639	AL359711.2
ENSG00000260274	8679	AC068338.2
ENSG00000260276	10424	AC022167.2
ENSG00000260279	11157	AC137932.1
ENSG00000260281	9996	ITFG1-AS1
ENSG00000260293	7766	AC106820.4
ENSG00000260306	10227	AC092375.2
ENSG00000260314	8713	MRC1
ENSG00000260316	7979	AL008727.1
ENSG00000260317	7655	AC009812.4
ENSG00000260328	11835	AC104024.2
ENSG00000260329	6268	AC007541.1
ENSG00000260351	12702	AC024270.2
ENSG00000260360	12735	AL353708.1
ENSG00000260361	13070	AC106028.3
ENSG00000260372	10419	AQP4-AS1
ENSG00000260388	10238	LINC00562
ENSG00000260392	11765	AC090518.1
ENSG00000260400	6885	AL513534.2
ENSG00000260401	7494	AP002761.4
ENSG00000260409	9595	AC012414.5
ENSG00000260412	9688	AL353746.1
ENSG00000260418	3018	AL023284.4
ENSG00000260422	11588	Z97205.2
ENSG00000260425	14075	AL031709.1
ENSG00000260426	5807	AC008060.4
ENSG00000260428	9539	SCX
ENSG00000260439	8614	LMF1-AS1
ENSG00000260442	9604	ATP2A1-AS1
ENSG00000260448	9956	LCMT1-AS1
ENSG00000260450	13130	LINC02134
ENSG00000260461	9576	AL133355.1
ENSG00000260464	9409	AL049796.1
ENSG00000260465	4499	AC018557.1
ENSG00000260473	9523	AC068987.2
ENSG00000260484	12525	AC131902.1
ENSG00000260492	7645	CISTR
ENSG00000260493	11840	AC011773.4
ENSG00000260495	9728	AC009148.1
ENSG00000260496	14081	AC009041.1
ENSG00000260500	8602	AC010336.2
ENSG00000260507	7206	AC133919.1
ENSG00000260509	8591	AL590787.1
ENSG00000260517	9118	AC009093.2
ENSG00000260519	13178	AC096734.2
ENSG00000260532	13649	AL031598.1
ENSG00000260552	10427	AC023043.1
ENSG00000260563	7104	AC132872.1
ENSG00000260565	4802	ERVK13-1
ENSG00000260570	7858	AC133550.2
ENSG00000260578	11147	AC110597.1
ENSG00000260580	7783	AC009035.1
ENSG00000260583	10549	AP000223.1
ENSG00000260592	13025	AC130456.3
ENSG00000260601	13363	AC131391.1
ENSG00000260604	13269	AL590004.3
ENSG00000260608	10403	AC024270.4
ENSG00000260625	10165	AC026471.2
ENSG00000260626	9726	AC136944.1
ENSG00000260641	7580	AC114811.2
ENSG00000260647	11199	AC127537.1
ENSG00000260653	8980	AC237221.1
ENSG00000260657	9648	AC107871.2
ENSG00000260664	1707	AC004158.1
ENSG00000260698	12176	AL591848.3
ENSG00000260711	11894	AL121839.2
ENSG00000260742	11614	AC009962.1
ENSG00000260744	11834	AC007494.2
ENSG00000260751	10632	AC008870.2
ENSG00000260761	11999	AC106754.1
ENSG00000260763	12134	AC106799.3
ENSG00000260777	10957	AC061975.1
ENSG00000260788	1563	AC009063.2
ENSG00000260790	12208	AC092338.2
ENSG00000260793	4657	AC003102.1
ENSG00000260802	6903	SERTM2
ENSG00000260805	7258	AC092803.1
ENSG00000260807	406	AC009041.2
ENSG00000260816	4903	AC027279.1
ENSG00000260830	13399	AL135744.1
ENSG00000260832	13772	AC125793.1
ENSG00000260848	11735	AC092114.1
ENSG00000260862	8601	AC099506.1
ENSG00000260871	11314	AC093510.2
ENSG00000260877	14078	AP005233.2
ENSG00000260880	7667	HCCAT5
ENSG00000260895	13688	AP003071.1
ENSG00000260896	9652	ARLNC1
ENSG00000260898	10912	ADPGK-AS1
ENSG00000260902	14073	LINC02011
ENSG00000260905	13819	AC009021.1
ENSG00000260911	8159	AC135050.3
ENSG00000260912	5522	AL158206.1
ENSG00000260917	5484	AL158212.3
ENSG00000260923	6028	LINC02193
ENSG00000260926	9843	AC016134.1
ENSG00000260927	7267	AC009107.2
ENSG00000260930	11738	LINC01416
ENSG00000260934	10579	AC130456.5
ENSG00000260941	10538	LINC00622
ENSG00000260942	10735	CAPN10-DT
ENSG00000260948	6545	AL390195.2
ENSG00000260949	11085	AP006545.1
ENSG00000260955	14085	AC100821.2
ENSG00000260962	13705	LINC00557
ENSG00000260963	11674	AC026462.3
ENSG00000260973	13457	AC009021.2
ENSG00000260981	8033	AC091932.1
ENSG00000260983	13456	AC010528.1
ENSG00000260988	9192	AC090260.1
ENSG00000260992	6961	DOCK9-DT
ENSG00000260996	8487	BX255925.1
ENSG00000261003	10619	AL008628.1
ENSG00000261018	13645	AC002101.1
ENSG00000261020	13175	AC132825.3
ENSG00000261026	13658	AC105046.1
ENSG00000261051	13169	AC107021.2
ENSG00000261052	7760	SULT1A3
ENSG00000261060	10462	AL160286.2
ENSG00000261061	7723	AC092718.4
ENSG00000261064	7951	LINC02256
ENSG00000261066	9404	AC074052.2
ENSG00000261068	11905	AL512274.1
ENSG00000261076	10892	AC016396.2
ENSG00000261080	11667	RUNX2-AS1
ENSG00000261087	2573	AP003469.4
ENSG00000261093	10896	AC141586.3
ENSG00000261094	6312	AC007066.2
ENSG00000261095	12433	AC136285.1
ENSG00000261096	7950	AC073476.3
ENSG00000261098	5587	AP000766.1
ENSG00000261103	9563	AC009063.3
ENSG00000261114	12743	AC012181.1
ENSG00000261118	12484	AC092123.1
ENSG00000261120	11020	AL133299.1
ENSG00000261121	5250	LINC02473
ENSG00000261126	6837	RBFADN
ENSG00000261140	10557	AC093525.4
ENSG00000261168	10079	AL592424.1
ENSG00000261175	8484	LINC02188
ENSG00000261177	5597	AC135012.1
ENSG00000261183	10154	SPINT1-AS1
ENSG00000261187	6679	AC079322.1
ENSG00000261188	11061	Z95115.1
ENSG00000261189	10045	AL031058.1
ENSG00000261195	5804	AC027130.1
ENSG00000261216	10452	AC007216.2
ENSG00000261220	13635	AC103706.1
ENSG00000261221	13477	ZNF865
ENSG00000261227	8553	AC140912.1
ENSG00000261250	12520	AL160286.3
ENSG00000261292	6510	AC110491.1
ENSG00000261305	9435	AC005586.2
ENSG00000261319	13069	LINC02152
ENSG00000261324	10406	AC010168.2
ENSG00000261326	6798	LINC01355
ENSG00000261327	10580	AC134312.5
ENSG00000261329	4905	AC016597.1
ENSG00000261335	9441	AC005837.1
ENSG00000261342	6013	AC006538.1
ENSG00000261357	6454	AC099518.2
