Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000162545,CAMK2N1,257,-0.6165,341,-0.1532,156,-1.3963,578,0.76547,301,-0.3584,365,-0.0394,620,0.89588
ENSG00000158828,PINK1,194,-1.0522,831,1.48434,228,-0.7998,183,-1.1431,402,0.12506,412,0.17003,361,-0.0539
ENSG00000127483,HP1BP3,79,-1.2053,129,-0.4387,284,0.92465,146,-0.2348,209,0.37156,138,-0.3355,194,0.24197
ENSG00000075151,EIF4G3,81,-0.6853,188,0.73598,60,-1.1491,126,0.03974,107,-0.2374,149,0.32761,152,0.35601
ENSG00000076864,RAP1GAP,33,-2.1715,358,1.85863,1,-6.4908,89,-0.6752,151,0.18897,108,-0.3662,206,0.73436
ENSG00000070831,CDC42,111,-1.7200,483,0.66847,720,1.44517,293,-0.1934,160,-1.1584,245,-0.4875,293,-0.1918
ENSG00000125944,HNRNPR,39,-1.5034,98,-0.0565,187,1.10953,74,-0.5177,76,-0.4673,117,0.25178,116,0.23944
ENSG00000117318,ID3,23,-2.8069,0,-8.6410,582,2.96333,208,0.60031,156,0.09846,39,-2.0614,20,-3.0593
ENSG00000142676,RPL11,440,-0.4907,161,-2.0477,954,0.83744,1267,1.39571,643,0.13442,286,-1.1689,404,-0.6298
ENSG00000057757,PITHD1,65,-2.3694,842,1.99634,196,-0.6996,96,-1.7939,210,-0.5877,406,0.51825,291,-0.0592
ENSG00000188529,SRSF10,7,-3.6323,93,0.18993,176,1.37788,98,0.29193,108,0.45509,68,-0.3198,30,-1.6177
ENSG00000001461,NIPAL3,74,-0.9382,181,0.54158,102,-0.4265,178,0.51035,72,-0.9784,137,0.06085,182,0.55306
ENSG00000169504,CLIC4,82,0.21041,6,-3.5866,70,-0.0575,189,1.83269,105,0.64589,5,-3.8178,48,-0.6573
ENSG00000117614,SYF2,43,-1.1672,65,-0.5110,159,1.03147,127,0.60863,128,0.62477,59,-0.6833,44,-1.1251
ENSG00000183726,TMEM50A,22,-1.8108,61,-0.2315,32,-1.2667,166,1.58632,57,-0.3582,82,0.25843,75,0.09075
ENSG00000117640,MTFR1L,20,-2.2214,104,0.31618,109,0.39707,68,-0.3777,103,0.31109,91,0.09116,107,0.37639
ENSG00000117632,STMN1,161,-2.1558,1129,1.01324,627,-0.0349,1114,0.98695,229,-1.6316,828,0.44143,396,-0.7812
ENSG00000142669,SH3BGRL3,122,-1.7962,752,1.22500,591,0.76191,280,-0.5158,263,-0.6133,545,0.61297,128,-1.7333
ENSG00000198830,HMGN2,110,-0.9112,115,-0.8499,506,1.83431,305,0.79578,140,-0.5364,81,-1.3881,100,-1.0638
ENSG00000117713,ARID1A,66,-0.0079,56,-0.2797,67,0.01174,37,-0.9291,127,1.15542,78,0.25924,35,-1.0246
ENSG00000090273,NUDC,54,-2.1432,209,-0.0542,619,2.05769,194,-0.1727,98,-1.2614,195,-0.1673,140,-0.7067
ENSG00000186501,TMEM222,44,-1.8219,184,0.46760,215,0.74706,81,-0.8918,151,0.11643,210,0.69825,99,-0.5723
ENSG00000158195,WASF2,61,-0.6941,2,-5.4963,308,2.40740,119,0.41098,69,-0.4868,56,-0.8217,39,-1.3896
ENSG00000126709,IFI6,121,-1.6774,601,0.96135,466,0.49031,182,-1.0563,364,0.06527,310,-0.2022,409,0.26172
ENSG00000117758,STX12,43,-1.7912,182,0.49924,158,0.25436,192,0.59541,147,0.13161,143,0.08108,87,-0.7158
ENSG00000126698,DNAJC8,69,-1.1779,175,0.32038,131,-0.1712,172,0.29296,114,-0.4038,174,0.30499,181,0.37779
ENSG00000130770,ATP5IF1,84,-2.0087,669,1.46738,302,-0.0036,315,0.06824,161,-1.0162,347,0.23060,241,-0.3767
ENSG00000198492,YTHDF2,8,-3.1704,117,0.91625,51,-0.5127,43,-0.7833,112,0.83306,101,0.63747,56,-0.3613
ENSG00000060656,PTPRU,9,-3.0300,110,0.81137,49,-0.5469,34,-1.1363,80,0.24748,147,1.38767,54,-0.4021
ENSG00000162512,SDC3,139,-0.9802,60,-2.2560,455,1.03984,25,-3.5438,487,1.17153,317,0.37644,300,0.27954
ENSG00000134644,PUM1,126,-0.6984,299,0.76875,101,-1.0482,79,-1.4111,101,-1.0351,262,0.52757,384,1.24540
ENSG00000121766,ZCCHC17,78,-0.8086,191,0.69305,82,-0.7208,93,-0.5212,19,-2.8816,238,1.10999,196,0.74461
ENSG00000121769,FABP3,37,-1.0195,149,1.36443,1,-5.8811,39,-0.9362,76,0.12611,177,1.73747,14,-2.4449
ENSG00000162517,PEF1,50,-0.9226,180,1.30219,15,-2.7123,79,-0.1892,43,-1.1487,118,0.50351,133,0.71252
ENSG00000121753,ADGRB2,43,-1.4812,161,0.67518,206,1.14261,28,-2.1120,59,-0.9832,126,0.24267,141,0.44469
ENSG00000184007,PTP4A2,346,0.40623,186,-0.6254,110,-1.4433,788,2.06743,193,-0.5667,109,-1.4662,181,-0.6745
ENSG00000121774,KHDRBS1,59,-1.1159,84,-0.5566,241,1.28743,117,-0.0259,75,-0.7398,116,-0.0410,139,0.26463
ENSG00000025800,KPNA6,18,-2.0055,92,0.56004,55,-0.3232,68,0.03681,68,0.03446,104,0.78432,61,-0.1511
ENSG00000084623,EIF3I,39,-2.2290,211,0.42399,288,0.99777,167,0.02268,95,-0.8940,206,0.38658,146,-0.1933
ENSG00000175130,MARCKSL1,166,-1.0107,17,-4.3765,85,-2.0311,1305,3.15438,170,-0.9802,125,-1.4456,313,0.00749
ENSG00000160058,BSDC1,47,-0.7198,111,0.72193,76,0.05939,27,-1.5817,53,-0.5325,75,0.04474,124,0.93581
ENSG00000162521,RBBP4,25,-2.4710,152,0.37423,258,1.36643,126,0.05030,60,-1.1493,111,-0.1625,125,0.03588
ENSG00000134684,YARS,30,-1.8749,226,1.48889,83,-0.3219,145,0.63241,57,-0.9059,97,-0.0616,67,-0.6587
ENSG00000116560,SFPQ,69,-1.3931,163,-0.0161,238,0.63781,158,-0.0738,185,0.20070,171,0.06017,170,0.05298
ENSG00000142687,KIAA0319L,35,-1.3811,168,1.27812,87,0.07799,71,-0.2656,129,0.76546,51,-0.7898,42,-1.1041
ENSG00000020129,NCDN,80,-2.0022,636,1.45659,177,-0.7960,105,-1.6045,134,-1.2261,386,0.49822,505,0.99693
ENSG00000126067,PSMB2,31,-2.4374,340,1.51059,196,0.45382,137,-0.1516,46,-1.8691,148,-0.0279,156,0.05648
ENSG00000054116,TRAPPC3,32,-1.5831,94,0.10781,120,0.52570,50,-0.9301,117,0.47460,82,-0.1348,125,0.59648
ENSG00000116871,MAP7D1,114,-0.9620,334,0.83964,241,0.25584,326,0.79343,89,-1.3522,203,-0.0366,146,-0.5802
ENSG00000054118,THRAP3,58,-0.6369,59,-0.6025,198,1.56074,73,-0.2607,56,-0.6753,65,-0.4484,89,0.07349
ENSG00000116898,MRPS15,9,-3.3283,143,1.06733,78,-0.0112,59,-0.4762,68,-0.2301,90,0.22923,103,0.47500
ENSG00000163875,MEAF6,39,-2.0076,200,0.59255,170,0.30848,58,-1.4115,85,-0.8289,198,0.58195,242,0.95247
ENSG00000197982,C1orf122,114,-1.1759,294,0.36094,130,-0.9729,399,0.91489,367,0.75544,170,-0.5538,194,-0.3436
ENSG00000116954,RRAGC,40,-1.0524,161,1.32048,144,1.09198,32,-1.3929,40,-1.0657,66,-0.2644,62,-0.3691
ENSG00000174574,AKIRIN1,27,-1.8308,195,1.46716,30,-1.7025,67,-0.4489,66,-0.4705,126,0.61276,106,0.31588
ENSG00000168653,NDUFS5,121,-1.7455,510,0.58110,338,-0.1297,445,0.34063,371,0.02800,351,-0.0667,419,0.23599
ENSG00000127603,MACF1,112,-1.2422,188,-0.4302,417,0.95362,326,0.50108,266,0.14838,231,-0.0925,167,-0.6152
ENSG00000116983,HPCAL4,40,-1.6874,249,1.37331,25,-2.4012,73,-0.7812,55,-1.2054,190,0.84410,192,0.86242
ENSG00000131236,CAP1,72,-1.1322,299,1.29743,70,-1.1844,239,0.86172,77,-1.0415,217,0.68670,53,-1.6173
ENSG00000131238,PPT1,34,-2.3267,181,0.27433,288,1.11808,81,-1.0363,80,-1.0508,214,0.56845,202,0.46139
ENSG00000084070,SMAP2,14,-2.6761,174,1.39386,1,-6.0777,38,-1.1900,73,-0.1795,146,1.04503,123,0.71913
ENSG00000117016,RIMS3,40,-1.0521,135,0.98126,7,-3.6251,20,-2.0891,95,0.34662,109,0.57527,138,1.02462
ENSG00000065978,YBX1,73,-0.5360,40,-1.4531,129,0.41256,219,1.41755,108,0.11057,62,-0.7837,77,-0.4440
ENSG00000117394,SLC2A1,56,-1.9518,37,-2.5686,533,1.95137,350,1.05582,281,0.64648,15,-3.8442,86,-1.2919
ENSG00000142949,PTPRF,64,-1.7673,162,-0.3181,614,2.27102,38,-2.5348,110,-0.9326,149,-0.4507,238,0.32432
ENSG00000117410,ATP6V0B,219,-1.5496,1476,1.76681,550,-0.0937,371,-0.7324,264,-1.2651,707,0.33268,488,-0.2942
ENSG00000117411,B4GALT2,50,-0.3662,48,-0.4223,74,0.28999,48,-0.4106,51,-0.3303,107,0.96422,57,-0.1349
ENSG00000117419,ERI3,81,-1.1934,337,1.23633,135,-0.3862,95,-0.9389,148,-0.2335,254,0.69498,144,-0.2840
ENSG00000187147,RNF220,85,-0.6787,195,0.72370,181,0.58687,150,0.25667,86,-0.6518,110,-0.2579,95,-0.5009
ENSG00000142937,RPS8,577,-0.6434,390,-1.2570,1360,0.81675,1711,1.26139,894,0.07431,439,-1.0764,620,-0.5304
ENSG00000126088,UROD,23,-1.9485,67,-0.3284,156,1.16957,68,-0.2963,87,0.10153,66,-0.3555,104,0.41976
ENSG00000117450,PRDX1,193,-2.0911,852,0.25281,1256,0.95419,539,-0.5096,755,0.04607,755,0.04596,793,0.12904
ENSG00000085998,POMGNT1,65,-0.3203,150,1.14342,17,-2.3745,19,-2.1844,62,-0.3975,122,0.74980,120,0.72013
ENSG00000173660,UQCRH,102,-2.2072,744,1.02045,417,-0.0149,406,-0.0595,402,-0.0742,302,-0.5406,570,0.52615
ENSG00000123472,ATPAF1,41,-1.9552,233,0.87263,47,-1.7477,124,-0.2267,150,0.09776,247,0.98719,152,0.11978
ENSG00000159658,EFCAB14,45,-1.2586,63,-0.7431,181,1.07732,123,0.36050,107,0.12880,89,-0.1846,87,-0.2111
ENSG00000162368,CMPK1,41,-2.2649,338,1.15407,128,-0.5439,176,-0.0191,171,-0.0679,202,0.21111,191,0.11831
ENSG00000162374,ELAVL4,73,-1.6088,443,1.45823,63,-1.8172,71,-1.6334,158,-0.3954,429,1.39018,171,-0.2698
ENSG00000123091,RNF11,178,-1.3227,890,1.44208,195,-1.1830,222,-0.9832,323,-0.3827,487,0.30363,559,0.54631
ENSG00000085832,EPS15,45,-1.8112,134,-0.1011,94,-0.6814,213,0.70406,174,0.33968,241,0.93281,96,-0.6345
ENSG00000078618,NRDC,32,-1.8872,166,0.77594,204,1.16457,72,-0.6440,91,-0.2677,118,0.16671,65,-0.8012
ENSG00000169213,RAB3B,137,-0.0649,530,2.75357,22,-2.8758,65,-1.2487,61,-1.3526,51,-1.6139,132,-0.1228
ENSG00000134717,BTF3L4,33,-1.3292,148,1.20476,108,0.62138,41,-0.9828,29,-1.5304,68,-0.1784,104,0.54396
ENSG00000162378,ZYG11B,71,-1.2662,281,1.04832,118,-0.4596,45,-1.9567,103,-0.6843,188,0.31387,290,1.10591
ENSG00000116171,SCP2,51,-1.2071,95,-0.2309,171,0.78753,110,0.01192,111,0.02489,106,-0.0437,120,0.15875
ENSG00000116209,TMEM59,64,-2.3234,335,0.26002,629,1.44742,506,1.00876,120,-1.3941,189,-0.6809,169,-0.8626
ENSG00000157216,SSBP3,60,-1.0272,114,0.00220,297,1.81711,111,-0.0507,46,-1.4336,47,-1.3922,124,0.13768
ENSG00000116133,DHCR24,181,-0.7664,521,1.04913,29,-3.5102,966,2.44325,40,-3.0197,261,-0.1718,31,-3.4106
ENSG00000162407,PLPP3,94,-1.6898,0,-9.3351,398,0.64187,242,-0.2165,670,1.67446,203,-0.5025,321,0.25889
ENSG00000177606,JUN,53,-1.1741,34,-1.8454,409,2.74530,141,0.42103,84,-0.4371,23,-2.3861,28,-2.1496
ENSG00000162599,NFIA,147,-0.7975,4,-6.0558,707,2.11757,174,-0.5265,332,0.55750,155,-0.7093,163,-0.6317
ENSG00000162434,JAK1,31,-1.5086,126,0.79489,126,0.80156,43,-1.0084,49,-0.7760,114,0.61532,71,-0.2004
ENSG00000162433,AK4,30,-1.6130,144,0.96686,16,-2.5104,16,-2.5068,132,0.79550,147,1.00765,100,0.30081
ENSG00000116675,DNAJC6,76,-2.4152,851,1.59900,44,-3.2156,315,-0.2311,203,-0.9364,574,0.81338,471,0.45134
ENSG00000184588,PDE4B,51,-0.5942,15,-2.4402,100,0.53912,101,0.56867,100,0.53991,55,-0.4574,89,0.34119
ENSG00000118473,SGIP1,17,-2.1836,109,0.77005,1,-5.8731,84,0.31187,39,-0.9513,99,0.59169,143,1.28572
ENSG00000142864,SERBP1,69,-1.1585,62,-1.3321,259,1.06273,217,0.73470,121,-0.2743,129,-0.1642,142,-0.0043
ENSG00000162595,DIRAS3,15,-3.2019,35,-1.9183,48,-1.4712,13,-3.3475,63,-1.0551,203,0.92163,469,2.89173
ENSG00000116729,WLS,25,-2.9987,0,-8.9357,867,3.86351,64,-1.5824,107,-0.7991,76,-1.3291,84,-1.1738
ENSG00000116754,SRSF11,70,-0.8722,78,-0.7034,108,-0.1697,76,-0.7388,155,0.44576,138,0.23932,214,1.03402
ENSG00000132485,ZRANB2,36,-1.7811,98,-0.2414,173,0.75286,53,-1.1912,138,0.34919,137,0.33682,153,0.52912
ENSG00000172260,NEGR1,91,-0.5081,141,0.21200,103,-0.3146,62,-1.1134,79,-0.7392,211,0.93857,184,0.67976
ENSG00000154027,AK5,41,-0.8529,137,1.23850,1,-5.8309,115,0.89699,37,-0.9952,104,0.71261,49,-0.5563
ENSG00000077254,USP33,32,-1.8151,212,1.33678,107,0.07758,59,-0.8810,37,-1.5930,138,0.52083,129,0.40346
ENSG00000180488,MIGA1,57,-0.6122,160,1.16621,19,-2.2714,98,0.26751,58,-0.5833,88,0.07975,105,0.38894
ENSG00000137941,TTLL7,84,-0.5856,173,0.61883,51,-1.3680,299,1.71133,22,-2.6262,182,0.71328,35,-1.9396
ENSG00000142875,PRKACB,108,-1.7090,467,0.66903,68,-2.4066,448,0.59307,160,-1.1035,635,1.25404,344,0.12956
ENSG00000153904,DDAH1,104,-1.4547,253,-0.0375,706,1.93199,102,-1.4763,248,-0.0700,103,-1.4673,297,0.23370
ENSG00000183291,SELENOF,51,-1.8577,197,0.26718,414,1.69832,173,0.04531,115,-0.6243,140,-0.3026,88,-1.0479
ENSG00000143013,LMO4,80,-0.6544,38,-1.8061,146,0.34801,140,0.27348,112,-0.0981,201,0.92970,117,-0.0295
ENSG00000122406,RPL5,304,-1.0579,344,-0.8672,1048,1.03896,756,0.43633,720,0.35177,529,-0.1723,406,-0.6041
ENSG00000117519,CNN3,43,-2.0751,18,-3.3553,390,1.66326,115,-0.5548,241,0.70768,130,-0.3498,190,0.28626
ENSG00000117569,PTBP2,17,-2.4678,196,1.49486,90,0.05992,104,0.29548,25,-1.9271,107,0.34923,71,-0.3421
ENSG00000162694,EXTL2,14,-2.5303,150,1.23991,79,0.07787,23,-1.8642,23,-1.8426,128,0.93295,112,0.67646
ENSG00000170989,S1PR1,18,-2.4986,11,-3.2466,117,0.37501,63,-0.6513,235,1.72970,107,0.21376,107,0.21905
ENSG00000085433,WDR47,20,-2.4399,234,1.61074,39,-1.4601,59,-0.8326,50,-1.0996,172,0.98288,118,0.29999
ENSG00000197780,TAF13,62,-0.6412,121,0.46607,29,-1.8283,216,1.59049,88,-0.0763,78,-0.2760,51,-0.9421
ENSG00000031698,SARS,73,-1.1268,295,1.25362,107,-0.5323,75,-1.0966,112,-0.4486,185,0.38191,188,0.41501
ENSG00000134243,SORT1,106,-1.0747,107,-1.0602,312,0.71741,517,1.72805,70,-1.7068,203,-0.0353,135,-0.6943
ENSG00000116337,AMPD2,21,-2.2798,122,0.50117,53,-0.8798,29,-1.8018,90,-0.0340,162,1.01762,164,1.03816
ENSG00000134202,GSTM3,22,-2.6817,194,0.77619,141,0.20492,103,-0.3236,110,-0.2026,87,-0.5950,217,0.98520
ENSG00000168710,AHCYL1,202,-0.9415,103,-1.9641,342,-0.0934,150,-1.4024,1007,1.98354,301,-0.3031,427,0.28205
ENSG00000197106,SLC6A17,25,-2.7908,306,1.23276,46,-1.9077,34,-2.3348,58,-1.5423,344,1.47506,272,0.99822
ENSG00000116396,KCNC4,54,-1.4968,373,1.89241,117,-0.2833,60,-1.3404,94,-0.6343,96,-0.6031,179,0.43570
ENSG00000134248,LAMTOR5,48,-1.9824,191,0.17836,288,0.91749,166,-0.0596,163,-0.0840,168,-0.0309,177,0.05327
ENSG00000177301,KCNA2,38,-0.7750,102,0.89451,1,-5.6824,67,0.13907,58,-0.1114,39,-0.7402,126,1.30737
ENSG00000116459,ATP5PB,42,-2.0807,326,1.27945,205,0.41228,142,-0.2142,127,-0.4002,125,-0.4235,163,0.01622
ENSG00000116473,RAP1A,41,-1.1838,68,-0.3971,138,0.81777,214,1.69838,30,-1.6488,61,-0.5763,55,-0.7493
ENSG00000171385,KCND3,57,-1.1259,197,0.96392,65,-0.9111,17,-2.9435,88,-0.4257,309,1.90833,69,-0.8274
ENSG00000116489,CAPZA1,33,-1.7232,217,1.47398,1,-6.3352,102,0.07207,117,0.30627,156,0.82389,58,-0.8312
ENSG00000155366,RHOC,63,-1.3815,3,-5.6898,520,2.55859,165,0.16426,128,-0.2572,79,-1.0272,90,-0.8268
ENSG00000163349,HIPK1,37,-2.4068,35,-2.4745,915,4.18470,19,-3.3928,67,-1.5114,66,-1.5170,76,-1.3189
ENSG00000116752,BCAS2,30,-2.2722,244,1.14549,197,0.74277,56,-1.3331,77,-0.8290,138,0.11471,161,0.38269
ENSG00000009307,CSDE1,224,-0.6558,581,0.98495,327,-0.0367,274,-0.3272,291,-0.2310,358,0.11751,285,-0.2652
ENSG00000163399,ATP1A1,109,-1.7282,1236,2.81869,320,-0.0311,138,-1.3762,205,-0.7533,133,-1.4317,144,-1.3105
ENSG00000198162,MAN1A2,153,0.13763,58,-1.4110,105,-0.4858,257,1.08047,165,0.27223,99,-0.5767,149,0.09432
ENSG00000092621,PHGDH,29,-1.8032,0,-8.0062,153,0.90326,121,0.47482,191,1.34144,35,-1.5049,113,0.35459
ENSG00000265241,RBM8A,39,-0.9636,77,0.13832,75,0.10054,98,0.56582,26,-1.5674,64,-0.1607,116,0.87239
ENSG00000178104,PDE4DIP,62,-1.7071,127,-0.6024,402,1.44288,105,-0.8988,210,0.22306,221,0.31119,160,-0.2297
ENSG00000159164,SV2A,116,-2.0856,802,1.07682,168,-1.5298,109,-2.1792,263,-0.8385,884,1.27043,740,0.92219
ENSG00000143401,ANP32E,50,-1.2676,126,0.21977,223,1.26334,53,-1.1901,180,0.85656,91,-0.3217,54,-1.1601
ENSG00000266472,MRPS21,67,-1.7683,271,0.47865,246,0.30843,134,-0.6968,177,-0.2436,120,-0.8745,423,1.31999
ENSG00000143384,MCL1,41,-1.0481,31,-1.4682,124,0.79459,75,-0.0676,137,0.98833,38,-1.1768,105,0.49284
ENSG00000143420,ENSA,30,-2.1159,62,-1.0463,240,1.27712,93,-0.4024,88,-0.4869,98,-0.3249,221,1.11252
ENSG00000213190,MLLT11,106,-1.8506,948,1.94951,70,-2.4745,187,-0.9865,148,-1.3528,589,0.94813,370,0.11523
ENSG00000159352,PSMD4,56,-1.5822,277,1.05325,162,0.08924,138,-0.1788,171,0.18217,208,0.52790,63,-1.4215
ENSG00000143393,PI4KB,24,-2.3221,153,0.64009,109,0.04310,75,-0.5588,105,-0.0241,138,0.45787,138,0.45786
ENSG00000159377,PSMB4,63,-2.2356,382,0.64224,296,0.19023,257,-0.0500,229,-0.2362,286,0.13412,338,0.42047
ENSG00000143376,SNX27,25,-1.8045,93,0.29357,63,-0.3699,74,-0.1024,38,-1.1594,98,0.38751,158,1.27761
ENSG00000197747,S100A10,29,-3.0007,392,1.18408,744,2.70555,75,-1.5815,124,-0.7991,47,-2.2683,14,-3.9814
ENSG00000197956,S100A6,94,-2.4090,305,-0.6165,1011,1.52866,450,0.01991,309,-0.5942,618,0.57298,324,-0.5195
ENSG00000189171,S100A13,184,-0.4655,21,-3.7087,142,-0.8756,515,1.37360,344,0.60135,201,-0.3182,299,0.34894
ENSG00000160678,S100A1,58,-0.9856,0,-8.2290,59,-0.9603,284,1.86367,194,1.06361,49,-1.2547,106,-0.0134
ENSG00000160679,CHTOP,25,-1.9257,39,-1.2573,255,2.15815,30,-1.6595,46,-0.9972,93,0.14534,110,0.43049
ENSG00000143621,ILF2,22,-2.3290,217,1.38864,154,0.72431,64,-0.7568,72,-0.5752,111,0.14706,73,-0.5531
ENSG00000143543,JTB,52,-1.7158,172,0.16206,372,1.62330,98,-0.7582,84,-1.0014,105,-0.6496,211,0.51817
ENSG00000177954,RPS27,960,-0.6166,285,-2.4731,1935,0.56232,3188,1.53274,1488,0.10375,589,-1.3800,1351,-0.0592
ENSG00000143549,TPM3,91,-1.2703,296,0.67170,318,0.80693,213,0.09815,154,-0.4399,199,-0.0212,138,-0.6181
ENSG00000143612,C1orf43,10,-3.6402,98,-0.2206,213,1.16998,122,0.15195,41,-1.5722,109,-0.0456,188,0.92676
