Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000014216,CAPN1,248,1.59389,178,0.98365,48,-1.1070,70,-0.6698,128,0.48962,46,-1.1734,0,-7.3905
ENSG00000245532,NEAT1,248,-1.9618,262,-1.8848,547,-0.7733,558,-0.9010,2425,2.23425,911,0.02439,478,-0.9799
ENSG00000251562,MALAT1,248,-5.0350,992,-3.0246,10564,0.59089,13061,1.40594,7393,0.00589,6082,-0.3044,1829,-2.1257
ENSG00000168056,LTBP3,248,0.85742,16,-3.2912,39,-2.0207,89,-0.9551,351,1.84271,118,-0.3557,90,-0.7780
ENSG00000172757,CFL1,248,-1.6248,895,0.36327,198,-1.9628,334,-1.3939,1152,0.92629,1414,1.14809,1092,0.69640
ENSG00000172500,FIBP,248,1.74783,165,0.99213,59,-0.6886,44,-1.3240,116,0.44591,25,-1.9503,50,-0.9438
ENSG00000175602,CCDC85B,2416,3.06656,493,-0.0240,206,-1.3711,196,-1.6854,308,-0.8323,553,0.16051,135,-1.9993
ENSG00000175573,C11orf68,248,1.87984,167,1.12555,18,-2.3164,65,-0.5146,76,-0.2095,69,-0.3345,2,-5.0654
ENSG00000175550,DRAP1,248,1.20918,105,-0.2292,75,-0.7531,55,-1.4237,128,0.09528,147,0.31644,215,0.95395
ENSG00000175334,BANF1,248,1.17609,60,-1.1193,3,-5.1377,37,-2.1039,185,0.77103,232,1.05420,211,0.88577
ENSG00000087365,SF3B2,248,0.80642,149,-0.0347,75,-1.0877,93,-0.9370,287,1.26609,93,-0.7654,107,-0.5615
ENSG00000174996,KLC2,248,1.89778,146,0.90369,22,-2.0619,37,-1.4892,128,0.79460,26,-1.8107,37,-1.2867
ENSG00000174903,RAB1B,248,0.67162,208,0.37506,56,-1.6646,144,-0.2748,202,0.37833,181,0.15267,120,-0.4955
ENSG00000179292,TMEM151A,248,1.71704,125,0.49196,33,-1.5600,27,-2.1513,62,-0.6956,0,-6.7837,314,2.20189
ENSG00000174684,B4GAT1,2583,3.24172,684,0.49884,109,-2.3247,161,-2.0078,536,0.11297,79,-2.8014,26,-4.3694
ENSG00000174080,CTSF,248,0.60928,114,-0.6308,36,-2.3470,106,-0.9141,384,1.69769,41,-2.1702,188,0.14715
ENSG00000173898,SPTBN2,248,1.11000,391,1.97494,127,-0.0165,82,-0.8421,114,-0.2142,23,-2.5642,19,-2.8760
ENSG00000173599,PC,248,2.10007,56,-0.4985,9,-3.1629,74,-0.0591,83,0.15482,0,-6.5110,63,-0.3191
ENSG00000173020,GRK2,248,1.36091,185,0.83999,70,-0.7168,38,-1.9059,114,0.03356,253,1.39789,17,-2.7812
ENSG00000172531,PPP1CA,248,1.38490,183,0.84277,81,-0.4743,53,-1.3426,82,-0.5202,67,-0.7837,200,0.99442
ENSG00000172508,CARNS1,248,0.71158,8,-4.4310,8,-4.4384,13,-4.0586,69,-1.4019,0,-7.5817,1170,4.55945
ENSG00000110697,PITPNM1,248,1.42681,125,0.23838,30,-1.9551,57,-1.1894,199,1.22092,91,-0.2677,16,-2.8309
ENSG00000084207,GSTP1,248,-0.6747,285,-0.4640,52,-3.0041,178,-1.3958,745,1.35287,859,1.38259,353,-0.1272
ENSG00000167792,NDUFV1,248,0.44532,365,1.10642,60,-1.7616,164,-0.2835,260,0.60337,110,-0.8360,93,-1.0919
ENSG00000110717,NDUFS8,248,0.67265,178,0.12363,11,-4.0139,64,-1.6917,299,1.18698,227,0.52482,193,0.25457
ENSG00000131626,PPFIA1,248,2.02330,65,-0.3068,15,-2.4791,57,-0.6285,129,0.93629,31,-1.4174,5,-4.1265
ENSG00000085733,CTTN,248,1.43370,92,-0.2356,7,-4.0508,35,-1.9643,145,0.56868,131,0.32288,199,1.02852
ENSG00000137497,NUMA1,248,1.03458,152,0.20719,43,-1.7255,73,-1.1136,264,1.37561,63,-1.1661,83,-0.7382
ENSG00000149357,LAMTOR1,248,0.63532,256,0.68968,31,-2.5285,82,-1.3244,160,-0.0943,286,0.87688,298,0.94902
ENSG00000162129,CLPB,248,2.24649,143,1.16176,68,-0.0858,41,-1.0227,30,-1.4395,65,-0.1465,7,-3.3083
ENSG00000110237,ARHGEF17,248,1.57354,162,0.80337,26,-2.0148,69,-0.6969,114,0.24931,123,0.34235,0,-7.4059
ENSG00000054965,FAM168A,248,1.60903,41,-1.3317,20,-2.3730,76,-0.4953,131,0.54270,0,-6.8633,179,1.00686
ENSG00000021300,PLEKHB1,248,-1.6471,169,-2.2155,225,-1.7920,671,-0.1589,1008,0.62123,187,-2.0686,2399,2.15057
ENSG00000175582,RAB6A,248,1.22051,245,1.19856,64,-0.9921,66,-1.1276,167,0.61643,21,-2.6348,96,-0.3615
ENSG00000175575,PAAF1,248,2.18885,71,-0.0512,71,-0.0618,52,-0.6640,62,-0.2901,31,-1.3126,33,-1.2301
ENSG00000214517,PPME1,248,1.67728,185,1.12765,65,-0.5789,54,-1.0549,106,0.21226,43,-1.1957,29,-1.7783
ENSG00000165434,PGM2L1,248,1.34702,462,2.63953,48,-1.3185,78,-0.7103,53,-1.2479,26,-2.1979,1,-6.2721
ENSG00000118363,SPCS2,248,1.10840,110,-0.2475,73,-0.8820,64,-1.2775,189,0.74081,169,0.44938,112,-0.2096
ENSG00000137486,ARRB1,248,1.39103,142,0.42067,23,-2.3299,174,1.07268,48,-1.3737,61,-0.8995,5,-4.4730
ENSG00000149273,RPS3,248,-1.4694,174,-1.9989,448,-0.5720,297,-1.4177,566,-0.2317,2226,2.24623,1328,1.22233
ENSG00000171533,MAP6,248,1.30550,199,0.91153,26,-2.2552,52,-1.4262,237,1.48241,0,-7.0882,45,-1.4412
ENSG00000078124,ACER3,248,1.50516,256,1.56083,22,-2.2987,83,-0.4369,63,-0.8413,0,-6.9417,132,0.39476
ENSG00000074201,CLNS1A,248,1.44471,52,-1.1089,67,-0.7146,83,-0.4958,155,0.70867,27,-2.0683,114,0.10014
ENSG00000048649,RSF1,248,0.50696,92,-1.0569,204,0.18136,185,0.03090,218,0.33121,165,-0.1557,121,-0.6398
ENSG00000151366,NDUFC2,248,0.55131,151,-0.2533,61,-1.6325,93,-1.1904,240,0.57138,294,0.83556,258,0.61784
ENSG00000182103,FAM181B,248,1.01021,5,-4.8039,10,-3.8489,80,-0.9830,396,2.48113,4,-5.0312,56,-1.3657
ENSG00000137502,RAB30,248,1.60706,111,0.19735,56,-0.8559,76,-0.4840,85,-0.2561,84,-0.2350,81,-0.3078
ENSG00000073921,PICALM,248,1.26832,66,-0.8902,78,-0.6299,35,-2.1260,99,-0.3030,219,1.04440,260,1.35220
ENSG00000165323,FAT3,248,2.12149,2,-5.3540,0,-6.6623,100,0.60958,104,0.58281,0,-6.4988,0,-6.4798
ENSG00000166012,TAF1D,248,1.93673,20,-2.1072,0,-6.8502,75,-0.1910,104,0.42877,38,-1.1818,86,0.06368
ENSG00000150316,CWC15,248,1.68665,71,-0.4440,28,-1.8126,68,-0.6227,110,0.28992,109,0.23610,59,-0.7286
ENSG00000149212,SESN3,248,1.16307,35,-1.9193,39,-1.7728,93,-0.5681,195,0.86089,182,0.62232,72,-0.8473
ENSG00000110318,CEP126,248,1.11112,190,0.64834,43,-1.6760,113,-0.2527,227,1.13070,0,-7.2512,7,-4.3329
ENSG00000152558,TMEM123,248,0.49414,0,-9.9885,51,-1.9528,45,-2.4080,463,2.02532,473,1.63992,0,-8.2832
ENSG00000152578,GRIA4,248,1.52546,302,1.90933,112,0.14684,81,-0.4575,42,-1.4653,0,-6.9266,32,-1.7558
ENSG00000149313,AASDHPPT,248,1.69306,176,1.05389,46,-1.0909,39,-1.5850,142,0.79820,0,-6.7713,65,-0.5696
ENSG00000152404,CWF19L2,248,1.31301,106,-0.1284,181,0.75326,115,0.01715,72,-0.7854,49,-1.2976,70,-0.7686
ENSG00000137710,RDX,248,-0.2903,163,-0.9443,116,-1.4493,271,-0.1918,388,0.49361,512,0.89699,353,0.27343
ENSG00000109846,CRYAB,248,-1.9684,54,-4.2009,160,-2.6114,200,-2.5815,544,-0.8630,149,-2.7213,6709,4.71137
ENSG00000150764,DIXDC1,248,1.66921,95,0.00167,57,-0.8043,77,-0.4007,116,0.36961,25,-1.9867,59,-0.7374
ENSG00000150779,TIMM8B,248,1.45859,72,-0.6129,14,-3.0147,64,-0.9513,132,0.40991,193,0.99946,76,-0.5127
ENSG00000149294,NCAM1,248,-0.4218,692,1.28547,87,-2.0052,295,-0.1909,450,0.61934,89,-1.9660,342,0.08243
ENSG00000182985,CADM1,248,0.13668,523,1.41722,113,-1.0876,188,-0.3866,369,0.93354,84,-1.5306,12,-4.3212
ENSG00000160584,SIK3,2691,4.92239,114,-1.7149,37,-3.3664,76,-2.6139,104,-1.9758,71,-2.4124,139,-1.4210
ENSG00000168092,PAFAH1B2,248,0.69901,378,1.44589,53,-1.7090,86,-1.1808,198,0.37082,107,-0.6484,183,0.18974
ENSG00000160613,PCSK7,248,2.03300,55,-0.5654,77,-0.0502,67,-0.3322,35,-1.3506,36,-1.2108,104,0.44815
ENSG00000186318,BACE1,248,1.40010,95,-0.2261,66,-0.7893,30,-2.2437,80,-0.5350,0,-6.9833,433,2.55539
ENSG00000137726,FXYD6,248,0.07663,528,1.36681,19,-3.7255,71,-2.0984,606,2.06370,146,-0.7549,0,-8.6510
ENSG00000149575,SCN2B,248,1.66829,163,0.89265,52,-0.9282,100,0.10675,72,-0.4821,36,-1.4752,6,-4.0128
ENSG00000167283,ATP5MG,248,-0.0079,106,-1.3213,100,-1.4073,131,-1.1958,325,0.49324,577,1.43473,422,0.87035
ENSG00000118058,KMT2A,248,0.63222,99,-0.8305,143,-0.2591,186,0.20315,195,0.26542,173,0.04234,76,-1.2304
ENSG00000110367,DDX6,248,0.15128,250,0.16107,119,-0.9957,225,-0.0105,406,1.16068,86,-1.4816,71,-1.7670
ENSG00000118181,RPS25,248,-2.0180,132,-2.9512,642,-0.5855,566,-0.9432,1074,0.26170,2322,1.57815,2127,1.41211
ENSG00000149428,HYOU1,248,1.30750,233,1.19198,54,-1.1740,69,-0.9710,94,-0.3480,200,0.92002,20,-2.6306
ENSG00000154096,THY1,248,-0.1511,1377,3.19069,190,-0.5710,161,-0.9887,159,-0.9264,99,-1.5624,15,-4.2628
ENSG00000196914,ARHGEF12,248,1.04314,115,-0.2272,56,-1.3328,91,-0.7352,201,0.79233,229,0.90218,7,-4.2222
ENSG00000109929,SC5D,248,1.27325,220,1.05911,59,-1.0625,79,-0.7524,94,-0.3895,1,-6.0553,217,1.03118
ENSG00000137642,SORL1,248,0.01203,288,0.24915,107,-1.2843,204,-0.3781,528,1.57922,82,-1.6855,74,-1.8452
ENSG00000255248,MIR100HG,248,1.29325,107,-0.1251,59,-1.0510,139,0.38721,132,0.23441,0,-7.1061,64,-0.9230
ENSG00000109971,HSPA8,248,-1.0132,670,0.55766,297,-0.7417,294,-0.9169,724,0.80451,404,-0.2621,816,0.89498
ENSG00000166257,SCN3B,248,2.08902,223,1.86258,32,-1.3309,33,-1.5044,77,-0.0076,13,-2.6243,0,-7.0364
ENSG00000154144,TBRG1,248,1.74822,155,0.87866,1,-5.9818,55,-0.9572,45,-1.1843,179,1.13042,74,-0.3299
ENSG00000165478,HEPACAM,248,0.78227,5,-5.0902,2,-6.3351,112,-0.6174,341,1.65339,0,-7.5221,272,0.94036
ENSG00000149557,FEZ1,1778,2.18296,99,-2.5454,53,-3.4379,205,-1.7046,402,-0.4844,132,-2.1131,1819,2.23212
ENSG00000149547,EI24,248,1.67477,125,0.45329,68,-0.5066,72,-0.5328,82,-0.2552,57,-0.7830,67,-0.5355
ENSG00000084234,APLP2,248,-0.0307,214,-0.2667,155,-0.7676,153,-0.9503,422,1.00047,424,0.85397,187,-0.4772
ENSG00000196323,ZBTB44,248,1.45674,155,0.62466,12,-3.1979,93,-0.2544,126,0.31146,103,-0.0480,10,-3.4700
ENSG00000182667,NTM,248,-0.9214,123,-1.9715,257,-0.8679,739,1.18627,604,0.55929,143,-1.7461,290,-0.6852
ENSG00000151502,VPS26B,248,1.81873,147,0.84657,65,-0.4675,53,-0.9499,117,0.53972,4,-4.5597,21,-2.1340
ENSG00000109956,B3GAT1,248,1.13138,18,-2.8814,2,-5.8892,71,-1.0769,45,-1.6970,0,-7.2348,694,3.43809
ENSG00000060237,WNK1,248,-0.0782,164,-0.7253,91,-1.6184,179,-0.7280,355,0.57804,261,-0.0012,600,1.42372
ENSG00000004478,FKBP4,248,1.82065,91,0.04863,19,-2.2670,41,-1.3933,154,1.10308,1,-6.0195,89,0.01801
ENSG00000110799,VWF,248,-0.1204,7,-5.3174,71,-2.0250,37,-3.2896,17,-4.2666,2207,5.38201,1,-7.4955
ENSG00000010278,CD9,248,0.87738,0,-9.7443,0,-7.6805,41,-2.2125,139,-0.0896,253,0.90934,561,2.47755
ENSG00000111639,MRPL51,248,1.28871,29,-2.1130,2,-5.6145,80,-0.7176,152,0.50529,178,0.69801,160,0.52479
ENSG00000111640,GAPDH,249,-3.0805,3616,1.06078,1281,-0.6371,1700,-0.2466,2240,0.28248,1841,-0.0687,2649,0.52509
ENSG00000111642,CHD4,248,-0.0316,175,-0.5797,168,-0.6437,224,-0.2454,452,1.14912,197,-0.3936,167,-0.6491
ENSG00000089693,MLF2,248,0.73565,191,0.29316,63,-1.4149,125,-0.4747,226,0.66590,88,-0.9161,173,0.13469
ENSG00000159335,PTMS,248,0.16992,348,0.73122,83,-1.5238,149,-0.7773,236,0.09832,637,1.83950,0,-8.5673
ENSG00000111667,USP5,248,1.35964,356,2.07046,60,-0.9736,68,-0.9252,77,-0.6414,26,-2.1773,67,-0.7958
ENSG00000111669,TPI1,248,-1.0077,1130,1.48945,155,-1.7125,386,-0.4085,531,0.20470,707,0.65516,287,-0.7896
ENSG00000111674,ENO2,248,-0.1997,1030,2.37334,186,-0.6507,151,-1.1585,393,0.62842,54,-2.5063,60,-2.3493
ENSG00000111676,ATN1,258,0.50641,109,-0.8551,15,-3.7493,89,-1.3817,449,1.84630,168,-0.1858,178,-0.0988
ENSG00000111678,C12orf57,248,0.23074,86,-1.4087,212,-0.0276,96,-1.4613,220,0.04314,668,2.01565,208,-0.0538
ENSG00000215021,PHB2,248,1.15762,116,-0.1206,36,-1.8941,64,-1.2253,147,0.30221,310,1.56911,51,-1.3727
ENSG00000139182,CLSTN3,248,0.85091,520,2.26965,132,-0.1843,116,-0.4838,75,-1.1485,65,-1.2832,23,-2.8150
ENSG00000059804,SLC2A3,248,1.49464,295,1.83049,69,-0.6383,33,-2.0284,21,-2.5161,278,1.71429,7,-3.8658
ENSG00000175899,A2M,248,-1.6272,11,-6.1631,67,-3.5401,94,-3.3773,101,-3.0988,6344,6.11561,8,-6.5370
ENSG00000139112,GABARAPL1,248,1.10152,276,1.28985,68,-0.9910,95,-0.5831,129,0.00359,104,-0.3347,47,-1.5277
ENSG00000178878,APOLD1,248,0.63929,4,-5.4698,27,-2.7589,44,-2.3157,10,-4.3329,1235,4.62292,16,-3.4821
ENSG00000023734,STRAP,248,1.47329,164,0.73402,29,-1.9466,71,-0.7524,110,0.08748,44,-1.3420,132,0.36991
ENSG00000008394,MGST1,248,0.63721,25,-2.8613,106,-0.7214,205,0.42649,327,1.34325,5,-5.0912,29,-2.6317
ENSG00000048540,LMO3,248,2.30935,64,-0.1379,2,-5.2428,68,-0.0440,89,0.44801,0,-6.3745,0,-6.8843
ENSG00000134548,SPX,248,1.77776,30,-1.6500,0,-6.9766,85,-0.1200,150,1.00151,49,-0.9399,16,-2.6067
ENSG00000111716,LDHB,248,-1.2798,373,-0.6588,550,-0.0517,771,0.67992,791,0.62626,373,-0.6609,241,-1.3244
ENSG00000111726,CMAS,248,1.34574,277,1.55099,48,-1.3219,45,-1.6300,97,-0.2557,156,0.52858,66,-0.8326
ENSG00000111728,ST8SIA1,248,1.33311,219,1.10470,15,-3.0070,124,0.18217,131,0.26420,0,-7.0675,18,-2.7836
ENSG00000060982,BCAT1,248,1.98960,345,2.73156,36,-1.2219,35,-1.5139,10,-3.1856,53,-0.6671,0,-6.6153
ENSG00000123095,BHLHE41,248,1.27769,19,-2.7293,73,-0.7330,41,-1.8442,272,1.79787,1,-6.8835,159,0.50295
ENSG00000123096,SSPN,248,0.67244,5,-5.1002,40,-2.1355,88,-1.1704,475,2.43411,143,-0.2279,0,-8.1300
ENSG00000087448,KLHL42,248,1.89945,98,0.24381,57,-0.6010,64,-0.5274,81,-0.0666,50,-0.8108,34,-1.3791
ENSG00000123106,CCDC91,248,1.26170,116,-0.0267,88,-0.4663,102,-0.2865,197,1.00673,0,-7.1304,25,-2.3264
ENSG00000170456,DENND5B,248,1.84324,124,0.57926,79,-0.1412,56,-0.8231,123,0.66260,0,-6.6923,1,-6.2530
ENSG00000087470,DNM1L,248,1.49378,179,0.89869,24,-2.1866,66,-0.8523,161,0.84495,25,-2.1586,41,-1.4069
ENSG00000139116,KIF21A,248,-1.1040,2019,2.57785,773,0.69782,609,0.40090,46,-3.7305,42,-3.7154,56,-3.3098
ENSG00000018236,CNTN1,248,0.62239,342,1.17801,14,-3.7181,96,-1.0705,338,1.39638,49,-1.8805,83,-1.1088
ENSG00000015153,YAF2,248,1.59389,112,0.19948,9,-3.5230,92,-0.1422,106,0.13281,124,0.36637,5,-4.2095
ENSG00000139168,ZCRB1,248,-0.4232,298,-0.1348,313,-0.0581,295,-0.1967,445,0.59375,218,-0.6258,396,0.32109
ENSG00000139218,SCAF11,248,0.89730,76,-0.9983,119,-0.3063,122,-0.3415,238,0.97077,105,-0.5000,56,-1.4543
ENSG00000111371,SLC38A1,248,1.23266,134,0.18011,31,-2.0550,92,-0.5101,221,1.22087,34,-1.8932,31,-2.0253
ENSG00000211584,SLC48A1,248,1.11077,169,0.44840,118,-0.1293,57,-1.4647,58,-1.3337,82,-0.6897,377,1.90278
ENSG00000152556,PFKM,248,1.65946,149,0.73451,33,-1.6185,80,-0.3398,115,0.34985,51,-0.9751,1,-6.5876
ENSG00000177981,ASB8,248,1.41938,101,-0.1102,11,-3.4261,123,0.27415,114,0.09196,99,-0.1459,26,-2.1557
ENSG00000134287,ARF3,248,0.47719,199,0.11079,123,-0.6425,121,-0.8072,334,1.16719,80,-1.3033,172,-0.1141
ENSG00000123416,TUBA1B,2556,1.65024,1136,0.22512,137,-2.9789,251,-2.3722,1017,0.05189,706,-0.5300,2559,1.65233
ENSG00000167552,TUBA1A,248,-2.6170,2908,1.23995,410,-1.8774,545,-1.6953,1955,0.63388,411,-1.8755,4465,2.07722
ENSG00000139644,TMBIM6,2264,1.42463,670,-0.6066,323,-1.7112,493,-1.2775,1753,1.14339,837,-0.2587,773,-0.3842
ENSG00000135472,FAIM2,248,-0.4679,706,1.26903,185,-0.9237,150,-1.4619,698,1.51902,124,-1.5293,234,-0.5622
ENSG00000178449,COX14,248,1.33372,37,-1.6851,14,-3.0688,51,-1.4320,148,0.49856,144,0.38852,238,1.25580
ENSG00000185432,METTL7A,248,-0.7208,45,-3.2625,260,-0.6524,461,0.33820,767,1.35092,335,-0.2567,132,-1.6804
ENSG00000183283,DAZAP2,248,0.18529,63,-1.9061,123,-0.9182,159,-0.6405,376,1.03726,200,-0.1603,351,0.75988
ENSG00000123358,NR4A1,248,-0.2219,41,-2.9134,105,-1.5335,30,-3.6754,50,-2.7768,2248,5.04545,23,-3.7772
ENSG00000063046,EIF4B,248,-0.0005,96,-1.4546,164,-0.6486,96,-1.6970,426,1.06201,541,1.32385,292,0.26198
ENSG00000167778,SPRYD3,248,0.50845,303,0.84544,133,-0.4942,84,-1.4120,331,1.19187,34,-2.5109,187,0.04181
ENSG00000123349,PFDN5,248,-1.4144,204,-1.7112,558,-0.1712,407,-0.8090,800,0.47161,1117,0.97776,1268,1.20448
ENSG00000205352,PRR13,2603,4.63422,148,-1.3427,60,-2.6833,62,-2.9304,132,-1.6295,188,-0.9866,92,-2.0598
ENSG00000197111,PCBP2,248,-0.6383,591,0.76036,190,-1.0499,195,-1.2013,680,1.19563,478,0.40440,278,-0.4623
ENSG00000135390,ATP5MC2,248,-0.1094,92,-1.6296,62,-2.2058,116,-1.5055,309,0.27481,634,1.49285,657,1.56060
ENSG00000094916,CBX5,2674,4.53327,69,-2.5529,99,-2.0089,91,-2.4264,230,-0.8187,81,-2.3004,53,-2.9262
ENSG00000135486,HNRNPA1,248,-0.8321,200,-1.1631,168,-1.4236,285,-0.7577,685,0.93765,732,0.91107,658,0.72734
ENSG00000111481,COPZ1,248,1.95290,84,0.04179,0,-6.8525,46,-1.0780,110,0.54250,86,0.08060,45,-0.9383
ENSG00000161642,ZNF385A,248,1.05203,11,-3.6099,97,-0.4876,95,-0.6485,311,1.82181,58,-1.2806,3,-5.3460
ENSG00000135441,BLOC1S1,248,0.29374,62,-1.8304,55,-2.0046,118,-1.0508,284,0.59340,376,0.99617,407,1.13510
ENSG00000135404,CD63,2301,2.14473,579,-0.2973,153,-2.3040,237,-1.9163,709,0.02787,1350,1.10977,468,-0.6266
ENSG00000135414,GDF11,248,1.81035,105,0.27610,108,0.32948,73,-0.3817,95,0.14064,0,-6.7159,12,-2.9834
ENSG00000205323,SARNP,248,1.64016,189,1.12996,21,-2.2655,45,-1.3944,94,-0.0398,102,0.08698,80,-0.2917
ENSG00000111540,RAB5B,248,0.76773,208,0.46994,50,-1.7432,81,-1.2187,219,0.64258,242,0.72641,131,-0.2785
ENSG00000197728,RPS26,248,-2.0554,125,-3.0623,515,-0.9641,532,-1.0966,952,-0.0065,2396,1.59046,2772,1.87825
ENSG00000170515,PA2G4,248,1.25675,69,-0.8256,140,0.27458,66,-1.0711,156,0.51599,133,0.18623,80,-0.6130
ENSG00000229117,RPL41,1304,-1.1244,461,-2.6700,1314,-1.1127,1545,-1.0411,3486,0.48548,7495,1.79792,4711,0.93458
ENSG00000196465,MYL6B,248,0.86103,184,0.35891,142,-0.0628,105,-0.6623,216,0.72670,34,-2.2139,121,-0.3132
ENSG00000092841,MYL6,248,-1.4614,531,-0.2999,273,-1.3178,234,-1.7968,785,0.37399,2232,2.26324,856,0.47037
ENSG00000139613,SMARCC2,248,1.36360,88,-0.3699,50,-1.2358,86,-0.5003,165,0.74295,64,-0.8673,76,-0.5950
ENSG00000181852,RNF41,248,1.95251,105,0.39640,37,-1.2170,38,-1.4220,68,-0.3439,155,1.05959,29,-1.5903
ENSG00000139579,NABP2,248,1.92941,115,0.53031,1,-5.8926,42,-1.2355,146,1.11379,47,-0.8910,0,-6.9743
ENSG00000139645,ANKRD52,248,2.12397,279,2.38099,40,-0.9964,29,-1.7033,41,-1.0174,10,-3.0250,11,-2.8997
ENSG00000062485,CS,248,1.92476,122,0.62865,40,-1.1426,41,-1.2940,148,1.13925,3,-4.7541,0,-7.1254
ENSG00000076108,BAZ2A,248,1.98140,59,-0.4981,20,-2.1125,79,-0.0449,76,-0.1131,75,-0.1191,18,-2.2380
ENSG00000110955,ATP5F1B,248,-0.6647,609,0.78135,178,-1.1752,250,-0.7988,640,1.02327,504,0.46376,227,-0.8048
ENSG00000110958,PTGES3,248,-0.5936,544,0.66761,166,-1.2080,177,-1.3221,732,1.43773,309,-0.2552,363,0.00393
ENSG00000196531,NACA,248,-1.2605,103,-2.5621,443,-0.3739,294,-1.2016,710,0.43763,1068,1.08075,1448,1.64535
ENSG00000123384,LRP1,248,0.45052,138,-0.4902,44,-2.2085,184,-0.0489,276,0.73175,338,0.97513,11,-4.2402
ENSG00000175203,DCTN2,248,1.11390,247,1.10271,65,-1.0436,65,-1.2579,96,-0.4969,243,1.07491,90,-0.5570
ENSG00000155980,KIF5A,248,1.52354,243,1.48365,133,0.42013,60,-0.9854,99,-0.0580,0,-6.9281,19,-2.5275
ENSG00000135506,OS9,248,1.05396,50,-1.4873,48,-1.5436,51,-1.6895,220,0.99091,252,1.07624,131,-0.0211
ENSG00000184575,XPOT,248,1.95201,115,0.55104,24,-1.8570,47,-1.0409,107,0.48113,25,-1.7916,55,-0.6201
ENSG00000139233,LLPH,248,2.00781,31,-1.4646,27,-1.6610,79,-0.0265,37,-1.2910,89,0.16516,95,0.27998
ENSG00000111530,CAND1,248,1.56022,175,0.91918,62,-0.7537,64,-0.8542,137,0.58770,32,-1.7415,21,-2.3839
ENSG00000127314,RAP1B,248,1.56768,69,-0.5691,9,-3.5472,56,-1.0895,102,0.04355,295,1.90724,6,-4.0905
ENSG00000175782,SLC35E3,248,1.86806,94,0.13988,49,-0.8795,65,-0.5494,89,0.07549,0,-6.6745,94,0.14355
ENSG00000166226,CCT2,248,1.56329,115,0.22684,44,-1.2590,81,-0.4104,100,-0.0055,94,-0.1088,57,-0.8851
ENSG00000080371,RAB21,248,1.26948,107,-0.1408,93,-0.3629,94,-0.4327,62,-1.0842,90,-0.4126,228,1.11659
ENSG00000253719,ATXN7L3B,248,1.52112,94,-0.1350,71,-0.5711,46,-1.4576,220,1.58765,23,-2.2647,10,-3.4399
ENSG00000111615,KRR1,248,1.37056,113,0.03172,110,-0.0105,131,0.34679,103,-0.1352,40,-1.5437,0,-7.5611
ENSG00000187109,NAP1L1,248,-0.8298,425,0.00866,526,0.35687,444,0.10523,559,0.52354,288,-0.6018,287,-0.6082
ENSG00000091039,OSBPL8,248,1.82518,119,0.49674,45,-1.0387,57,-0.8124,94,0.12591,46,-0.9964,59,-0.6202
ENSG00000067715,SYT1,248,-1.1771,1950,2.38408,1033,1.11969,640,0.40258,61,-3.3952,15,-5.2576,20,-4.8498
ENSG00000058272,PPP1R12A,248,0.32813,362,0.96485,102,-1.0634,233,0.29930,142,-0.6187,250,0.33850,82,-1.4000
ENSG00000198707,CEP290,248,1.64482,63,-0.6603,139,0.60148,62,-0.8352,118,0.37826,68,-0.5322,21,-2.3108
ENSG00000070961,ATP2B1,248,0.49613,219,0.28898,67,-1.5350,148,-0.4145,355,1.33811,130,-0.5435,12,-4.0521
ENSG00000102189,EEA1,248,1.36465,186,0.84524,144,0.41215,110,-0.0317,68,-0.8486,31,-1.9375,41,-1.5392
ENSG00000173598,NUDT4,248,1.02874,248,1.02497,102,-0.4250,65,-1.3193,177,0.51441,182,0.49361,12,-3.5524
ENSG00000177889,UBE2N,248,1.46315,284,1.72392,17,-2.6953,37,-1.8621,115,0.14811,87,-0.3044,79,-0.4503
ENSG00000184752,NDUFA12,248,1.59150,60,-0.7737,14,-2.8980,41,-1.5793,103,0.08527,183,1.03011,152,0.70605
ENSG00000111142,METAP2,248,0.11286,202,-0.2142,204,-0.1998,234,0.02561,309,0.54376,150,-0.6767,188,-0.3285
ENSG00000075415,SLC25A3,248,0.07548,298,0.36989,194,-0.3197,208,-0.2571,324,0.58831,196,-0.3033,161,-0.6035
ENSG00000185046,ANKS1B,248,1.04165,113,-0.2652,13,-3.4204,53,-1.6587,239,1.15840,0,-7.3074,321,1.51152
ENSG00000120805,ARL1,248,1.83238,143,0.81872,6,-3.8381,40,-1.4083,144,0.97966,43,-1.0834,22,-2.0652
ENSG00000196091,MYBPC1,248,1.42729,22,-2.3759,120,0.17559,100,-0.1435,163,0.78827,43,-1.4178,17,-2.7305
ENSG00000139352,ASCL1,248,1.59380,68,-0.5770,7,-3.8668,88,-0.2383,143,0.71085,72,-0.4896,41,-1.3496
ENSG00000166598,HSP90B1,3967,2.72236,651,-0.5731,457,-1.1166,671,-0.6468,644,-0.6492,485,-1.0253,511,-0.9452
ENSG00000136026,CKAP4,248,1.79450,214,1.50803,11,-3.1171,77,-0.2772,81,-0.1678,0,-6.7261,22,-2.1341
