Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000064042,LIMCH1,100,-1.7167,224,-0.3099,341,0.46046,72,-2.0471,496,1.33470
ENSG00000109133,TMEM33,146,0.40475,50,-1.3652,58,-1.2654,12,-3.4836,243,1.62479
ENSG00000014824,SLC30A9,201,1.24000,138,0.32317,81,-0.6084,3,-5.3668,102,-0.1991
ENSG00000124406,ATP8A1,111,-0.8143,73,-1.3589,95,-1.0780,3,-5.8513,453,2.47211
ENSG00000163285,GABRG1,17,-2.3096,59,-0.2853,212,3.14209,1,-5.4193,23,-1.8924
ENSG00000075539,FRYL,68,-0.6951,45,-1.2693,46,-1.3525,27,-2.0262,251,2.31561
ENSG00000109180,OCIAD1,670,1.78923,130,-1.3821,150,-1.2922,78,-2.1520,327,0.08915
ENSG00000109184,DCUN1D4,180,1.11527,67,-0.7493,55,-1.1567,1,-6.0156,158,0.81768
ENSG00000163069,SGCB,103,-0.4550,156,0.28071,94,-0.6069,69,-1.0118,216,1.06463
ENSG00000134851,TMEM165,93,-1.3531,79,-1.4671,92,-1.3821,323,0.79905,424,1.71770
ENSG00000128050,PAICS,164,1.06524,92,-0.1266,86,-0.2680,59,-0.8365,72,-0.5781
ENSG00000174780,SRP72,238,1.54417,109,-0.1648,95,-0.4363,1,-6.1865,93,-0.4657
ENSG00000047315,POLR2B,131,0.52710,11,-3.2775,80,-0.4241,131,0.44137,121,0.35942
ENSG00000163453,IGFBP7,74,-3.5664,234,-1.6635,273,-1.5712,4225,4.61763,137,-2.6478
ENSG00000150471,ADGRL3,90,-0.1017,66,-0.5753,93,-0.0350,130,0.52150,99,0.07496
ENSG00000083896,YTHDC1,41,-1.0138,104,0.60880,93,0.48864,1,-5.4570,104,0.73933
ENSG00000018189,RUFY3,579,1.04987,241,-0.6173,260,-0.5664,136,-1.5048,390,0.18517
ENSG00000132463,GRSF1,264,1.44812,54,-1.4644,62,-1.3843,103,-0.4812,149,0.13833
ENSG00000080493,SLC4A4,18,-2.2670,15,-2.3092,246,4.32955,1,-5.4136,9,-3.2560
ENSG00000132466,ANKRD17,64,-0.7158,72,-0.4618,138,0.75778,191,1.21474,49,-1.1852
ENSG00000138757,G3BP2,743,2.04907,120,-1.5291,152,-1.3068,177,-0.9384,237,-0.5543
ENSG00000138760,SCARB2,276,-0.7505,235,-0.9107,183,-1.4341,384,-0.1364,900,1.81160
ENSG00000118816,CCNI,511,0.43712,561,0.52864,240,-0.9616,574,0.56667,324,-0.4386
ENSG00000138668,HNRNPD,234,0.56035,153,-0.2378,145,-0.3821,208,0.26616,151,-0.3081
ENSG00000152795,HNRNPDL,303,-0.4781,211,-0.9896,291,-0.5490,265,-0.6296,738,1.40997
ENSG00000145293,ENOPH1,195,-0.0767,233,0.22642,123,-0.8999,60,-1.8924,348,1.16671
ENSG00000145284,SCD5,542,-0.7597,606,-0.4963,739,-0.2080,320,-1.4836,1554,1.41744
ENSG00000163319,MRPS18C,75,-0.3412,125,0.54692,45,-1.2290,150,0.86584,104,0.27886
ENSG00000163625,WDFY3,117,-0.2102,143,0.15062,36,-2.1552,114,-0.2265,241,1.35954
ENSG00000109339,MAPK10,276,1.18419,133,-0.3024,173,0.15662,59,-1.5649,95,-0.9376
ENSG00000152583,SPARCL1,277,-2.0773,428,-1.2553,1638,1.19112,2858,2.08219,232,-2.3532
ENSG00000118785,SPP1,510,-1.6559,1178,-0.2036,277,-2.6028,532,-1.4437,3695,2.75327
ENSG00000163644,PPM1K,205,0.91160,60,-1.2369,149,0.23382,44,-1.6951,124,-0.1290
ENSG00000145337,PYURF,247,1.16234,129,-0.1834,80,-1.0561,119,-0.3083,127,-0.2462
ENSG00000177432,NAP1L5,928,3.45052,114,-1.4871,152,-1.1709,7,-5.5098,41,-3.2104
ENSG00000145335,SNCA,451,1.49219,73,-1.7922,86,-1.6964,119,-1.0632,297,0.49226
ENSG00000138698,RAP1GDS1,359,1.18232,87,-1.3743,128,-0.8794,82,-1.4622,262,0.46027
ENSG00000168785,TSPAN5,87,-0.1727,63,-0.6500,47,-1.2538,137,0.60806,148,0.92072
ENSG00000151247,EIF4E,184,0.52762,104,-0.5039,80,-1.0250,291,1.26995,106,-0.5358
ENSG00000197894,ADH5,239,1.61759,43,-1.5838,128,0.15115,4,-4.9960,82,-0.6596
ENSG00000164031,DNAJB14,193,0.92718,111,-0.1782,82,-0.7477,51,-1.3899,140,0.24111
ENSG00000164032,H2AFZ,249,1.13905,77,-1.0276,57,-1.6287,279,1.12229,104,-0.6356
ENSG00000138814,PPP3CA,418,2.09995,24,-3.0344,154,-0.2630,121,-0.6146,65,-1.7209
ENSG00000109332,UBE2D3,315,0.32461,159,-0.8337,185,-0.6716,448,0.89032,266,-0.0086
ENSG00000145354,CISD2,144,0.57529,92,-0.2603,54,-1.2167,93,-0.2486,142,0.55560
ENSG00000164039,BDH2,64,-0.8967,38,-1.5758,140,0.58477,57,-0.9729,169,1.00765
ENSG00000138801,PAPSS1,119,-0.7186,106,-0.8168,69,-1.6182,14,-3.8216,458,2.46921
ENSG00000109475,RPL34,884,-1.0191,2978,1.12806,916,-0.9580,3648,1.52545,1145,-0.5740
ENSG00000164089,ETNPPL,28,-2.3140,24,-2.3173,322,2.95624,106,-0.0854,31,-2.1594
ENSG00000145362,ANK2,957,1.52600,126,-2.0993,512,0.09033,104,-2.3798,370,-0.5133
ENSG00000174607,UGT8,58,-2.7607,232,-0.4613,52,-2.9104,90,-1.9092,966,3.41113
ENSG00000269893,SNHG8,108,-0.1330,254,1.39957,56,-1.2742,183,0.78193,81,-0.6535
ENSG00000164096,C4orf3,380,0.07480,450,0.35064,271,-0.5477,511,0.56784,330,-0.1941
ENSG00000164111,ANXA5,96,-1.3830,126,-0.8187,143,-0.7090,443,1.31232,322,0.88184
ENSG00000138688,KIAA1109,153,0.70121,44,-1.4051,102,-0.1269,103,-0.0892,107,-0.0379
ENSG00000164070,HSPA4L,336,3.05039,31,-1.9922,72,-0.8260,62,-0.9607,2,-6.1880
ENSG00000164040,PGRMC2,150,0.68596,157,0.64935,100,-0.1404,38,-1.5983,82,-0.5009
ENSG00000138650,PCDH10,229,1.24691,126,-0.0490,102,-0.4335,10,-3.8407,118,-0.1651
ENSG00000109390,NDUFC1,365,0.92704,244,0.05950,139,-0.9406,394,0.88998,118,-1.2197
ENSG00000153130,SCOC,884,1.40302,333,-0.5606,256,-1.0872,285,-0.8051,438,-0.1421
ENSG00000109458,GAB1,11,-3.4423,86,-0.2387,39,-1.6069,2,-5.7793,304,3.25602
ENSG00000153147,SMARCA5,182,0.07455,226,0.42659,115,-0.7622,78,-1.2721,252,0.74870
ENSG00000164161,HHIP,8,-3.7642,114,0.34822,46,-1.2377,2,-5.3970,259,2.77291
ENSG00000145425,RPS3A,536,-0.9563,1317,0.61900,571,-0.8497,2536,1.89243,625,-0.6942
ENSG00000109654,TRIM2,473,0.23453,395,-0.0980,179,-1.4747,182,-1.3144,737,1.23199
ENSG00000164114,MAP9,255,1.19862,97,-0.6687,212,0.75726,30,-2.4303,57,-1.6190
ENSG00000061918,GUCY1B1,551,2.88203,46,-2.1959,177,-0.1715,10,-4.4090,18,-3.7638
ENSG00000109738,GLRB,303,2.72080,106,-0.0605,52,-1.3138,24,-2.3215,20,-2.7809
ENSG00000120251,GRIA2,249,1.09101,126,-0.2827,96,-0.7949,51,-1.6777,165,0.19201
ENSG00000164124,TMEM144,115,-2.4043,332,-0.6204,105,-2.5401,162,-1.7213,1486,3.24802
ENSG00000052802,MSMO1,293,0.34323,156,-0.7342,127,-1.1676,24,-3.5265,476,1.48258
ENSG00000109472,CPE,1726,0.53206,598,-1.2585,1977,0.83279,1758,0.47430,426,-1.9329
ENSG00000196104,SPOCK3,225,-0.3611,292,0.10924,134,-1.2561,138,-1.0777,519,1.43817
ENSG00000109572,CLCN3,281,0.83874,148,-0.3907,93,-1.2408,46,-2.1517,281,0.83869
ENSG00000164106,SCRG1,94,-2.1109,417,0.39223,304,-0.1553,121,-1.5731,653,1.55214
ENSG00000150625,GPM6A,1157,-1.3382,2877,0.24537,4842,1.51234,2291,-0.1320,1350,-1.0830
ENSG00000129128,SPCS3,117,0.17950,19,-2.6143,62,-0.9730,110,0.05064,183,1.17305
ENSG00000151726,ACSL1,37,-1.8151,55,-1.0715,52,-1.2823,5,-4.4932,314,2.96907
ENSG00000151729,SLC25A4,588,1.83717,134,-1.1127,151,-1.0394,311,0.23273,120,-1.4142
ENSG00000073578,SDHA,321,1.71449,113,-0.4990,97,-0.8306,15,-3.5288,132,-0.2774
ENSG00000249915,PDCD6,297,1.44839,74,-1.1652,80,-1.1819,112,-0.5265,153,-0.0353
ENSG00000171368,TPPP,224,-0.4502,104,-1.5711,194,-0.7032,35,-3.1718,653,2.00608
ENSG00000145494,NDUFS6,333,0.61417,149,-0.8043,164,-0.7329,393,0.80235,217,-0.2407
ENSG00000133398,MED10,156,1.05092,5,-4.3935,51,-1.1065,70,-0.4932,137,0.74587
ENSG00000078295,ADCY2,154,0.88829,27,-2.0169,162,1.02005,27,-2.0235,59,-0.9511
ENSG00000150753,CCT5,275,1.10967,52,-1.7698,79,-1.2749,290,0.98820,131,-0.4192
ENSG00000145495,MARCH6,254,-0.0255,113,-1.2986,177,-0.6808,339,0.46420,373,0.76522
ENSG00000169862,CTNND2,232,0.49691,98,-0.9678,276,0.88289,102,-0.9111,116,-0.7994
ENSG00000154122,ANKH,307,0.93611,56,-1.9435,108,-1.0700,1,-6.8962,344,1.21689
ENSG00000154153,RETREG1,173,0.55984,81,-0.7638,75,-0.9876,1,-6.3101,235,1.27922
ENSG00000145555,MYO10,4,-4.4832,75,0.06857,121,1.10170,4,-4.2018,125,1.18002
ENSG00000176788,BASP1,1414,2.82770,70,-2.9970,474,-0.1103,68,-3.0420,53,-3.6148
ENSG00000056097,ZFR,108,-0.0612,87,-0.4045,91,-0.3802,7,-4.0861,200,1.28516
ENSG00000113387,SUB1,590,1.38762,170,-0.9896,234,-0.5498,127,-1.4340,293,-0.1473
ENSG00000079215,SLC1A3,85,-1.8408,67,-2.0403,619,2.25710,68,-2.0290,234,-0.1333
ENSG00000113594,LIFR,44,-1.9907,164,0.22000,160,0.21317,124,-0.2279,225,0.95499
ENSG00000145592,RPL37,535,-1.8397,3181,1.24632,859,-1.0727,3798,1.60009,1399,-0.2184
ENSG00000198865,CCDC152,25,-2.0362,100,0.26401,13,-3.0477,1,-5.6473,252,3.07028
ENSG00000250722,SELENOP,193,-2.9558,881,-0.4656,346,-2.0656,1027,-0.2192,3206,2.68569
ENSG00000112972,HMGCS1,693,2.14754,105,-1.5821,215,-0.5487,16,-4.3564,192,-0.7472
ENSG00000172239,PAIP1,102,-0.0683,42,-1.4448,66,-0.8460,191,1.01540,140,0.55292
ENSG00000164172,MOCS2,151,1.13517,29,-1.7253,91,0.02964,29,-1.7189,86,-0.0745
ENSG00000164258,NDUFS4,74,-0.3807,193,1.34083,59,-0.7843,84,-0.1210,91,0.01682
ENSG00000067113,PLPP1,128,0.25743,60,-1.0081,20,-2.8502,209,1.07984,168,0.83347
ENSG00000134352,IL6ST,203,-0.4373,306,0.28746,103,-1.5870,542,1.32023,300,0.30149
ENSG00000062194,GPBP1,141,0.44096,96,-0.2660,49,-1.4509,115,0.03289,157,0.66699
ENSG00000152932,RAB3C,628,2.79699,69,-1.8385,206,-0.1611,1,-7.0852,29,-3.3154
ENSG00000130449,ZSWIM6,87,-0.1174,68,-0.5063,49,-1.1281,10,-3.3601,197,1.74400
ENSG00000197860,SGTB,293,2.61295,98,-0.1782,36,-1.8841,12,-3.3444,52,-1.2861
ENSG00000112851,ERBIN,119,-1.2224,272,0.22160,197,-0.3579,128,-0.9851,438,1.34489
ENSG00000145675,PIK3R1,39,-1.9362,147,0.31164,121,-0.0138,182,0.68553,163,0.59088
ENSG00000134056,MRPS36,147,0.58958,49,-1.2574,45,-1.5510,189,0.93758,129,0.31134
ENSG00000273841,TAF9,233,2.15293,57,-0.8464,67,-0.6854,47,-1.1352,37,-1.6424
ENSG00000131711,MAP1B,4048,1.42830,1009,-1.1885,2304,0.14416,730,-1.6815,1338,-0.8474
ENSG00000083312,TNPO1,117,0.19868,142,0.49912,72,-0.6957,145,0.53039,90,-0.2954
ENSG00000145741,BTF3,299,-0.0119,406,0.50364,190,-0.8333,403,0.49342,311,0.06152
ENSG00000171617,ENC1,377,3.17722,45,-1.5794,91,-0.5778,19,-2.8251,0,-8.2180
ENSG00000198780,FAM169A,100,0.47722,76,-0.0520,82,0.08956,1,-5.4933,93,0.34161
ENSG00000113161,HMGCR,215,1.73061,46,-1.2652,73,-0.6215,1,-5.9527,97,-0.0914
ENSG00000113163,CERT1,261,2.02446,55,-1.1359,67,-0.9421,59,-1.0260,68,-0.9175
ENSG00000122012,SV2C,491,3.65609,4,-5.2074,96,-0.8274,4,-5.2080,16,-3.6201
ENSG00000171530,TBCA,545,0.93852,171,-1.1309,331,-0.1040,606,0.95115,134,-1.6536
ENSG00000085365,SCAMP1,322,1.46188,117,-0.5849,98,-0.9571,79,-1.1971,154,-0.1649
ENSG00000164300,SERINC5,17,-3.0296,92,-0.2815,36,-1.8942,132,0.32172,272,2.30240
ENSG00000039319,ZFYVE16,44,-1.8801,126,-0.0981,35,-2.2439,70,-1.0320,359,2.59478
ENSG00000186468,RPS23,689,-1.3327,2775,1.10764,735,-1.2249,3894,1.78754,1135,-0.4822
ENSG00000174695,TMEM167A,285,1.41994,73,-1.1351,111,-0.5664,13,-3.6589,165,0.16885
ENSG00000164176,EDIL3,340,-1.3423,492,-0.6408,213,-2.0857,384,-1.0241,1939,2.55118
ENSG00000127184,COX7C,1624,0.88549,1458,0.53002,592,-1.0449,1185,0.17666,723,-0.7048
ENSG00000175745,NR2F1,233,0.91212,72,-1.1631,131,-0.2567,257,0.92018,74,-1.2406
ENSG00000198677,TTC37,79,-0.4878,83,-0.3397,73,-0.6209,142,0.54303,147,0.73039
ENSG00000164292,RHOBTB3,26,-2.1269,104,0.22370,113,0.41867,44,-1.1587,153,1.10601
ENSG00000118985,ELL2,121,0.68821,36,-1.3820,35,-1.5504,3,-4.8537,170,1.53605
ENSG00000153113,CAST,148,0.64050,92,-0.2660,85,-0.4489,82,-0.4453,113,0.08082
ENSG00000145730,PAM,929,2.74817,100,-1.8838,209,-0.8507,258,-0.4236,25,-4.0921
ENSG00000198961,PJA2,1065,1.94637,312,-0.6686,233,-1.2477,134,-1.9565,372,-0.4454
ENSG00000112893,MAN2A1,20,-2.6119,74,-0.4971,40,-1.5630,80,-0.3715,264,2.51350
ENSG00000224032,EPB41L4A-AS1,114,0.57728,207,1.59304,51,-0.9418,73,-0.2546,38,-1.4040
ENSG00000134982,APC,116,-0.6403,185,0.19196,149,-0.1872,114,-0.5845,244,0.81768
ENSG00000129625,REEP5,845,1.81221,215,-0.9543,183,-1.3321,101,-2.0879,380,-0.0573
ENSG00000134970,TMED7,157,-0.1570,127,-0.4792,91,-1.1166,199,0.25728,271,0.98685
ENSG00000177879,AP3S1,224,1.77725,35,-1.7087,78,-0.5430,101,-0.0586,49,-1.3163
ENSG00000092421,SEMA6A,114,-0.1855,40,-1.7662,38,-2.0352,156,0.35862,254,1.60233
ENSG00000133835,HSD17B4,179,0.28656,164,0.09746,95,-0.8703,76,-1.1279,225,0.77234
ENSG00000164904,ALDH7A1,67,-0.6868,99,0.01438,107,0.16294,139,0.58810,99,0.02911
ENSG00000164241,C5orf63,149,-4.0803,204,-3.4161,7046,4.91802,272,-2.9987,311,-2.9930
ENSG00000064651,SLC12A2,172,-1.3442,204,-0.9487,97,-2.2457,525,0.59131,848,2.00491
ENSG00000169567,HINT1,1271,1.27768,555,-0.4005,384,-1.0936,674,-0.0861,573,-0.3998
ENSG00000158985,CDC42SE2,120,0.06949,127,0.15008,80,-0.6645,55,-1.1575,172,0.81770
ENSG00000164398,ACSL6,228,1.50074,32,-2.0117,173,0.80397,48,-1.3873,28,-2.3663
ENSG00000131437,KIF3A,613,2.19584,124,-1.1306,195,-0.4799,17,-4.0143,134,-1.1223
ENSG00000164402,SEPTIN8,278,-1.3905,458,-0.4770,191,-1.9804,503,-0.3281,1513,2.25500
ENSG00000164405,UQCRQ,692,0.28886,1030,0.94279,214,-1.7588,1073,1.01714,433,-0.5907
ENSG00000072364,AFF4,113,-0.1417,89,-0.5106,75,-0.8717,182,0.67848,164,0.60646
ENSG00000170606,HSPA4,253,1.33383,74,-0.9920,90,-0.7690,2,-5.8680,171,0.43303
ENSG00000213585,VDAC1,613,2.09197,77,-1.8921,155,-0.9335,171,-0.6734,151,-0.9729
ENSG00000113558,SKP1,1386,0.95031,709,-0.3598,527,-0.9277,875,-0.0180,832,-0.1152
ENSG00000113575,PPP2CA,401,1.10431,71,-1.8984,167,-0.6599,201,-0.2876,256,0.12529
ENSG00000119048,UBE2B,160,0.40025,48,-1.5489,82,-0.8348,301,1.49854,106,-0.3889
ENSG00000152700,SAR1B,59,-1.6153,129,-0.2466,81,-1.0880,166,0.17101,313,1.70225
ENSG00000164615,CAMLG,292,1.65430,72,-1.0715,117,-0.3667,56,-1.4580,96,-0.7077
ENSG00000181904,C5orf24,142,0.51175,32,-1.9028,45,-1.5581,102,-0.1338,188,1.14391
ENSG00000113648,H2AFY,198,1.07728,86,-0.5239,77,-0.7878,167,0.55947,77,-0.7971
ENSG00000152377,SPOCK1,394,0.64276,253,-0.2119,213,-0.5539,40,-3.0149,398,0.66324
ENSG00000177733,HNRNPA0,287,0.72185,95,-1.1963,94,-1.3433,395,1.17398,184,-0.1852
ENSG00000132563,REEP2,476,3.14249,38,-2.2046,101,-0.8086,1,-6.5143,39,-2.3321
ENSG00000113013,HSPA9,494,1.42970,132,-1.0723,207,-0.4251,193,-0.4861,179,-0.6839
ENSG00000044115,CTNNA1,107,-1.5880,160,-0.8245,114,-1.4822,490,1.04345,529,1.53581
ENSG00000120727,PAIP2,690,1.38191,324,-0.2211,210,-1.0160,345,-0.1190,249,-0.7211
ENSG00000131508,UBE2D2,237,1.17776,122,-0.1982,75,-1.0777,2,-5.9849,177,0.50233
ENSG00000171604,CXXC5,277,0.68154,75,-1.5227,90,-1.3724,90,-1.2355,344,1.19600
ENSG00000146005,PSD2,43,-1.4442,55,-0.9522,241,2.18340,1,-5.9197,87,-0.2619
ENSG00000185129,PURA,65,-1.0159,167,0.61641,122,0.10285,189,0.83992,98,-0.3127
ENSG00000182700,IGIP,103,0.01645,59,-0.8611,137,0.58779,1,-5.9518,139,0.62076
ENSG00000120306,CYSTM1,180,0.35704,52,-1.6668,167,0.19679,258,0.92802,101,-0.7273
ENSG00000113068,PFDN1,205,1.31608,46,-1.3945,59,-1.1307,108,-0.0697,110,-0.0543
ENSG00000131495,NDUFA2,433,0.93463,264,-0.0830,199,-0.6077,222,-0.3651,236,-0.3034
ENSG00000146007,ZMAT2,101,-0.2728,110,-0.1024,108,-0.1566,234,1.20790,88,-0.5256
ENSG00000178913,TAF7,206,0.77732,125,-0.1930,82,-0.9589,129,-0.1489,150,0.11185
ENSG00000131507,NDFIP1,1270,1.86643,210,-1.5855,372,-0.7968,445,-0.4249,344,-0.9314
ENSG00000113578,FGF1,152,-1.3370,549,0.89050,238,-0.5877,254,-0.4094,518,0.97234
ENSG00000113580,NR3C1,58,-0.9026,55,-0.8941,79,-0.3691,186,1.15434,127,0.56910
ENSG00000156475,PPP2R2B,332,2.06104,56,-1.4500,144,0.02183,1,-6.4194,65,-1.3727
ENSG00000113657,DPYSL3,362,1.67439,182,0.05896,155,-0.2383,105,-0.8130,41,-2.3987
ENSG00000113712,CSNK1A1,331,0.42277,116,-1.3118,133,-1.2293,393,0.65389,352,0.55512
ENSG00000183111,ARHGEF37,49,-1.0589,52,-0.8635,44,-1.2585,58,-0.6980,210,2.08658
ENSG00000019582,CD74,61,-1.9085,126,-0.6458,84,-1.3970,970,3.65876,59,-1.9575
ENSG00000164587,RPS14,437,-1.4754,1963,1.14557,612,-0.9200,2343,1.49145,885,-0.2709
ENSG00000070614,NDST1,19,-2.4403,20,-2.2042,66,-0.4177,86,0.05906,195,2.06735
ENSG00000132912,DCTN4,131,0.47235,10,-3.4747,64,-0.8701,116,0.18552,157,0.86093
ENSG00000211445,GPX3,384,2.31023,1,-6.7803,117,-0.4976,205,0.48132,11,-4.1571
ENSG00000197043,ANXA6,726,2.55411,13,-4.4971,170,-0.8560,287,0.07688,49,-2.8108
ENSG00000113140,SPARC,548,-2.2605,1316,-0.7539,4063,1.48137,2623,0.36768,1847,-0.2479
ENSG00000177556,ATOX1,196,0.56534,88,-0.8254,112,-0.5175,153,0.05438,165,0.20102
ENSG00000155506,LARP1,472,1.57595,66,-1.9664,219,-0.1491,120,-1.0695,162,-0.6878
ENSG00000170271,FAXDC2,46,-2.0135,145,-0.0813,63,-1.5284,379,1.66392,237,0.93709
ENSG00000055163,CYFIP2,361,2.28622,84,-0.8712,130,-0.2059,1,-6.4606,48,-1.8890
ENSG00000113312,TTC1,218,1.24910,104,-0.2779,97,-0.4445,38,-1.8150,107,-0.2683
ENSG00000164609,SLU7,87,-0.2659,47,-1.1853,151,0.86545,60,-0.8198,108,0.15832
ENSG00000022355,GABRA1,704,3.32534,81,-1.6194,93,-1.5564,1,-7.0790,76,-1.8793
ENSG00000113327,GABRG2,688,3.64891,69,-1.7446,120,-1.0245,2,-6.7553,8,-5.0428
ENSG00000038274,MAT2B,195,0.96026,91,-0.4861,76,-0.8733,245,1.20734,55,-1.4014
ENSG00000181163,NPM1,349,0.87798,235,0.03694,116,-1.1984,132,-0.8764,270,0.31599
ENSG00000072803,FBXW11,158,0.61554,80,-0.5940,75,-0.7998,1,-6.1403,192,1.07632
ENSG00000120129,DUSP1,71,-2.2110,93,-1.6449,40,-3.0622,1632,4.51067,91,-1.8300
ENSG00000113732,ATP6V0E1,121,-0.2565,59,-1.3540,123,-0.2313,170,0.33555,198,0.72369
ENSG00000113742,CPEB4,116,-0.0360,79,-0.6395,126,0.12461,48,-1.3949,167,0.70828
ENSG00000170091,NSG2,843,3.08530,73,-2.0993,157,-1.0633,92,-1.7611,58,-2.6362
ENSG00000145920,CPLX2,409,2.16901,86,-1.0770,200,0.31414,15,-3.6205,22,-3.3221
ENSG00000122203,KIAA1191,160,0.68667,1,-6.2175,107,-0.1201,295,1.73154,42,-1.7106
ENSG00000146066,HIGD2A,101,0.11863,107,0.19651,52,-1.0689,174,1.05442,86,-0.1772
ENSG00000175416,CLTB,414,1.62564,53,-2.0866,175,-0.2824,226,0.16749,87,-1.4754
ENSG00000074317,SNCB,661,3.42605,49,-2.2376,127,-0.9038,12,-4.2563,25,-3.4215
ENSG00000169230,PRELID1,192,1.08865,30,-2.0588,74,-0.8078,212,1.05186,75,-0.7694
ENSG00000145912,NHP2,282,1.03973,179,0.05095,81,-1.3251,56,-1.7630,213,0.40800
ENSG00000169045,HNRNPH1,150,-0.6502,71,-1.7113,93,-1.4493,619,1.98419,268,0.45163
ENSG00000127022,CANX,1053,0.97983,435,-0.6787,527,-0.4280,476,-0.5337,618,-0.1335
ENSG00000161011,SQSTM1,338,0.31667,126,-1.2957,194,-0.7165,449,0.76056,332,0.28012
ENSG00000197226,TBC1D9B,139,0.33992,90,-0.4334,65,-1.0395,173,0.65963,133,0.25068
ENSG00000113269,RNF130,155,-0.5710,185,-0.2202,98,-1.3322,19,-3.5845,490,2.04373
ENSG00000050748,MAPK9,375,2.31373,38,-2.1065,85,-1.0062,30,-2.4667,106,-0.6350
ENSG00000204628,RACK1,410,-0.1432,430,-0.0457,250,-1.0169,882,1.21445,453,0.04721
ENSG00000124570,SERPINB6,38,-1.7745,43,-1.4569,79,-0.5890,229,1.31262,183,1.11012
ENSG00000137267,TUBB2A,2940,3.51812,126,-3.0438,470,-1.1978,38,-4.7880,216,-2.4242
ENSG00000137285,TUBB2B,600,-0.2637,290,-1.3635,790,0.26579,272,-1.4636,1091,0.96829
ENSG00000124783,SSR1,130,-0.3239,139,-0.1758,90,-0.9723,294,1.11941,183,0.33062
ENSG00000111843,TMEM14C,177,1.05206,33,-1.8132,77,-0.6062,187,0.95117,67,-0.8487
ENSG00000224531,SMIM13,211,1.60314,90,-0.2457,29,-2.1637,25,-2.2127,122,0.29446
ENSG00000225921,NOL7,171,0.50738,84,-0.7274,66,-1.2387,233,0.96739,137,0.05315
ENSG00000124795,DEK,34,-2.0291,96,-0.2763,85,-0.5285,383,2.33955,96,-0.3122
ENSG00000172201,ID4,87,-0.9977,85,-0.9293,398,2.49012,3,-5.7098,81,-1.1253
ENSG00000112304,ACOT13,168,0.98211,74,-0.5755,78,-0.5539,133,0.39026,73,-0.6746
ENSG00000112308,C6orf62,142,-0.3137,131,-0.4032,176,0.08517,163,-0.0463,207,0.41900
ENSG00000269293,ZSCAN16-AS1,60,-0.5967,129,0.73461,67,-0.4088,127,0.70550,80,-0.0961
ENSG00000204681,GABBR1,280,1.36366,90,-0.8371,248,1.04743,1,-6.5208,33,-2.5245
ENSG00000204655,MOG,79,-2.5089,315,-0.2089,47,-3.2747,55,-2.8480,1120,3.42719
ENSG00000206503,HLA-A,165,-1.9659,131,-2.1480,199,-1.6684,2829,3.84203,259,-1.2454
ENSG00000204592,HLA-E,35,-4.0536,82,-2.5992,137,-2.0080,2944,5.01335,105,-2.4132
ENSG00000196230,TUBB,1107,1.59653,191,-1.6516,290,-1.1341,455,-0.3105,484,-0.2463
ENSG00000137312,FLOT1,165,1.02422,80,-0.3879,85,-0.3388,82,-0.3484,76,-0.5251
ENSG00000204580,DDR1,92,-2.1967,153,-1.2692,247,-0.5955,321,-0.1020,790,2.03920
ENSG00000204525,HLA-C,133,-1.6640,103,-1.9011,148,-1.4954,1691,3.40363,225,-0.8032
ENSG00000234745,HLA-B,163,-2.8453,184,-2.4769,297,-1.9223,5566,4.43295,348,-1.6740
ENSG00000198563,DDX39B,129,0.04957,46,-1.5530,63,-1.1980,263,1.31013,155,0.42148
ENSG00000213760,ATP6V1G2,509,2.79420,107,-0.8406,62,-1.8240,60,-1.7172,73,-1.5792
ENSG00000204463,BAG6,127,0.12957,42,-1.6052,57,-1.2896,213,1.02248,163,0.64742
ENSG00000204435,CSNK2B,107,-0.4898,133,-0.0776,107,-0.4798,260,1.08583,147,0.10092
ENSG00000204427,ABHD16A,125,0.85733,23,-1.9704,51,-0.8680,5,-4.0718,141,1.15160
ENSG00000204389,HSPA1A,123,-1.2987,116,-1.2536,117,-1.3744,881,2.38102,292,0.24786
ENSG00000204388,HSPA1B,129,0.26685,49,-1.3048,101,-0.2028,184,0.84376,104,-0.1546
ENSG00000204387,SNHG32,104,-1.0790,216,0.20546,100,-1.1412,288,0.70032,308,1.01572
ENSG00000204356,NELFE,89,0.06893,70,-0.3331,52,-0.8994,19,-2.2790,159,1.34717
ENSG00000204310,AGPAT1,216,2.18671,34,-1.5079,73,-0.3809,9,-3.3805,47,-1.1316
ENSG00000231500,RPS18,484,-1.3018,2109,1.29420,667,-0.7632,2385,1.53843,667,-0.7644
ENSG00000112514,CUTA,304,0.54742,199,-0.2472,91,-1.6080,363,0.76687,251,0.15642
ENSG00000137288,UQCC2,81,-0.5034,143,0.49346,53,-1.2139,169,0.78649,136,0.48984
ENSG00000186577,SMIM29,261,1.37657,84,-0.8195,85,-0.8977,68,-1.1478,140,-0.0089
ENSG00000272325,NUDT3,243,0.51258,230,0.33269,217,0.27305,109,-0.8736,125,-0.7461
ENSG00000124614,RPS10,438,-0.3505,917,0.95490,325,-0.8755,877,0.87491,453,-0.2874
