Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000176171,BNIP3,345,1.03247,215,0.01492,202,-0.0967,180,-0.2710,106,-1.2230
ENSG00000148826,NKX6-2,46,-2.6630,252,0.12109,39,-2.9395,7,-5.1424,723,3.32706
ENSG00000130643,CALY,1378,3.66931,55,-3.1066,278,-0.7666,4,-6.6510,15,-5.1582
ENSG00000127884,ECHS1,234,1.19441,78,-0.8707,113,-0.3249,43,-1.7766,132,-0.0419
ENSG00000142089,IFITM3,15,-5.2989,140,-1.8363,199,-1.4449,2829,4.59038,126,-2.1644
ENSG00000023191,RNH1,74,-1.2227,92,-0.7529,83,-1.0285,115,-0.4130,332,1.93016
ENSG00000174775,HRAS,223,1.66569,42,-1.4910,88,-0.3930,2,-5.6844,101,-0.1385
ENSG00000177156,TALDO1,144,-0.3994,114,-0.7180,41,-2.4382,152,-0.2665,397,1.89936
ENSG00000184524,CEND1,763,2.83270,92,-1.6862,143,-1.1346,70,-2.0937,97,-1.7593
ENSG00000177600,RPLP2,607,-0.8847,1337,0.50170,477,-1.2896,2718,1.86293,862,-0.2671
ENSG00000177700,POLR2L,312,0.60728,98,-1.3527,177,-0.4915,430,1.08062,173,-0.5393
ENSG00000183020,AP2A2,287,2.07753,64,-1.0388,53,-1.4489,48,-1.4691,94,-0.4829
ENSG00000078902,TOLLIP,276,1.37265,132,-0.1948,100,-0.7221,74,-1.1004,116,-0.4587
ENSG00000117984,CTSD,1012,1.11452,307,-1.0719,490,-0.3873,242,-1.4326,636,0.10449
ENSG00000110651,CD81,622,-0.2546,295,-1.3842,745,0.08735,865,0.32544,902,0.47337
ENSG00000129757,CDKN1C,66,-2.0135,99,-1.2479,41,-2.7255,18,-3.7187,706,3.66093
ENSG00000205531,NAP1L4,295,0.83758,131,-0.6571,145,-0.5678,65,-1.7226,252,0.48788
ENSG00000177105,RHOG,6,-4.4295,73,-0.5461,28,-2.1418,53,-1.0196,311,3.24474
ENSG00000244734,HBB,14,-8.0406,0,-13.090,45,-6.3243,22061,10.3090,0,-12.337
ENSG00000166313,APBB1,307,0.43309,133,-0.9784,189,-0.4912,47,-2.5361,402,1.03784
ENSG00000166337,TAF10,111,-0.0160,122,0.14618,81,-0.5889,113,0.02391,137,0.41262
ENSG00000166340,TPP1,82,-0.7906,55,-1.3181,123,-0.0721,297,1.51406,130,0.02850
ENSG00000175390,EIF3F,113,0.11944,177,0.86948,76,-0.6222,63,-0.8285,117,0.18440
ENSG00000166441,RPL27A,376,-1.2975,1128,0.61129,476,-0.9047,2048,1.75365,709,-0.1976
ENSG00000175348,TMEM9B,132,0.14109,62,-1.0820,88,-0.6136,114,-0.1285,184,0.83905
ENSG00000184014,DENND5A,172,-0.1829,173,-0.1507,126,-0.7466,1,-6.8406,374,1.53893
ENSG00000205339,IPO7,227,1.01374,104,-0.4869,115,-0.3780,158,0.18729,91,-0.7948
ENSG00000255823,MTRNR2L8,587,-3.0158,11567,2.16072,5498,0.82042,2224,-0.8183,1857,-1.2202
ENSG00000110315,RNF141,83,-1.5402,311,0.73606,88,-1.4360,1,-6.9271,480,2.13459
ENSG00000110321,EIF4G2,908,0.74481,333,-1.0213,364,-0.9896,1031,0.83822,579,-0.1691
ENSG00000170242,USP47,125,0.37839,37,-1.6005,73,-0.6271,135,0.45601,128,0.43963
ENSG00000050165,DKK3,1384,1.69451,109,-2.7727,613,-0.1598,481,-0.5257,374,-1.0282
ENSG00000197601,FAR1,155,-0.3658,138,-0.5053,75,-1.5949,280,0.67221,316,1.10886
ENSG00000129084,PSMA1,330,1.85669,119,-0.3824,66,-1.4239,74,-1.1265,110,-0.5796
ENSG00000110696,C11orf58,230,0.58145,172,-0.0023,104,-0.9125,127,-0.4992,207,0.36368
ENSG00000110700,RPS13,430,-1.0087,1539,1.25487,398,-1.1354,1205,0.79861,826,0.17089
ENSG00000134333,LDHA,1108,2.69310,38,-3.5702,282,-0.6605,300,-0.4876,62,-3.0619
ENSG00000091664,SLC17A6,525,4.00499,9,-4.2692,90,-0.9831,1,-6.5569,2,-6.2794
ENSG00000198168,SVIP,239,-0.7674,216,-0.8403,120,-1.8957,430,0.27027,780,1.77667
ENSG00000187398,LUZP2,144,1.28845,11,-3.0242,158,1.52426,1,-5.6044,13,-2.9433
ENSG00000254584,AL035078.1,45,-2.8906,316,0.30622,727,2.74640,53,-2.4651,95,-1.7425
ENSG00000149100,EIF3M,91,0.12383,82,-0.0550,69,-0.3945,124,0.63704,78,-0.1695
ENSG00000085063,CD59,658,0.70158,201,-1.3311,381,-0.3841,1078,1.49967,194,-1.5287
ENSG00000135387,CAPRIN1,174,0.84169,69,-0.8229,95,-0.3749,27,-2.2597,148,0.48327
ENSG00000026508,CD44,58,-1.2055,109,-0.0789,97,-0.3047,24,-2.3768,237,1.67328
ENSG00000110436,SLC1A2,124,-2.1602,269,-0.8115,1315,3.04626,120,-2.0331,157,-1.7881
ENSG00000166326,TRIM44,128,-0.4837,116,-0.5744,112,-0.7206,232,0.56074,252,0.86447
ENSG00000149084,HSD17B12,280,0.46038,118,-1.0080,159,-0.6156,209,-0.1069,288,0.52040
ENSG00000019505,SYT13,310,2.58337,39,-1.7025,70,-0.9086,22,-2.5425,54,-1.3335
ENSG00000121653,MAPK8IP1,216,-0.1787,103,-1.3158,167,-0.6484,10,-4.7096,512,1.80147
ENSG00000175216,CKAP5,263,1.92939,79,-0.6319,63,-1.0837,12,-3.3893,97,-0.3540
ENSG00000149182,ARFGAP2,155,0.27955,93,-0.5950,125,-0.1467,123,-0.1436,151,0.21963
ENSG00000110514,MADD,199,1.37438,19,-2.6563,66,-0.8769,131,0.33004,89,-0.3404
ENSG00000165916,PSMC3,234,0.49064,128,-0.5809,111,-0.9002,129,-0.5722,261,0.72138
ENSG00000213619,NDUFS3,219,1.25555,143,0.24033,53,-1.4553,96,-0.4022,102,-0.3569
ENSG00000172247,C1QTNF4,83,-1.0298,53,-1.6069,383,2.43946,65,-1.3018,69,-1.3421
ENSG00000086205,FOLH1,16,-3.0873,109,-0.0085,36,-1.8770,1,-6.0469,330,3.18967
ENSG00000213593,TMX2,141,0.35527,59,-1.0969,114,-0.0720,32,-2.0220,172,0.77819
ENSG00000211450,SELENOH,333,1.33504,82,-1.2484,115,-0.8276,226,0.36676,126,-0.6740
ENSG00000186660,ZFP91,38,-1.8008,95,-0.2295,86,-0.4459,283,1.72808,126,0.26680
ENSG00000110042,DTX4,80,-0.4701,56,-0.9668,49,-1.3014,52,-1.0677,229,1.90362
ENSG00000110107,PRPF19,390,2.09150,34,-2.4228,94,-1.0185,141,-0.2646,92,-1.0388
ENSG00000167986,DDB1,292,1.63654,52,-1.5806,96,-0.7191,30,-2.4076,143,0.00669
ENSG00000124920,MYRF,24,-3.9891,247,-0.2758,63,-2.5510,83,-1.9500,919,3.44844
ENSG00000134825,TMEM258,131,-0.1409,200,0.59713,58,-1.5347,142,0.01333,203,0.76097
ENSG00000134824,FADS2,72,-1.4816,79,-1.1935,295,1.21466,383,1.46510,78,-1.3513
ENSG00000149485,FADS1,57,-1.1210,130,0.29972,151,0.67631,1,-6.0392,160,0.80378
ENSG00000167996,FTH1,1974,-1.1710,7405,1.15865,2307,-0.9098,4163,0.13938,5246,0.64477
ENSG00000162174,ASRGL1,108,0.50491,68,-0.3411,84,0.00681,1,-5.6679,109,0.52291
ENSG00000124942,AHNAK,36,-3.0147,132,-0.8729,126,-1.0633,1242,3.88304,66,-2.0977
ENSG00000254772,EEF1G,479,0.04155,368,-0.3921,349,-0.5448,917,1.17779,406,-0.2735
ENSG00000162191,UBXN1,51,-1.1468,110,0.20888,43,-1.4115,172,0.98987,154,0.97038
ENSG00000168000,BSCL2,1078,2.74228,88,-2.2851,244,-0.8447,243,-0.7553,72,-2.7727
ENSG00000162188,GNG3,789,2.77882,68,-2.1927,222,-0.4479,98,-1.6610,38,-3.2316
ENSG00000214753,HNRNPUL2,207,0.94051,99,-0.4753,110,-0.3535,31,-2.2057,148,0.22042
ENSG00000168002,POLR2G,48,-1.3288,103,-0.0097,84,-0.3838,40,-1.4723,210,1.62045
ENSG00000168003,SLC3A2,137,-0.3356,75,-1.2285,165,0.00709,528,2.23181,53,-1.9172
ENSG00000176485,PLAAT3,194,-1.1977,414,0.12669,169,-1.4255,172,-1.2611,876,2.00072
ENSG00000133318,RTN3,2243,1.80063,550,-1.0176,606,-0.9723,193,-2.5910,953,-0.1712
ENSG00000176340,COX8A,764,0.81887,659,0.41306,401,-0.4667,574,0.17682,281,-1.0757
ENSG00000167770,OTUB1,262,2.05658,37,-1.7307,75,-0.7407,2,-5.9544,94,-0.3341
ENSG00000173511,VEGFB,211,0.48333,155,-0.1095,243,0.79158,68,-1.3930,98,-0.9433
ENSG00000002330,BAD,160,0.50283,53,-1.3305,94,-0.5142,249,1.21787,93,-0.5370
ENSG00000173113,TRMT112,326,1.00583,123,-0.8053,105,-1.1710,355,0.96575,143,-0.6384
ENSG00000126432,PRDX5,880,1.50239,455,0.00725,276,-0.8913,289,-0.7170,283,-0.8456
ENSG00000110076,NRXN2,208,0.41224,64,-1.5180,235,0.67099,36,-2.3932,184,0.16480
ENSG00000168066,SF1,137,-0.2501,41,-2.0763,107,-0.6854,317,1.24391,203,0.52279
ENSG00000213465,ARL2,251,0.24667,191,-0.2383,175,-0.4369,198,-0.1867,266,0.35899
ENSG00000149809,TM7SF2,75,-0.2196,33,-1.4692,82,-0.0378,1,-5.6487,162,1.47198
ENSG00000149806,FAU,451,-0.8684,1244,0.91952,398,-1.0796,1529,1.31017,687,-0.1172
ENSG00000245532,NEAT1,245,-0.7622,181,-1.1480,304,-0.3829,533,0.60081,589,0.96104
ENSG00000251562,MALAT1,294,-3.2580,2010,-0.1370,2964,0.62224,4016,1.06169,2470,0.24063
ENSG00000168056,LTBP3,45,-1.3974,94,-0.1144,79,-0.4473,275,1.84319,95,-0.1115
ENSG00000172757,CFL1,1354,0.47903,511,-1.1641,611,-0.9962,1109,0.06428,1492,0.69011
ENSG00000175602,CCDC85B,358,0.51730,249,-0.1720,161,-0.9675,596,1.36463,166,-0.9185
ENSG00000175550,DRAP1,197,0.53108,160,0.08755,101,-0.7287,98,-0.6970,179,0.32583
ENSG00000175334,BANF1,198,0.81059,138,0.04792,41,-2.0107,262,1.16982,98,-0.5759
ENSG00000087365,SF3B2,95,0.08477,104,0.22073,82,-0.1943,1,-5.7858,135,0.80427
ENSG00000174903,RAB1B,142,0.29250,47,-1.5095,103,-0.3326,279,1.47213,83,-0.7108
ENSG00000179292,TMEM151A,206,0.07159,28,-2.9441,73,-1.7025,2,-6.6636,499,2.34073
ENSG00000174684,B4GAT1,929,2.27028,122,-1.7537,317,-0.3201,166,-1.2892,115,-2.0019
ENSG00000174080,CTSF,218,0.68962,89,-0.8917,122,-0.4615,114,-0.5061,183,0.31125
ENSG00000172508,CARNS1,115,-2.0955,223,-0.9240,99,-2.3281,5,-6.2857,1267,3.52753
ENSG00000084207,GSTP1,393,0.01561,245,-0.7418,294,-0.5207,812,1.30268,343,-0.2397
ENSG00000167792,NDUFV1,279,1.15493,109,-0.6545,160,-0.0396,35,-2.3773,143,-0.2483
ENSG00000110717,NDUFS8,262,1.47310,99,-0.5093,93,-0.6931,139,0.02849,71,-1.1567
ENSG00000085733,CTTN,126,-0.0952,66,-1.0976,89,-0.7210,49,-1.5591,258,1.49929
ENSG00000172893,DHCR7,88,-0.1606,14,-2.9487,25,-2.2163,1,-5.8669,264,2.69071
ENSG00000137497,NUMA1,135,-0.3767,65,-1.4686,120,-0.5892,205,0.36594,271,1.05853
ENSG00000149357,LAMTOR1,342,0.99240,111,-1.0433,141,-0.7492,254,0.28742,190,-0.2201
ENSG00000054965,FAM168A,106,-0.5712,140,-0.0453,128,-0.2289,9,-4.0899,269,1.38494
ENSG00000021300,PLEKHB1,289,-2.0235,1427,0.68316,797,-0.3411,760,-0.3727,1645,1.17812
ENSG00000175582,RAB6A,630,1.76741,230,-0.4064,141,-1.2993,104,-1.6288,246,-0.3466
ENSG00000165434,PGM2L1,346,2.62099,51,-1.4385,110,-0.2942,3,-5.4154,31,-2.3675
ENSG00000118363,SPCS2,188,-0.2711,221,0.02465,151,-0.6618,345,0.78661,248,0.25766
ENSG00000137486,ARRB1,250,1.68367,64,-1.0088,160,0.57229,21,-2.6451,30,-2.3120
ENSG00000149273,RPS3,362,-1.0903,1160,0.95490,327,-1.2554,1944,1.99876,432,-0.7878
ENSG00000078124,ACER3,100,0.20473,100,0.17380,54,-0.8995,41,-1.2437,135,0.84916
ENSG00000074201,CLNS1A,82,-0.3469,56,-0.8852,121,0.40981,86,-0.2148,120,0.39010
ENSG00000048649,RSF1,77,-0.7481,72,-0.7720,111,-0.0949,256,1.39924,114,-0.0335
ENSG00000151366,NDUFC2,591,1.21154,161,-1.1725,173,-1.1862,480,0.59123,271,-0.4161
ENSG00000137502,RAB30,90,0.08499,83,-0.0535,63,-0.5727,48,-0.9260,126,0.78477
ENSG00000137500,CCDC90B,115,0.20592,144,0.55653,61,-0.9340,4,-4.8759,164,0.97159
ENSG00000150672,DLG2,152,-0.0123,95,-0.7517,46,-2.0139,260,0.92073,235,0.90485
ENSG00000171204,TMEM126B,158,0.71783,58,-1.0176,88,-0.4352,70,-0.7301,135,0.38259
ENSG00000073921,PICALM,163,-0.7686,207,-0.3092,92,-1.7164,242,-0.0537,520,1.69995
ENSG00000166012,TAF1D,91,-0.2636,236,1.44315,51,-1.2569,103,-0.0336,108,0.06121
ENSG00000150316,CWC15,137,0.29351,110,-0.1048,51,-1.4463,304,1.73656,76,-0.7946
ENSG00000263465,SRSF8,139,0.54960,93,-0.2016,77,-0.5792,104,-0.0235,108,0.04548
ENSG00000149218,ENDOD1,285,0.60678,107,-1.0717,83,-1.6030,79,-1.5438,385,1.31917
ENSG00000149212,SESN3,219,1.07872,82,-0.7540,159,0.36941,47,-1.6063,86,-0.7760
ENSG00000152558,TMEM123,6,-4.7874,175,0.50615,101,-0.4644,384,2.02997,133,0.04855
ENSG00000152578,GRIA4,334,2.02741,111,-0.4256,101,-0.6551,1,-6.4520,87,-0.9009
ENSG00000149313,AASDHPPT,264,1.22199,114,-0.4496,82,-1.0769,138,-0.1386,130,-0.2701
ENSG00000137710,RDX,72,-1.8982,182,-0.3089,154,-0.6536,217,-0.0207,454,1.67873
ENSG00000109846,CRYAB,491,-2.3935,2652,0.42652,558,-2.1945,1409,-0.6092,5151,2.32665
ENSG00000150764,DIXDC1,51,-0.8935,64,-0.4512,31,-1.7291,1,-5.6765,223,2.53624
ENSG00000150779,TIMM8B,151,0.49578,139,0.26999,101,-0.2898,73,-0.7582,114,-0.0686
ENSG00000204370,SDHD,91,0.24752,106,0.46650,78,-0.0519,56,-0.5775,71,-0.2330
ENSG00000150787,PTS,236,1.99643,85,-0.3209,64,-0.8434,1,-5.9662,69,-0.7272
ENSG00000149294,NCAM1,426,-0.2963,552,0.17005,321,-0.7957,223,-1.2715,860,1.18473
ENSG00000182985,CADM1,171,0.41724,42,-1.8383,152,0.17461,122,-0.2140,150,0.15397
ENSG00000160584,SIK3,97,-0.5008,114,-0.1755,91,-0.6063,20,-2.7688,253,1.56712
ENSG00000168092,PAFAH1B2,322,0.62520,145,-0.7833,157,-0.7498,139,-0.8467,327,0.65868
ENSG00000186318,BACE1,180,-0.8934,202,-0.6108,93,-1.9670,61,-2.4291,779,2.52853
ENSG00000137726,FXYD6,708,2.46321,179,-0.6807,151,-1.0484,172,-0.7353,57,-2.5830
ENSG00000167283,ATP5MG,651,1.24850,359,-0.0415,208,-1.0162,272,-0.4855,297,-0.3963
ENSG00000095139,ARCN1,127,0.44250,59,-0.8558,66,-0.7722,157,0.73670,105,0.07219
ENSG00000019144,PHLDB1,18,-3.5255,113,-0.5926,64,-1.6138,83,-1.0659,474,2.97079
ENSG00000110367,DDX6,229,0.35866,111,-0.8648,185,-0.0636,109,-0.8868,240,0.45945
ENSG00000118181,RPS25,487,-1.2396,1904,1.15517,640,-0.7829,2002,1.25149,863,-0.2507
ENSG00000149428,HYOU1,223,1.75256,11,-3.3960,97,-0.1467,49,-1.2061,71,-0.7244
ENSG00000154096,THY1,1359,3.22027,87,-2.5122,304,-0.7061,7,-6.1706,85,-2.7424
ENSG00000196914,ARHGEF12,152,0.27970,48,-1.5740,108,-0.3644,359,1.85381,63,-1.2903
ENSG00000109929,SC5D,424,0.78547,235,-0.3448,168,-0.9765,77,-2.0537,413,0.72896
ENSG00000137642,SORL1,236,0.16202,155,-0.5424,302,0.67855,78,-1.6039,213,-0.0290
ENSG00000109971,HSPA8,2157,1.80554,469,-1.2010,548,-1.0717,601,-0.8172,767,-0.4931
ENSG00000110013,SIAE,164,1.69253,48,-0.7955,61,-0.4705,2,-5.3434,65,-0.3447
ENSG00000165478,HEPACAM,72,-2.2400,183,-0.6560,146,-1.1234,142,-1.0458,719,2.50065
ENSG00000149557,FEZ1,422,-1.0608,792,0.05617,290,-1.6706,273,-1.6099,1818,2.13047
ENSG00000149547,EI24,114,0.24256,101,0.00339,67,-0.7196,1,-5.9279,170,1.12659
ENSG00000084234,APLP2,835,1.49304,186,-1.3229,249,-0.9831,612,0.59344,242,-1.0305
ENSG00000182667,NTM,120,0.23067,63,-0.8351,193,1.30764,3,-5.1721,80,-0.5195
ENSG00000166086,JAM3,19,-3.6051,142,-0.3916,71,-1.5973,130,-0.5329,497,2.71274
ENSG00000109956,B3GAT1,107,-1.1559,80,-1.4873,60,-2.0815,27,-3.1074,607,3.03518
ENSG00000060237,WNK1,174,-1.4219,634,0.81724,244,-0.8613,278,-0.5601,701,1.26568
ENSG00000006831,ADIPOR2,26,-2.5200,100,-0.2947,42,-1.7995,13,-3.3410,357,3.09008
ENSG00000010278,CD9,55,-2.8054,171,-0.9256,132,-1.4566,472,0.74185,715,2.07083
ENSG00000215039,CD27-AS1,76,-0.2417,174,1.24199,29,-1.8239,39,-1.2459,133,0.90721
ENSG00000139190,VAMP1,348,2.02379,49,-1.7428,97,-0.7962,6,-4.7510,131,-0.2638
ENSG00000111639,MRPL51,188,-0.0476,247,0.41430,101,-1.1480,321,0.87272,199,0.06174
ENSG00000111640,GAPDH,5273,1.60625,1305,-1.1032,1752,-0.7296,1567,-0.8202,2007,-0.4907
ENSG00000111642,CHD4,112,-0.1221,185,0.74809,87,-0.5689,1,-6.1557,184,0.91873
ENSG00000111652,COPS7A,245,2.26525,30,-1.8541,75,-0.5045,8,-3.7639,58,-0.9682
ENSG00000089693,MLF2,497,1.37500,98,-1.5676,142,-1.1216,294,0.15212,236,-0.2367
ENSG00000111667,USP5,207,1.13113,17,-2.9639,85,-0.6628,147,0.30586,115,-0.1097
ENSG00000111669,TPI1,1143,1.96039,129,-2.1114,392,-0.4725,116,-2.2695,366,-0.5945
ENSG00000111674,ENO2,1384,3.30421,118,-2.0771,240,-1.1160,1,-8.0903,119,-2.2285
ENSG00000111676,ATN1,99,-0.4841,64,-1.0905,141,0.18548,195,0.71235,144,0.22340
ENSG00000111678,C12orf57,126,-0.7187,279,0.67401,112,-0.9254,443,1.54763,152,-0.3965
ENSG00000215021,PHB2,190,0.86426,21,-2.7212,79,-0.8306,156,0.36721,145,0.27714
ENSG00000139182,CLSTN3,542,3.57295,24,-2.9456,90,-1.1219,1,-6.6782,33,-2.6961
ENSG00000089818,NECAP1,358,2.58017,82,-0.7751,68,-1.1819,1,-6.3420,68,-1.1939
ENSG00000175899,A2M,38,-4.8184,121,-2.9258,189,-2.4506,5608,5.31457,204,-2.3347
ENSG00000139112,GABARAPL1,859,2.42235,90,-2.0388,216,-0.7924,55,-2.7445,191,-0.9986
ENSG00000111276,CDKN1B,159,0.43207,122,-0.0835,65,-1.1996,3,-5.5617,227,1.24427
ENSG00000084463,WBP11,120,0.41193,100,0.03903,57,-0.9720,127,0.43857,101,0.05579
ENSG00000023734,STRAP,320,1.92914,79,-0.9286,106,-0.5439,15,-3.3707,97,-0.6911
ENSG00000008394,MGST1,26,-2.3109,25,-2.2147,292,2.68824,96,-0.1719,48,-1.3980
ENSG00000084453,SLCO1A2,16,-3.0083,207,1.19317,56,-1.1051,44,-1.3580,222,1.74121
ENSG00000111716,LDHB,1535,1.11700,581,-0.7262,970,0.11546,469,-1.0574,626,-0.6887
ENSG00000111726,CMAS,439,2.08013,53,-1.9530,143,-0.5043,57,-1.8436,113,-0.9075
ENSG00000139163,ETNK1,167,1.09865,70,-0.5684,69,-0.6707,27,-2.0068,115,0.28020
ENSG00000060982,BCAT1,253,2.04247,83,-0.4290,71,-0.7712,1,-6.0440,69,-0.8084
ENSG00000123095,BHLHE41,100,-0.8506,202,0.38482,109,-0.6994,13,-3.7167,325,1.61804
ENSG00000087470,DNM1L,261,1.57210,49,-1.5385,49,-1.6646,77,-0.8404,150,0.26741
ENSG00000139116,KIF21A,704,2.05856,80,-2.0499,328,0.15854,25,-3.7723,125,-1.5250
ENSG00000018236,CNTN1,662,2.22073,175,-0.7057,269,-0.0211,39,-2.9680,49,-2.7940
ENSG00000139168,ZCRB1,135,-0.6766,320,0.84190,150,-0.4975,158,-0.3513,260,0.57549
ENSG00000111371,SLC38A1,270,1.95724,109,-0.1453,100,-0.3391,11,-3.6000,48,-1.5648
ENSG00000134294,SLC38A2,288,0.47636,92,-1.4109,93,-1.5489,234,0.04772,365,1.00760
ENSG00000211584,SLC48A1,152,-0.9245,114,-1.2598,92,-1.7495,139,-0.9607,648,2.38852
ENSG00000152556,PFKM,325,1.96945,68,-1.1734,125,-0.2470,7,-4.4670,85,-0.9345
ENSG00000134287,ARF3,531,1.35934,128,-1.2733,240,-0.3425,202,-0.5709,216,-0.5322
ENSG00000123416,TUBA1B,5870,2.05248,1637,-0.6979,1301,-1.1741,1111,-1.2965,1568,-0.8607
ENSG00000167552,TUBA1A,4126,0.17012,2215,-0.8540,1546,-1.5494,1696,-1.2656,7498,1.56002
ENSG00000139644,TMBIM6,573,-0.5874,505,-0.7154,683,-0.2717,620,-0.3915,1339,1.14195
ENSG00000135472,FAIM2,824,1.64153,132,-1.7400,252,-0.8478,151,-1.5420,398,-0.0297
ENSG00000167588,GPD1,20,-2.4874,58,-0.7594,35,-1.6807,12,-3.1083,282,3.21328
ENSG00000178449,COX14,310,1.07969,142,-0.4487,67,-1.7638,295,0.77697,154,-0.3625
ENSG00000066084,DIP2B,63,-1.5619,170,0.13586,61,-1.6252,102,-0.6892,367,2.07427
ENSG00000185432,METTL7A,51,-2.0869,117,-0.6407,470,2.61222,81,-1.2053,80,-1.3716
ENSG00000110911,SLC11A2,72,-0.7319,78,-0.5090,55,-1.1858,151,0.57164,189,1.22940
ENSG00000183283,DAZAP2,156,-1.2527,291,-0.1413,260,-0.3696,346,0.14167,536,1.12752
ENSG00000063046,EIF4B,203,-0.2284,315,0.53615,163,-0.6223,289,0.38815,249,0.16016
ENSG00000167778,SPRYD3,320,1.75774,36,-2.2041,147,-0.0513,1,-6.4572,117,-0.4604
ENSG00000123349,PFDN5,343,-0.7846,905,0.92733,427,-0.4012,876,0.86749,457,-0.2752
ENSG00000205352,PRR13,161,0.33160,153,0.19753,76,-1.0304,111,-0.3336,175,0.50818
ENSG00000197111,PCBP2,552,0.29885,292,-0.7770,337,-0.6280,592,0.37020,568,0.35537
ENSG00000135390,ATP5MC2,364,0.19653,402,0.33523,155,-1.3154,342,0.06436,425,0.51616
ENSG00000094916,CBX5,162,0.19558,140,-0.0790,164,0.21922,113,-0.4196,134,-0.1700
ENSG00000135486,HNRNPA1,394,-0.4279,729,0.65743,398,-0.4087,722,0.63878,466,-0.1187
ENSG00000135441,BLOC1S1,129,-1.1374,267,0.13905,142,-0.9712,298,0.32680,427,1.20901
ENSG00000135404,CD63,379,-0.4851,333,-0.6269,299,-0.8949,1365,1.89034,443,-0.2014
ENSG00000205323,SARNP,167,1.05834,78,-0.4188,74,-0.5795,13,-3.0430,120,0.32320
ENSG00000111540,RAB5B,254,0.39268,31,-2.8950,137,-0.7622,62,-1.8773,396,1.44102
ENSG00000197728,RPS26,683,-0.2448,1174,0.70370,408,-1.1425,1585,1.25892,640,-0.3637
ENSG00000065361,ERBB3,9,-3.7802,116,0.21584,26,-2.2831,75,-0.4818,277,2.65337
ENSG00000170515,PA2G4,87,0.01109,127,0.64584,49,-1.0027,103,0.27894,96,0.19018
ENSG00000229117,RPL41,1339,-0.9309,4101,1.04721,1265,-1.0255,5694,1.69631,1494,-0.7429
ENSG00000196465,MYL6B,217,1.55143,130,0.28699,111,0.02091,19,-2.6922,36,-1.8802
ENSG00000092841,MYL6,1157,0.58579,663,-0.4353,367,-1.4916,2097,1.60071,564,-0.7783
ENSG00000062485,CS,224,1.57382,72,-0.7138,66,-0.9492,31,-1.9985,108,-0.0774
ENSG00000257727,CNPY2,136,0.24710,35,-1.8854,46,-1.6474,165,0.53809,198,1.06786
ENSG00000170581,STAT2,88,-0.2123,62,-0.7376,45,-1.3778,25,-2.0769,218,1.88158
ENSG00000110955,ATP5F1B,1674,2.00147,262,-1.6094,422,-0.9839,447,-0.7888,477,-0.7753
ENSG00000110958,PTGES3,738,0.98662,276,-0.8259,314,-0.7078,276,-0.8276,526,0.24849
ENSG00000196531,NACA,461,-0.3561,914,0.84936,349,-0.8466,1033,1.07409,449,-0.4052
ENSG00000123384,LRP1,162,-0.4842,152,-0.5218,182,-0.2724,551,1.76748,146,-0.6663
ENSG00000175203,DCTN2,288,1.55024,39,-2.0426,79,-1.0804,62,-1.3272,164,0.24009
ENSG00000155980,KIF5A,570,2.17941,123,-1.0397,167,-0.6306,11,-4.5123,142,-0.9166
ENSG00000135506,OS9,178,1.53901,36,-1.4515,77,-0.2951,3,-5.0671,87,-0.0744
ENSG00000111530,CAND1,299,1.74941,38,-2.0097,109,-0.4721,138,-0.0353,68,-1.2732
ENSG00000127314,RAP1B,96,-0.5049,80,-0.7312,68,-1.0998,165,0.44915,219,1.19455
ENSG00000135679,MDM2,61,-0.7236,40,-1.2708,83,-0.1544,49,-0.9827,174,1.45948
ENSG00000166226,CCT2,256,1.16699,106,-0.5478,60,-1.5659,280,1.09348,88,-0.9393
ENSG00000080371,RAB21,176,0.33387,185,0.36037,124,-0.3359,53,-1.5998,176,0.32989
ENSG00000253719,ATXN7L3B,282,1.27264,111,-0.5626,60,-1.6678,199,0.39224,134,-0.3015
ENSG00000187109,NAP1L1,366,-0.2953,510,0.29042,319,-0.5441,539,0.38437,505,0.32414
ENSG00000186908,ZDHHC17,184,1.40287,113,0.23893,53,-1.0727,1,-5.8800,97,-0.0152
ENSG00000067715,SYT1,1315,2.88807,97,-2.3993,404,-0.2519,137,-1.8848,11,-5.7686
ENSG00000011465,DCN,112,-2.3834,4,-6.9496,35,-4.0953,3431,6.31622,0,-9.6258
ENSG00000177889,UBE2N,437,1.46451,162,-0.5532,147,-0.7911,309,0.51208,92,-1.5629
ENSG00000184752,NDUFA12,234,0.82785,208,0.46939,82,-1.1394,179,0.21185,119,-0.5093
ENSG00000111142,METAP2,122,0.20991,159,0.61993,97,-0.2266,1,-6.0572,140,0.48329
ENSG00000075415,SLC25A3,953,1.74258,232,-1.0578,255,-1.0202,592,0.45461,187,-1.5276
ENSG00000185046,ANKS1B,167,-0.4331,153,-0.5137,60,-2.1040,62,-1.8970,508,2.18283
ENSG00000120805,ARL1,194,1.28037,70,-0.6932,49,-1.3672,139,0.41975,85,-0.4464
ENSG00000166598,HSP90B1,499,0.40481,448,0.15947,274,-0.7188,514,0.39161,375,-0.1585
